"Reporter Name"	"MX_NE_rawData_r1"	"MX_NE_rawData_r2"
"tcruzi-1981357"	232.5	487.63
"tcruzi-1982557"	66.68	195.71
"tcruzi-1984199"	79.37	141.43
"tcruzi-1985376"	107.76	234.37
"tcruzi-1987562"	55.22	112.73
"tcruzi-1989081"	111.27	237.91
"tcruzi-1989292"	1546.67	3986.02
"tcruzi-1989991"	68.86	128.82
"tcruzi-1990518"	100.62	207.37
"tcruzi-1991307"	177.39	378.7
"tcruzi-1991562"	70.44	93
"tcruzi-1991977"	71.36	83.21
"tcruzi-1992016"	1280.23	1571.05
"tcruzi-1992492"	52.39	98.85
"tcruzi-1993115"	59.04	128.98
"tcruzi-1995390"	69.6	86.7
"tcruzi-1995483"	68.94	73.82
"tcruzi-1995799"	335.48	792
"tcruzi-1995800"	248.48	201.37
"tcruzi-1995801"	441.28	324.23
"tcruzi-1995804"	135.69	592.73
"tcruzi-1995806"	152.6	143.37
"tcruzi-1995807"	126.2	165.68
"tcruzi-1997210"	1339.63	1310.21
"tcruzi-1997296"	67.47	126.29
"tcruzi-1997572"	81.97	264.2
"tcruzi-1998837"	83.27	93.38
"tcruzi-1999215"	82.71	153.02
"tcruzi-2000458"	83.56	90.84
"tcruzi-2000749"	95.88	138.45
"tcruzi-2001364"	60.53	72.85
"tcruzi-2001502"	98.5	124.41
"tcruzi-2002834"	566.75	944.41
"tcruzi-2002851"	176.77	321.38
"tcruzi-2004218"	62.06	144.29
"tcruzi-2006243"	245.25	438.84
"tcruzi-2007518"	600.82	1137.03
"tcruzi-2007535"	309.72	270.87
"tcruzi-2008938"	106.54	158.07
"tcruzi-2009954"	391.5	410.54
"tcruzi-2010792"	275.07	833.39
"tcruzi-2012115"	93.41	226.14
"tcruzi-2012117"	138.82	301.9
"tcruzi-2012118"	141.65	302.35
"tcruzi-2012691"	109.81	97.74
"tcruzi-2012959"	91.38	183.44
"tcruzi-2013473"	107.29	292.56
"tcruzi-2013866"	72.23	178.36
"tcruzi-2013980"	56.75	88
"tcruzi-2014352"	205.6	129.87
"tcruzi-2016637"	62.12	75.21
"tcruzi-2017238"	84.13	119.41
"tcruzi-2017278"	111.53	159.18
"tcruzi-2017279"	161.25	146.05
"tcruzi-2019830"	304.22	298.77
"tcruzi-2020258"	67.19	124.22
"tcruzi-2022214"	100.03	179.06
"tcruzi-2024192"	71.98	94.46
"tcruzi-2025654"	61.17	150.52
"tcruzi-2026873"	144.04	269.2
"tcruzi-2027528"	61.72	103.74
"tcruzi-2028191"	379.87	379.6
"tcruzi-2028916"	70.88	118.04
"tcruzi-2029279"	187.99	282.13
"tcruzi-2029914"	53.79	73.79
"tcruzi-2030693"	603.25	201.81
"tcruzi-2030694"	159.54	173.92
"tcruzi-2030695"	85.96	128.57
"tcruzi-2030708"	158.99	123.48
"tcruzi-2030752"	69.98	116.79
"tcruzi-2030898"	191.88	420.61
"tcruzi-2030902"	112.6	252.01
"tcruzi-2030911"	114.04	241.94
"tcruzi-2030921"	117.48	262.38
"tcruzi-2030922"	166.77	260.46
"tcruzi-2032124"	109.75	143.99
"tcruzi-2032426"	144.79	226.17
"tcruzi-2034178"	421.65	1779.98
"tcruzi-2034179"	362.4	936.79
"tcruzi-2034631"	148.65	209.92
"tcruzi-2035432"	128.96	380.55
"tcruzi-2036226"	161.08	354.98
"tcruzi-2036792"	79.45	215.69
"tcruzi-2036872"	222.15	477.91
"tcruzi-2036975"	90.42	185.34
"tcruzi-2038234"	82.2	154.38
"tcruzi-2041955"	37.09	52.83
"tcruzi-2043204"	120.69	246.12
"tcruzi-2045447"	305.35	865.09
"tcruzi-2045584"	93.74	231.92
"tcruzi-2046558"	50.41	77.05
"tcruzi-2047008"	175.19	321.42
"tcruzi-2047009"	142.12	201.2
"tcruzi-2047627"	99.18	271.74
"tcruzi-2047661"	72.67	122.03
"tcruzi-2048720"	47.92	78.08
"tcruzi-2049499"	54.95	73.94
"tcruzi-2050739"	150.82	329.15
"tcruzi-2050867"	76.27	132.29
"tcruzi-2050984"	78.55	115.02
"tcruzi-2052232"	94.93	207.05
"tcruzi-2052800"	56.4	127.07
"tcruzi-2052948"	44.45	55.46
"tcruzi-2053960"	72.24	133.64
"tcruzi-2056075"	83.33	159.96
"tcruzi-2056967"	47.84	58.1
"tcruzi-2057354"	96.51	93.35
"tcruzi-2057539"	70.2	114.45
"tcruzi-2058812"	117.15	153.2
"tcruzi-2062195"	104.19	124.76
"tcruzi-2062472"	86.39	237.17
"tcruzi-2062701"	113.96	279.55
"tcruzi-2062702"	129	325.88
"tcruzi-2062973"	129.56	304.55
"tcruzi-2063020"	56.67	93.01
"tcruzi-2064383"	87.19	122.57
"tcruzi-2064689"	46.96	45.41
"tcruzi-2065684"	60.61	72.44
"tcruzi-2066514"	106.86	174.59
"tcruzi-2067216"	219.36	202.84
"tcruzi-2067320"	156.31	313.47
"tcruzi-2069167"	96.13	121.72
"tcruzi-2071085"	65.26	86.94
"tcruzi-2072090"	185.57	105.98
"tcruzi-2072801"	141.76	375.02
"tcruzi-2073579"	59.04	83.72
"tcruzi-2076458"	178.5	216.95
"tcruzi-2078224"	90.42	174.52
"tcruzi-2079000"	98.06	107.28
"tcruzi-2079005"	68	107.64
"tcruzi-2079457"	110.43	224.77
"tcruzi-2079732"	38.22	41.49
"tcruzi-2080693"	80.03	113.43
"tcruzi-2081479"	53.93	70.95
"tcruzi-2082767"	946.9	2070.44
"tcruzi-2084234"	199.33	633.24
"tcruzi-2087348"	55.26	114.12
"tcruzi-2087903"	78.64	106.99
"tcruzi-2087904"	79.92	91.69
"tcruzi-2088011"	230.45	139.01
"tcruzi-2090164"	47.81	55.78
"tcruzi-2091125"	173.95	113.95
"tcruzi-2093267"	116.72	269.52
"tcruzi-2094606"	79.24	118.65
"tcruzi-2096582"	150.71	83.82
"tcruzi-2097963"	53.81	65.37
"tcruzi-2098184"	54.4	97.87
"tcruzi-2100367"	64.79	78.48
"tcruzi-2100588"	59.13	87.48
"tcruzi-2100810"	113.53	226.4
"tcruzi-2101751"	108.79	158.95
"tcruzi-2102681"	50.04	72.29
"tcruzi-2103439"	69	96.19
"tcruzi-2104766"	115.5	217.92
"tcruzi-2104796"	99.76	102.19
"tcruzi-2105159"	121.93	159.6
"tcruzi-2107135"	44.89	51.88
"tcruzi-2108370"	127.49	277.32
"tcruzi-2108865"	64.08	67.84
"tcruzi-2108925"	78.31	129.11
"tcruzi-2110107"	97.07	117.15
"tcruzi-2110728"	62.44	92.39
"tcruzi-2111365"	56.25	57.07
"tcruzi-2113592"	253.8	667.56
"tcruzi-2116871"	59.4	80.46
"tcruzi-2116891"	207.31	306.94
"tcruzi-2117979"	357.18	1230.86
"tcruzi-2122439"	57.44	64.48
"tcruzi-2124577"	231.52	172.73
"tcruzi-2126107"	990.97	1379.04
"tcruzi-2127130"	172.06	164.08
"tcruzi-2127327"	167.18	178.99
"tcruzi-2127764"	182.9	269.07
"tcruzi-2128434"	64.51	68.52
"tcruzi-2128759"	89.38	106.46
"tcruzi-2129008"	68.58	104.11
"tcruzi-2129358"	80.89	88.9
"tcruzi-2129395"	279	395.96
"tcruzi-2130902"	95.31	150.97
"tcruzi-2134057"	57.29	113.07
"tcruzi-2134771"	61.63	91.55
"tcruzi-2135571"	96.83	121.55
"tcruzi-2135592"	89.59	118.43
"tcruzi-2135718"	72.02	109.4
"tcruzi-2135719"	96.17	191.72
"tcruzi-2135720"	137.38	317.3
"tcruzi-2135721"	74.82	289.42
"tcruzi-2135727"	72.83	186.89
"tcruzi-2135842"	65.21	78.45
"tcruzi-2136080"	55.71	58.84
"tcruzi-2136315"	300.13	786.51
"tcruzi-2136687"	118.35	390.67
"tcruzi-2137578"	118.53	174.64
"tcruzi-2137686"	173.82	448.2
"tcruzi-2137746"	66.33	97.02
"tcruzi-2138124"	296.28	240.97
"tcruzi-2138774"	89.85	86.62
"tcruzi-2138904"	66.53	118.95
"tcruzi-2138932"	539.19	474.54
"tcruzi-2140691"	51.4	77.29
"tcruzi-2141424"	143.67	284.82
"tcruzi-2142430"	88.94	168.98
"tcruzi-2143640"	77.91	239.86
"tcruzi-2143808"	76.54	193.96
"tcruzi-2144371"	60.61	124.04
"tcruzi-2144583"	103.35	204.82
"tcruzi-2144867"	88.11	179.42
"tcruzi-2145600"	113.43	210.25
"tcruzi-2145603"	161.08	468.86
"tcruzi-2145853"	104.45	273.61
"tcruzi-2147923"	111.29	247
"tcruzi-2150939"	126.59	224.22
"tcruzi-2152264"	222.1	226.73
"tcruzi-2153658"	71.54	124.64
"tcruzi-2154032"	152.1	245.54
"tcruzi-2154949"	51.72	99.46
"tcruzi-2155463"	83.37	147
"tcruzi-2157264"	106.47	261.14
"tcruzi-2157265"	111.09	293.45
"tcruzi-2157267"	101.09	242.68
"tcruzi-2160604"	106.3	204.36
"tcruzi-2161980"	81.11	105.3
"tcruzi-2170091"	57.87	89.16
"tcruzi-2170429"	195.87	405.64
"tcruzi-2172881"	42.18	58.79
"tcruzi-2174300"	101.63	218.44
"tcruzi-2175519"	58.31	73.96
"tcruzi-2176176"	310.9	397
"tcruzi-2176552"	1107.04	1067.71
"tcruzi-2176553"	2297.73	2482.83
"tcruzi-2176554"	1006.82	963.04
"tcruzi-2176555"	3045.49	5908.84
"tcruzi-2176556"	3428.43	4748.96
"tcruzi-2176557"	340.62	664.47
"tcruzi-2177050"	90.83	206.18
"tcruzi-2177500"	53.58	156.06
"tcruzi-2177889"	64.01	109.06
"tcruzi-2180310"	110.63	246.97
"tcruzi-2180657"	55.98	92.75
"tcruzi-2181754"	125.95	238.82
"tcruzi-2182633"	359.63	1127.47
"tcruzi-2183005"	354.85	240.89
"tcruzi-2184058"	39.69	52.89
"tcruzi-2185919"	108.77	117.87
"tcruzi-2187424"	178.36	187.36
"tcruzi-2187515"	124.58	158.37
"tcruzi-2187865"	75.57	180.02
"tcruzi-2188395"	287.74	468.28
"tcruzi-2190958"	80.66	82.34
"tcruzi-2191246"	51.62	80.5
"tcruzi-2191248"	75.77	119.21
"tcruzi-2192265"	82.18	109.81
"tcruzi-2192700"	4367.44	1604.6
"tcruzi-2193493"	633.72	441.32
"tcruzi-2193862"	231.73	237.83
"tcruzi-2196549"	53.99	76.44
"tcruzi-2196936"	2408.06	3959.49
"tcruzi-2198166"	139.81	285.02
"tcruzi-2198200"	260.74	432.66
"tcruzi-2198779"	127.98	230.03
"tcruzi-2199079"	911.27	2672.41
"tcruzi-2199635"	102.63	216.93
"tcruzi-2199754"	88.59	226.8
"tcruzi-2202233"	187.48	364.47
"tcruzi-2202501"	98.83	396.66
"tcruzi-2202502"	189.47	380.16
"tcruzi-2202503"	144.86	306.48
"tcruzi-2203388"	189.44	197.75
"tcruzi-2205495"	94.1	144.36
"tcruzi-2205715"	1008.01	2086.37
"tcruzi-2206866"	818.78	935.5
"tcruzi-2213317"	7715.85	10961.76
"tcruzi-2214464"	149.84	293.06
"tcruzi-2215700"	382.31	919.95
"tcruzi-2217759"	104.23	109.93
"tcruzi-2217977"	84.42	107.87
"tcruzi-2218148"	49.87	95.6
"tcruzi-2219427"	4677.35	7809.07
"tcruzi-2219977"	132.49	283.34
"tcruzi-2219978"	130.29	299.52
"tcruzi-2220710"	168.05	268.56
"tcruzi-2221017"	203.77	87.53
"tcruzi-2224251"	91.11	213.52
"tcruzi-2224378"	141.55	279.39
"tcruzi-2227134"	126.28	223.67
"tcruzi-2227544"	155.54	454.07
"tcruzi-2227572"	334.67	537.56
"tcruzi-2227945"	69.85	115.63
"tcruzi-2231789"	78.92	77.7
"tcruzi-2235193"	231.21	375.8
"tcruzi-2235464"	139.64	303.71
"tcruzi-2237433"	77.41	110.91
"tcruzi-2237698"	455.15	1229.34
"tcruzi-2238388"	49.19	73.22
"tcruzi-2238412"	209.27	347.85
"tcruzi-2241375"	111.11	98
"tcruzi-2241485"	47.5	68.18
"tcruzi-2243261"	77.64	186.11
"tcruzi-2244082"	56.75	65.66
"tcruzi-2244555"	96.69	107.28
"tcruzi-2244562"	56.35	107.69
"tcruzi-2245558"	1522.81	663.21
"tcruzi-2247874"	92.02	226.56
"tcruzi-2248251"	237.23	498.02
"tcruzi-2250233"	335.76	914.77
"tcruzi-2250349"	61.56	81.54
"tcruzi-2250450"	295.43	636.93
"tcruzi-2252754"	123.37	171.79
"tcruzi-2254626"	96.99	163.42
"tcruzi-2255082"	60.83	73.15
"tcruzi-2256731"	85.72	138.16
"tcruzi-2257025"	94.26	224.17
"tcruzi-2257207"	143.51	240.77
"tcruzi-2258700"	52.78	65.85
"tcruzi-2258979"	104.18	98.2
"tcruzi-2259631"	60.97	106.1
"tcruzi-2261926"	244.27	399.48
"tcruzi-2266201"	74.59	121.02
"tcruzi-2266689"	175.87	92.96
"tcruzi-2267139"	73.5	128.59
"tcruzi-2268884"	67.14	66.81
"tcruzi-2269312"	41.74	57.62
"tcruzi-2270124"	50.47	88.39
"tcruzi-2270394"	54.09	76.54
"tcruzi-2272111"	51.15	84.66
"tcruzi-2273770"	97.78	123.15
"tcruzi-2273947"	106.94	191.55
"tcruzi-2275122"	84.86	215.94
"tcruzi-2275554"	132.04	131.08
"tcruzi-2275941"	445.44	849.87
"tcruzi-2276219"	87.35	108.71
"tcruzi-2279196"	1440.13	2998.27
"tcruzi-2279613"	898.3	1777.82
"tcruzi-2280367"	71.35	123.61
"tcruzi-2281830"	100.01	201.9
"tcruzi-2282105"	145.83	330.33
"tcruzi-2283040"	110.82	122.26
"tcruzi-2283330"	78.26	177.61
"tcruzi-2284503"	421.22	836.47
"tcruzi-2285042"	84.15	148.43
"tcruzi-2285782"	1149.19	2566.02
"tcruzi-2287211"	92.27	115.36
"tcruzi-2287228"	78.14	149.17
"tcruzi-2288363"	312.49	330.01
"tcruzi-2288637"	2552.71	3842.19
"tcruzi-2288814"	292.73	244.62
"tcruzi-2289593"	108.64	194.6
"tcruzi-2293232"	62.18	85.3
"tcruzi-2294678"	89.07	156.94
"tcruzi-2294769"	162.53	126.29
"tcruzi-2295311"	98.91	124.53
"tcruzi-2296961"	124.51	261.56
"tcruzi-2299286"	71.12	201.39
"tcruzi-2299312"	103.05	242.05
"tcruzi-2301315"	433.3	753.94
"tcruzi-2301738"	70.99	120.07
"tcruzi-2303514"	58.58	61.23
"tcruzi-2303665"	89.57	1543.45
"tcruzi-2304527"	1242.28	1300.21
"tcruzi-2307815"	75.88	98.63
"tcruzi-2307816"	59.37	57.86
"tcruzi-2310127"	116.53	268.89
"tcruzi-2311733"	56.99	48.57
"tcruzi-2311845"	74.99	165.13
"tcruzi-2312442"	47.01	133.8
"tcruzi-2313366"	63.18	124.98
"tcruzi-2313542"	86.11	76.91
"tcruzi-2315109"	246.51	1565.19
"tcruzi-2316235"	204.88	96.76
"tcruzi-2316649"	67.31	96.15
"tcruzi-2316946"	119.11	282.52
"tcruzi-2317502"	206.52	545.97
"tcruzi-2318412"	79.7	245.29
"tcruzi-2319671"	343.09	432.16
"tcruzi-2320091"	156.66	264.04
"tcruzi-2322954"	222.35	139.56
"tcruzi-2323777"	94.52	184.78
"tcruzi-2324600"	88.29	95.11
"tcruzi-2327177"	98.45	230.35
"tcruzi-2328847"	41.31	43.49
"tcruzi-2329047"	107.72	115.26
"tcruzi-2329132"	49.85	128.77
"tcruzi-2330316"	56.75	99.91
"tcruzi-2332183"	157.24	117.07
"tcruzi-2332354"	112.85	199.13
"tcruzi-2335809"	73.82	165.2
"tcruzi-2336569"	140.16	250.27
"tcruzi-2336645"	61.56	112.91
"tcruzi-2337081"	73.16	192.51
"tcruzi-2338604"	119.37	166.4
"tcruzi-2340421"	80.97	297.32
"tcruzi-2341025"	155.65	164.09
"tcruzi-2341179"	69.05	93.33
"tcruzi-2341713"	46.93	141.08
"tcruzi-2342238"	114.35	273.37
"tcruzi-2346073"	82.11	182.83
"tcruzi-2346145"	132.19	264.03
"tcruzi-2346654"	1118.95	1609.76
"tcruzi-2347671"	747.8	1846.56
"tcruzi-2347705"	172.13	382.26
"tcruzi-2349059"	76.07	132.41
"tcruzi-2351337"	113.02	197.2
"tcruzi-2351875"	104.31	182.82
"tcruzi-2352822"	62.89	98.49
"tcruzi-2352955"	234.67	675.74
"tcruzi-2354210"	1810.78	3443.4
"tcruzi-2356436"	710.27	1330.43
"tcruzi-2358787"	60.62	97.52
"tcruzi-2361086"	55.2	74.11
"tcruzi-2361555"	40.67	56.4
"tcruzi-2361755"	893.86	1486.93
"tcruzi-2364776"	64.63	81.75
"tcruzi-2365525"	68.6	100.38
"tcruzi-2365566"	186.36	203.16
"tcruzi-2366253"	77.47	207.62
"tcruzi-2369637"	182.95	349.05
"tcruzi-2369815"	63.08	124.91
"tcruzi-2370676"	66.04	86.85
"tcruzi-2374197"	79.28	110.08
"tcruzi-2374199"	79.37	116.01
"tcruzi-2376403"	87.92	84.68
"tcruzi-2376504"	113.79	122.21
"tcruzi-2377187"	70.38	89.54
"tcruzi-2378066"	196.16	471.2
"tcruzi-2378352"	545.86	986.47
"tcruzi-2379397"	923.88	1426.25
"tcruzi-2381715"	96.64	190.9
"tcruzi-2381730"	279.07	439.45
"tcruzi-2382370"	339.31	360.62
"tcruzi-2383464"	67.46	92.33
"tcruzi-2383942"	179.4	88.14
"tcruzi-2385019"	103.98	193.87
"tcruzi-2385210"	53.43	76.23
"tcruzi-2385549"	149.86	242.72
"tcruzi-2387607"	62.1	101.24
"tcruzi-2387631"	139.92	301.6
"tcruzi-2388454"	325.99	374.89
"tcruzi-2388787"	87.42	120.61
"tcruzi-2390828"	51.28	76.2
"tcruzi-2393148"	81.62	85.64
"tcruzi-2395876"	559.16	808.16
"tcruzi-2396913"	87.13	207.07
"tcruzi-2397550"	165.06	379.24
"tcruzi-2398360"	102.96	141.97
"tcruzi-2399274"	77.9	132.68
"tcruzi-2400607"	96.16	145.05
"tcruzi-2403447"	326.12	504.93
"tcruzi-2403959"	98.12	223.77
"tcruzi-2404039"	61.97	89.22
"tcruzi-2404537"	274.98	446.39
"tcruzi-2404848"	134.53	204.65
"tcruzi-2406171"	59.67	73.88
"tcruzi-2408119"	129.69	256.08
"tcruzi-2408462"	5594.6	9959.25
"tcruzi-2408529"	86.84	82.13
"tcruzi-2408978"	172.08	365.57
"tcruzi-2410122"	73.6	98.84
"tcruzi-2410199"	85.76	97.91
"tcruzi-2412108"	6871.99	9353.45
"tcruzi-2413044"	218.21	518.64
"tcruzi-2414595"	89.75	169.42
"tcruzi-2416708"	97.76	111.44
"tcruzi-2417325"	55.73	108.98
"tcruzi-2418530"	227.86	533.85
"tcruzi-2418873"	232.89	692.89
"tcruzi-2421948"	135.61	170.65
"tcruzi-2422307"	73.89	126.48
"tcruzi-2422858"	347.11	450.75
"tcruzi-2423643"	817.14	1101
"tcruzi-2424368"	85.37	128.12
"tcruzi-2425138"	72.86	82.75
"tcruzi-2425165"	101.4	122.49
"tcruzi-2426358"	41.35	53.21
"tcruzi-2427516"	58.42	71.34
"tcruzi-2428353"	374.26	909.1
"tcruzi-2428376"	83.21	142.83
"tcruzi-2429145"	7458.38	16137.29
"tcruzi-2432344"	75.75	127.5
"tcruzi-2432477"	178.51	254.28
"tcruzi-2433061"	45.06	96.11
"tcruzi-2433116"	40.18	54.99
"tcruzi-2433789"	867.54	3741.1
"tcruzi-2440169"	106.34	241.7
"tcruzi-2440193"	448.34	601.55
