"Reporter Name"	"US_PO_rawData_r1"	"US_PO_rawData_r2"
"tcruzi-1932381"	294.57	313.71
"tcruzi-1932516"	75.31	65.25
"tcruzi-1933179"	98.22	84.21
"tcruzi-1933379"	91.21	77.52
"tcruzi-1933462"	1010.3	809.82
"tcruzi-1935209"	69.99	78.42
"tcruzi-1936027"	91.29	87.59
"tcruzi-1936456"	216.71	207.91
"tcruzi-1937452"	63.18	67.43
"tcruzi-1940278"	55.46	68.62
"tcruzi-1941265"	283.48	178.36
"tcruzi-1941426"	143.17	142.85
"tcruzi-1941976"	55.18	45.72
"tcruzi-1943637"	53.95	62.15
"tcruzi-1944043"	39973.7	39739.07
"tcruzi-1944234"	95.45	103.16
"tcruzi-1945660"	95.43	99.58
"tcruzi-1946289"	162.1	153.02
"tcruzi-1946291"	4624.63	4354.04
"tcruzi-1946292"	5477.45	4462.34
"tcruzi-1946297"	3840.72	3879.81
"tcruzi-1946298"	3620.41	3175.43
"tcruzi-1947119"	5769.55	3610.46
"tcruzi-1951099"	94.2	96.25
"tcruzi-1951541"	41404.16	42654.23
"tcruzi-1954272"	77.81	75.84
"tcruzi-1957071"	116.46	129.67
"tcruzi-1957213"	63.75	73.47
"tcruzi-1957459"	71.17	73.71
"tcruzi-1961045"	51.35	70.39
"tcruzi-1962816"	389.22	441.02
"tcruzi-1963837"	140.85	154.06
"tcruzi-1963924"	105.61	120.79
"tcruzi-1964286"	301.59	330.37
"tcruzi-1964683"	1908.22	2069.22
"tcruzi-1965340"	76.99	85.56
"tcruzi-1965347"	296.98	286.75
"tcruzi-1965742"	55.87	60.19
"tcruzi-1966604"	10132.75	10543.09
"tcruzi-1968348"	43.15	48.33
"tcruzi-1972762"	37.73	40.21
"tcruzi-1973994"	52.93	57.92
"tcruzi-1974091"	42137.42	32341.91
"tcruzi-1975354"	92.68	82.34
"tcruzi-1978598"	148.35	166.24
"tcruzi-1979434"	172.65	178.08
"tcruzi-1981357"	37740.23	34917.69
"tcruzi-1982557"	81.92	94.44
"tcruzi-1984199"	77.2	87.12
"tcruzi-1985376"	98.32	108.76
"tcruzi-1987562"	222.51	223.9
"tcruzi-1989081"	1310.95	1414.26
"tcruzi-1989292"	3477.03	3648.09
"tcruzi-1989991"	52.11	50.27
"tcruzi-1990518"	81.45	86.34
"tcruzi-1991307"	88.92	84.04
"tcruzi-1991562"	97.66	93.15
"tcruzi-1991977"	92.23	76.58
"tcruzi-1992016"	1119.56	1253.54
"tcruzi-1992492"	65.02	79.52
"tcruzi-1993115"	53.44	56.33
"tcruzi-1995390"	73.24	67.78
"tcruzi-1995483"	88.05	83.84
"tcruzi-1995799"	400.78	369.76
"tcruzi-1995800"	43856.3	43484.21
"tcruzi-1995801"	41371.78	42742.2
"tcruzi-1995804"	35348.24	35426.26
"tcruzi-1995806"	43506.17	44805.01
"tcruzi-1995807"	34988.37	33317.3
"tcruzi-1997210"	66	68.08
"tcruzi-1997296"	61.35	52.79
"tcruzi-1997572"	63.58	78.1
"tcruzi-1998837"	90.12	89.26
"tcruzi-1999215"	71.37	84.09
"tcruzi-2000458"	66.29	54.16
"tcruzi-2000749"	147.11	115.13
"tcruzi-2001364"	45.13	46.39
"tcruzi-2001502"	142.58	105.28
"tcruzi-2002834"	99.62	110.18
"tcruzi-2002851"	123.34	107.62
"tcruzi-2004218"	94.62	96.04
"tcruzi-2006243"	817.97	843.74
"tcruzi-2007518"	224.46	214.73
"tcruzi-2007535"	1854.79	2102.37
"tcruzi-2008938"	92.28	73.22
"tcruzi-2009954"	1574.05	1693.13
"tcruzi-2010792"	2741.13	2828.38
"tcruzi-2012115"	6309.92	2085.34
"tcruzi-2012117"	4120.06	4174.43
"tcruzi-2012118"	4227.06	3950.27
"tcruzi-2012691"	120.76	100.03
"tcruzi-2012959"	129.54	71.99
"tcruzi-2013473"	16397.59	16688.47
"tcruzi-2013866"	164.51	140.15
"tcruzi-2013980"	64.97	59.22
"tcruzi-2014352"	1098.79	1011.83
"tcruzi-2016637"	140.01	128.31
"tcruzi-2017238"	38613.25	35151.84
"tcruzi-2017278"	104.54	88.36
"tcruzi-2017279"	171.99	180.83
"tcruzi-2019830"	4336.81	3068.69
"tcruzi-2020258"	132.7	113.36
"tcruzi-2022214"	379.55	462.64
"tcruzi-2024192"	147.03	125.41
"tcruzi-2025654"	559.21	532.11
"tcruzi-2026873"	90.36	94.25
"tcruzi-2027528"	94.49	96.59
"tcruzi-2028191"	193.8	236.49
"tcruzi-2028916"	56.66	70.38
"tcruzi-2029279"	617.09	582.58
"tcruzi-2029914"	49.95	48.38
"tcruzi-2030693"	34879.19	34074.32
"tcruzi-2030694"	39870.76	42624.26
"tcruzi-2030695"	43121.37	42495.52
"tcruzi-2030708"	40212.01	39262.08
"tcruzi-2030752"	139.54	112.91
"tcruzi-2030898"	21853.94	21367.15
"tcruzi-2030902"	3795.69	3482.76
"tcruzi-2030911"	14835.14	13449.54
"tcruzi-2030921"	36672.3	34923.51
"tcruzi-2030922"	37720.28	36819.18
"tcruzi-2032124"	291.22	277.95
"tcruzi-2032426"	115.38	193.52
"tcruzi-2034178"	25483.38	25607.59
"tcruzi-2034179"	37959.71	36014.11
"tcruzi-2034631"	92.74	106.14
"tcruzi-2035432"	84.56	84.33
"tcruzi-2036226"	233.77	218.78
"tcruzi-2036792"	49.87	64.25
"tcruzi-2036872"	165.61	177.12
"tcruzi-2036975"	83.65	99.54
"tcruzi-2038234"	22207.15	24623.55
"tcruzi-2041955"	33.1	41.96
"tcruzi-2043204"	155.88	83.36
"tcruzi-2045447"	276.02	280.81
"tcruzi-2045584"	78.25	93.58
"tcruzi-2046558"	52.75	59.01
"tcruzi-2047008"	35265.81	36495.29
"tcruzi-2047009"	36388.99	38847.64
"tcruzi-2047627"	78.7	69.36
"tcruzi-2047661"	54.66	56.65
"tcruzi-2048720"	42.7	50.87
"tcruzi-2049499"	47.11	49.44
"tcruzi-2050739"	157.57	152.06
"tcruzi-2050867"	148.26	135.91
"tcruzi-2050984"	70.98	90.85
"tcruzi-2052232"	95.1	86.32
"tcruzi-2052800"	563.22	463.23
"tcruzi-2052948"	37.63	36.36
"tcruzi-2053960"	38.22	48.85
"tcruzi-2056075"	73.83	78.38
"tcruzi-2056967"	49.27	46.83
"tcruzi-2057354"	626.51	487.22
"tcruzi-2057539"	274.68	231.4
"tcruzi-2058812"	54.58	56.65
"tcruzi-2062195"	94.15	107.83
"tcruzi-2062472"	187.48	105.77
"tcruzi-2062701"	24480.05	22455.49
"tcruzi-2062702"	23061.76	23092.63
"tcruzi-2062973"	12737.9	11665.83
"tcruzi-2063020"	60.14	53.48
"tcruzi-2064383"	109.6	100.56
"tcruzi-2064689"	43.42	35.87
"tcruzi-2065684"	53.71	51.04
"tcruzi-2066514"	42924.94	43025.54
"tcruzi-2067216"	141.7	151.54
"tcruzi-2067320"	65.72	59.44
"tcruzi-2069167"	120.26	132.09
"tcruzi-2071085"	891.74	824.83
"tcruzi-2072090"	53.94	60.63
"tcruzi-2072801"	133.59	153.81
"tcruzi-2073579"	126.92	127.62
"tcruzi-2076458"	95.24	81.01
"tcruzi-2078224"	759.79	1132.97
"tcruzi-2079000"	124.05	156.28
"tcruzi-2079005"	122.33	152.53
"tcruzi-2079457"	19092.63	19652.18
"tcruzi-2079732"	45.69	44.26
"tcruzi-2080693"	79.97	70.46
"tcruzi-2081479"	36.22	42.82
"tcruzi-2082767"	92.79	81.1
"tcruzi-2084234"	68.97	79.07
"tcruzi-2087348"	185.69	116
"tcruzi-2087903"	141.83	164.93
"tcruzi-2087904"	146.95	182.47
"tcruzi-2088011"	745.39	413.11
"tcruzi-2090164"	40.56	42.78
"tcruzi-2091125"	133.63	149.48
"tcruzi-2093267"	1029.48	1295.19
"tcruzi-2094606"	72.9	74.77
"tcruzi-2096582"	62.48	63.65
"tcruzi-2097963"	56.19	56.62
"tcruzi-2098184"	46.26	57.08
"tcruzi-2100367"	76.73	85.22
"tcruzi-2100588"	60.63	69.61
"tcruzi-2100810"	99.83	113.04
"tcruzi-2101751"	72.4	69.32
"tcruzi-2102681"	48.63	51.15
"tcruzi-2103439"	92.56	116.51
"tcruzi-2104766"	154.66	219.06
"tcruzi-2104796"	84.16	118.32
"tcruzi-2105159"	75.05	80.66
"tcruzi-2107135"	44.4	106.9
"tcruzi-2108370"	915.66	650.91
"tcruzi-2108865"	55.33	48.28
"tcruzi-2108925"	102.63	70.2
"tcruzi-2110107"	105.27	114.18
"tcruzi-2110728"	172.91	154.99
"tcruzi-2111365"	46.75	50.62
"tcruzi-2113592"	372.87	403.71
"tcruzi-2116871"	45.49	58.71
"tcruzi-2116891"	463.72	463.43
"tcruzi-2117979"	155.95	161.96
"tcruzi-2122439"	42	49.4
"tcruzi-2124577"	4656.29	3331.03
"tcruzi-2126107"	3034.83	3142.14
"tcruzi-2127130"	251.15	241.55
"tcruzi-2127327"	94.47	94.95
"tcruzi-2127764"	236.88	225.99
"tcruzi-2128434"	112.67	104.93
"tcruzi-2128759"	1192.42	1163.91
"tcruzi-2129008"	57.49	42.84
"tcruzi-2129358"	250.74	255.65
"tcruzi-2129395"	135.84	122.78
"tcruzi-2130902"	63.4	69.61
"tcruzi-2134057"	180.45	305.94
"tcruzi-2134771"	59.02	58.74
"tcruzi-2135571"	37594.37	42117.62
"tcruzi-2135592"	95.56	90.95
"tcruzi-2135718"	27733.13	29864.75
"tcruzi-2135719"	33406.95	31818.31
"tcruzi-2135720"	35792.39	34043.84
"tcruzi-2135721"	37638.41	35309.63
"tcruzi-2135727"	30729.25	31236.09
"tcruzi-2135842"	113.96	113.92
"tcruzi-2136080"	73.81	74.21
"tcruzi-2136315"	112.12	148.75
"tcruzi-2136687"	107.05	92.7
"tcruzi-2137578"	95.8	93.09
"tcruzi-2137686"	21246.45	19301.06
"tcruzi-2137746"	71.48	74.2
"tcruzi-2138124"	170.65	137.42
"tcruzi-2138774"	72.89	95.7
"tcruzi-2138904"	85.63	82.12
"tcruzi-2138932"	76.52	77.63
"tcruzi-2140691"	37.84	39.15
"tcruzi-2141424"	937.77	1261.99
"tcruzi-2142430"	117.97	108.69
"tcruzi-2143640"	81.78	73.65
"tcruzi-2143808"	143	159.82
"tcruzi-2144371"	126.77	70.24
"tcruzi-2144583"	97.35	111.83
"tcruzi-2144867"	76.84	69.14
"tcruzi-2145600"	33896.37	35655.91
"tcruzi-2145603"	694.59	785.14
"tcruzi-2145853"	100.27	106.73
"tcruzi-2147923"	136.49	131.48
"tcruzi-2150939"	431.25	414.29
"tcruzi-2152264"	360.38	190.06
"tcruzi-2153658"	76.18	73.55
"tcruzi-2154032"	41747.14	35941.31
"tcruzi-2154949"	76.34	76.35
"tcruzi-2155463"	93.09	72.79
"tcruzi-2157264"	33819.12	33801.74
"tcruzi-2157265"	38254.62	37569.48
"tcruzi-2157267"	31632.95	31345.21
"tcruzi-2160604"	68.04	69.06
"tcruzi-2161980"	91.35	85.66
"tcruzi-2170091"	46.77	60.6
"tcruzi-2170429"	1119.27	964.22
"tcruzi-2172881"	38.82	41.67
"tcruzi-2174300"	78.27	73.96
"tcruzi-2175519"	58.88	84.79
"tcruzi-2176176"	87.83	96.73
"tcruzi-2176552"	39319.99	39242.16
"tcruzi-2176553"	42292.63	39807.33
"tcruzi-2176554"	39675.67	39437.72
"tcruzi-2176555"	42522.63	40098.82
"tcruzi-2176556"	42069.44	42687.57
"tcruzi-2176557"	36041.82	38036.64
"tcruzi-2177050"	142.1	138.32
"tcruzi-2177500"	172.52	151.2
"tcruzi-2177889"	84.81	75.22
"tcruzi-2180310"	119.32	125.17
"tcruzi-2180657"	123.4	97.57
"tcruzi-2181754"	354.8	340.72
"tcruzi-2182633"	111.26	83.94
"tcruzi-2183005"	660.93	478.49
"tcruzi-2184058"	39.16	40.31
"tcruzi-2185919"	168.03	126.11
"tcruzi-2187424"	114.33	95.7
"tcruzi-2187515"	128.24	151.17
"tcruzi-2187865"	51.37	54.59
"tcruzi-2188395"	146.38	142.77
"tcruzi-2190958"	216.55	275.79
"tcruzi-2191246"	95.22	93.9
"tcruzi-2191248"	52.67	62.05
"tcruzi-2192265"	76.15	65.49
"tcruzi-2192700"	4319.91	3742.04
"tcruzi-2193493"	41039.21	39993.43
"tcruzi-2193862"	65.08	56.77
"tcruzi-2196549"	75.22	72.52
"tcruzi-2196936"	231.54	234.98
"tcruzi-2198166"	126.95	151.49
"tcruzi-2198200"	329.54	331.36
"tcruzi-2198779"	74.39	86.7
"tcruzi-2199079"	101.62	103.85
"tcruzi-2199635"	70.4	66.54
"tcruzi-2199754"	103.02	109.35
"tcruzi-2202233"	5093.74	5607.55
"tcruzi-2202501"	16851.77	17578.64
"tcruzi-2202502"	16616.68	18578.61
"tcruzi-2202503"	17801.6	18581.77
"tcruzi-2203388"	49.56	46.84
"tcruzi-2205495"	63.43	72.62
"tcruzi-2205715"	3510.46	3369.77
"tcruzi-2206866"	196.76	265.93
"tcruzi-2213317"	43495.27	42717.52
"tcruzi-2214464"	66.59	84.4
"tcruzi-2215700"	419.47	503.55
"tcruzi-2217759"	1088.89	1231.02
"tcruzi-2217977"	112.53	97.87
"tcruzi-2218148"	50.01	57.34
"tcruzi-2219427"	3474.75	3251.54
"tcruzi-2219977"	7244.66	6725.78
"tcruzi-2219978"	5565.76	6124.67
"tcruzi-2220710"	747.32	773.31
"tcruzi-2221017"	389.11	380.6
"tcruzi-2224251"	74.41	100.16
"tcruzi-2224378"	79.99	91.84
"tcruzi-2227134"	275.91	242.93
"tcruzi-2227544"	215.91	246.11
"tcruzi-2227572"	174.54	150.48
"tcruzi-2227945"	57.24	69.7
"tcruzi-2231789"	14574.07	13179.42
"tcruzi-2235193"	68.53	72.46
"tcruzi-2235464"	76.83	70.99
"tcruzi-2237433"	68.32	68.88
"tcruzi-2237698"	103.64	66.11
"tcruzi-2238388"	58.17	64.93
"tcruzi-2238412"	198.08	200.52
"tcruzi-2241375"	8414.69	8884.61
"tcruzi-2241485"	47.18	52.42
"tcruzi-2243261"	98.2	94.1
"tcruzi-2244082"	52.67	45.89
"tcruzi-2244555"	69.18	54.67
"tcruzi-2244562"	61.65	73.93
"tcruzi-2245558"	141.19	151.77
"tcruzi-2247874"	157.09	165.99
"tcruzi-2248251"	415.72	431.74
"tcruzi-2250233"	2985.96	2308.83
"tcruzi-2250349"	80.41	69.51
"tcruzi-2250450"	495.53	381.47
"tcruzi-2252754"	148.86	129.42
"tcruzi-2254626"	28091.04	28013.23
"tcruzi-2255082"	56.88	57.13
"tcruzi-2256731"	58.86	65
"tcruzi-2257025"	69.37	67.31
"tcruzi-2257207"	78.86	80.07
"tcruzi-2258700"	61.05	60.24
"tcruzi-2258979"	231.79	300.66
"tcruzi-2259631"	83.4	87.16
"tcruzi-2261926"	133.07	136.15
"tcruzi-2266201"	81.33	83.26
"tcruzi-2266689"	248.25	247.48
"tcruzi-2267139"	76.4	84.25
"tcruzi-2268884"	55.43	54.94
"tcruzi-2269312"	50.95	54.13
"tcruzi-2270124"	55.87	59.32
"tcruzi-2270394"	94.57	52.03
"tcruzi-2272111"	62.33	63.92
"tcruzi-2273770"	142.58	106.14
"tcruzi-2273947"	514.27	236.93
"tcruzi-2275122"	63.2	56.72
"tcruzi-2275554"	69.23	80.84
"tcruzi-2275941"	161.45	170.12
"tcruzi-2276219"	140.74	137.41
"tcruzi-2279196"	2958.19	2964.96
"tcruzi-2279613"	101.16	100.69
"tcruzi-2280367"	183.03	195.64
"tcruzi-2281830"	166.26	145.97
"tcruzi-2282105"	568.85	503.64
"tcruzi-2283040"	632.44	874.17
"tcruzi-2283330"	89.79	89.12
"tcruzi-2284503"	1281.27	1341.58
"tcruzi-2285042"	139.39	112.69
"tcruzi-2285782"	77.04	82.09
"tcruzi-2287211"	196.68	195.07
"tcruzi-2287228"	90.58	121.45
"tcruzi-2288363"	4464.96	4542.72
"tcruzi-2288637"	35654.35	34311.05
"tcruzi-2288814"	305.07	322.65
"tcruzi-2289593"	174.61	186.17
"tcruzi-2293232"	118.59	108.53
"tcruzi-2294678"	128.61	116.31
"tcruzi-2294769"	376.37	319.42
"tcruzi-2295311"	94.13	78.45
"tcruzi-2296961"	99.7	95.13
"tcruzi-2299286"	124.98	99.32
"tcruzi-2299312"	88.48	94.18
"tcruzi-2301315"	175.74	283.01
"tcruzi-2301738"	61.87	68.16
"tcruzi-2303514"	45.9	60.33
"tcruzi-2303665"	82.02	80.57
"tcruzi-2304527"	509.21	437.04
"tcruzi-2307815"	82.05	79.9
"tcruzi-2307816"	47.93	45.46
"tcruzi-2310127"	144.85	167.97
"tcruzi-2311733"	39.71	49.12
"tcruzi-2311845"	119.96	186.76
"tcruzi-2312442"	44.9	41.85
"tcruzi-2313366"	93.19	88.5
"tcruzi-2313542"	107.46	88.93
"tcruzi-2315109"	93.73	98.38
"tcruzi-2316235"	323.85	337.21
"tcruzi-2316649"	49.05	52.1
"tcruzi-2316946"	137.51	133.95
"tcruzi-2317502"	59.34	56.86
"tcruzi-2318412"	55.43	60.42
"tcruzi-2319671"	238.69	227.1
"tcruzi-2320091"	145.37	127.78
"tcruzi-2322954"	174.65	140.24
"tcruzi-2323777"	121.72	120.57
"tcruzi-2324600"	632.3	681.16
"tcruzi-2327177"	59.22	61.27
"tcruzi-2328847"	42.92	44.17
"tcruzi-2329047"	108.23	95.7
"tcruzi-2329132"	55.54	69.16
"tcruzi-2330316"	50.21	48.99
"tcruzi-2332183"	268.9	159.54
"tcruzi-2332354"	109.98	116.35
"tcruzi-2335809"	89.22	73.51
"tcruzi-2336569"	119.51	122.32
"tcruzi-2336645"	664.66	569.14
"tcruzi-2337081"	76.12	62.25
"tcruzi-2338604"	143.11	151.09
"tcruzi-2340421"	81.1	89.11
"tcruzi-2341025"	74.77	390.19
"tcruzi-2341179"	59.79	72.77
"tcruzi-2341713"	46.99	56.63
"tcruzi-2342238"	118.83	118.34
"tcruzi-2346073"	101.9	91.04
"tcruzi-2346145"	242.01	220.9
"tcruzi-2346654"	335.13	356.68
"tcruzi-2347671"	1984.99	1666.45
"tcruzi-2347705"	87.9	93.28
"tcruzi-2349059"	114.27	107.07
"tcruzi-2351337"	85.55	75.58
"tcruzi-2351875"	80.9	91.06
"tcruzi-2352822"	62.19	61.18
"tcruzi-2352955"	127.86	119.01
"tcruzi-2354210"	519.49	777.24
"tcruzi-2356436"	398.54	358.11
"tcruzi-2358787"	53.86	57.72
"tcruzi-2361086"	62.42	53.86
"tcruzi-2361555"	47.35	44.38
"tcruzi-2361755"	94.73	104.65
"tcruzi-2364776"	220.96	159.09
"tcruzi-2365525"	69.57	61.7
"tcruzi-2365566"	493.76	490.78
"tcruzi-2366253"	176.09	157.29
"tcruzi-2369637"	1006.07	338.63
"tcruzi-2369815"	50.66	50.23
"tcruzi-2370676"	54.49	57.28
"tcruzi-2374197"	245.46	222.32
"tcruzi-2374199"	100.71	97.68
"tcruzi-2376403"	97.56	112.81
"tcruzi-2376504"	468.7	294.9
"tcruzi-2377187"	58.77	62.85
"tcruzi-2378066"	615.29	602.89
"tcruzi-2378352"	41976.22	41605.17
"tcruzi-2379397"	318.79	299.08
"tcruzi-2381715"	70.82	88.47
"tcruzi-2381730"	567.3	560.96
"tcruzi-2382370"	100.11	96.31
"tcruzi-2383464"	97.15	139.78
"tcruzi-2383942"	48.91	59.67
"tcruzi-2385019"	362.7	210.34
"tcruzi-2385210"	53.51	53.74
"tcruzi-2385549"	647.44	751.27
"tcruzi-2387607"	156.67	156.6
"tcruzi-2387631"	100.69	109.04
"tcruzi-2388454"	268.64	217.33
"tcruzi-2388787"	183.74	146.71
"tcruzi-2390828"	48.84	52.64
"tcruzi-2393148"	81.57	69.15
"tcruzi-2395876"	2369.49	2189.66
"tcruzi-2396913"	95.97	95.83
"tcruzi-2397550"	68.45	81.5
"tcruzi-2398360"	245.3	243.12
"tcruzi-2399274"	66.84	72.51
"tcruzi-2400607"	55.05	57.66
"tcruzi-2403447"	168.79	179.37
"tcruzi-2403959"	70.45	74.12
"tcruzi-2404039"	127.24	103.66
"tcruzi-2404537"	142.54	173.93
"tcruzi-2404848"	63.37	77.19
"tcruzi-2406171"	58.5	71.29
"tcruzi-2408119"	120.76	106.47
"tcruzi-2408462"	7089.03	8899.13
"tcruzi-2408529"	212.01	160.02
"tcruzi-2408978"	170.35	165.77
"tcruzi-2410122"	71.35	74.32
"tcruzi-2410199"	312.61	366.15
"tcruzi-2412108"	35252.83	34137.02
"tcruzi-2413044"	123.12	134.14
"tcruzi-2414595"	72.6	68.78
"tcruzi-2416708"	109.34	102.72
"tcruzi-2417325"	50.81	55.08
"tcruzi-2418530"	296.95	294.58
"tcruzi-2418873"	280.08	272.83
"tcruzi-2421948"	67.16	62.09
"tcruzi-2422307"	114.32	81.99
"tcruzi-2422858"	157.87	114.84
"tcruzi-2423643"	286.1	233.88
"tcruzi-2424368"	64.25	72.56
"tcruzi-2425138"	57.65	53.23
"tcruzi-2425165"	100.12	91.66
"tcruzi-2426358"	49.34	43.32
"tcruzi-2427516"	51.62	55.26
"tcruzi-2428353"	5417.18	5178.99
"tcruzi-2428376"	90.02	77.31
"tcruzi-2429145"	79.69	62.16
"tcruzi-2432344"	201.25	198.1
"tcruzi-2432477"	68.32	61.47
"tcruzi-2433061"	45.92	51.95
"tcruzi-2433116"	34.94	50.84
"tcruzi-2433789"	1842.47	2323.41
"tcruzi-2440169"	49.24	48.55
"tcruzi-2440193"	111.73	96.44
