"Reporter Name"	"US_NE_normalizedData_r1"	"US_NE_normalizedData_r2"
"tcruzi-59587"	152.92	151.48
"tcruzi-596600"	310.21	360.88
"tcruzi-596826"	1975.54	1714.01
"tcruzi-596993"	161.91	184.97
"tcruzi-597083"	102.57	89.5
"tcruzi-597320"	173.1	159.21
"tcruzi-598166"	775.51	799.62
"tcruzi-599126"	98.06	93.25
"tcruzi-599647"	69.04	947.64
"tcruzi-600813"	360.88	355.27
"tcruzi-601037"	78.37	69.08
"tcruzi-602794"	370.28	441.51
"tcruzi-604297"	90.71	95.79
"tcruzi-604374"	291.76	315.24
"tcruzi-604401"	123.09	103.4
"tcruzi-604634"	41.83	50.26
"tcruzi-605266"	346.56	371.65
"tcruzi-606587"	140.42	114.14
"tcruzi-607193"	232.78	244.92
"tcruzi-609627"	61.26	84.29
"tcruzi-610155"	193.43	247.07
"tcruzi-61024"	101.26	101.15
"tcruzi-610691"	734.86	927.04
"tcruzi-61084"	574.66	401.14
"tcruzi-611154"	135.11	147.78
"tcruzi-613249"	597.87	569.51
"tcruzi-613975"	470.93	374.09
"tcruzi-614243"	110.45	128.72
"tcruzi-614705"	513.42	587.17
"tcruzi-615365"	102.8	83.78
"tcruzi-615368"	72.83	61.14
"tcruzi-615424"	143.53	197.5
"tcruzi-615938"	577.65	559.24
"tcruzi-616339"	243.71	278.3
"tcruzi-616798"	52.19	54.57
"tcruzi-618195"	113.07	141.6
"tcruzi-621155"	45.19	51.83
"tcruzi-623483"	292.02	258.62
"tcruzi-623854"	326.58	308.09
"tcruzi-624110"	241.88	303.98
"tcruzi-624274"	198.68	130.33
"tcruzi-624719"	69.87	58.05
"tcruzi-626154"	93.35	106.37
"tcruzi-628140"	447.19	610.38
"tcruzi-62969"	193.04	199.47
"tcruzi-62994"	100.6	101.39
"tcruzi-630483"	1059.1	1097.81
"tcruzi-631107"	116.09	105.84
"tcruzi-632799"	108.68	117.82
"tcruzi-635402"	65.96	45.03
"tcruzi-636987"	79.02	73.15
"tcruzi-637136"	132.6	141.96
"tcruzi-637474"	74.23	69.49
"tcruzi-637798"	234.36	193.43
"tcruzi-638294"	256.14	235.45
"tcruzi-638996"	190.31	189.47
"tcruzi-640745"	137.84	107.79
"tcruzi-643068"	96.99	104.61
"tcruzi-643211"	330.29	316.69
"tcruzi-643313"	80.01	85.06
"tcruzi-643363"	96.21	101.82
"tcruzi-647851"	114.08	103.2
"tcruzi-648429"	172.96	167
"tcruzi-648644"	145.42	174.17
"tcruzi-648656"	111.61	90.58
"tcruzi-648762"	131.83	137.21
"tcruzi-648781"	125.7	156.67
"tcruzi-648782"	173.45	138.17
"tcruzi-648784"	131.32	124.43
"tcruzi-648785"	210.21	109.14
"tcruzi-648786"	142.39	154.85
"tcruzi-648983"	87.08	101.87
"tcruzi-649030"	158.87	183.57
"tcruzi-649548"	110.21	99.69
"tcruzi-649889"	106.64	159.58
"tcruzi-650024"	89.31	93.45
"tcruzi-651063"	98.68	194.89
"tcruzi-652508"	153.65	174.83
"tcruzi-65336"	123.81	94.24
"tcruzi-654161"	89.15	80.09
"tcruzi-656666"	69.24	70.95
"tcruzi-656805"	51.74	55.75
"tcruzi-659597"	112.52	80.14
"tcruzi-660569"	326.99	306.92
"tcruzi-662288"	1606.43	2031.28
"tcruzi-662375"	89.05	108.06
"tcruzi-662395"	81.8	70.35
"tcruzi-662808"	102.33	118.51
"tcruzi-665278"	186.01	219.02
"tcruzi-667001"	430.41	562.31
"tcruzi-667047"	117.06	81.37
"tcruzi-667137"	140.13	179.8
"tcruzi-668318"	161.61	145.78
"tcruzi-669057"	68.68	190.55
"tcruzi-669853"	82.43	79.29
"tcruzi-669939"	187.28	227.28
"tcruzi-670005"	88.6	89.85
"tcruzi-670242"	85.75	87.63
"tcruzi-67123"	405.16	377.22
"tcruzi-671852"	157.41	124.24
"tcruzi-672835"	1827.13	2045.32
"tcruzi-67285"	1245.88	1279.74
"tcruzi-67300"	154.33	130.54
"tcruzi-673146"	84.63	86.72
"tcruzi-673386"	255.12	275.78
"tcruzi-674898"	3947.64	5080.17
"tcruzi-678469"	137.7	243.21
"tcruzi-67860"	176.5	131.39
"tcruzi-680409"	353.19	426.94
"tcruzi-680947"	66.19	44.45
"tcruzi-681098"	70.44	55.31
"tcruzi-681203"	240.82	136.74
"tcruzi-681382"	2416.18	2168.93
"tcruzi-682546"	2277.28	2083.01
"tcruzi-682834"	123.59	111.86
"tcruzi-683142"	66.48	70.86
"tcruzi-684687"	280.85	323.55
"tcruzi-685392"	92.5	91.26
"tcruzi-685450"	134.57	95.37
"tcruzi-686026"	454.04	469
"tcruzi-686575"	133.31	164.27
"tcruzi-686813"	304.86	325.66
"tcruzi-6869"	127.93	136.53
"tcruzi-688188"	322.38	406.31
"tcruzi-688191"	907.35	1337.83
"tcruzi-688226"	605.34	769.84
"tcruzi-688230"	699.16	772.35
"tcruzi-688233"	730.3	590.12
"tcruzi-688234"	454.97	532.8
"tcruzi-688235"	287.69	279.9
"tcruzi-688236"	550.32	499.56
"tcruzi-688240"	343.35	335.06
"tcruzi-688241"	332.64	284.69
"tcruzi-688242"	377.67	354.79
"tcruzi-688243"	426.5	398.44
"tcruzi-688396"	52.86	49.94
"tcruzi-690043"	92.34	105.65
"tcruzi-691587"	80.68	74.56
"tcruzi-692396"	59.16	67.28
"tcruzi-693169"	1107.74	1107.74
"tcruzi-693187"	262.86	217.42
"tcruzi-693438"	77.23	87.14
"tcruzi-694838"	73.85	74.68
"tcruzi-695738"	2797.8	1930.37
"tcruzi-696381"	82.14	62.47
"tcruzi-696589"	138.07	141.77
"tcruzi-696706"	130.2	118.67
"tcruzi-699417"	145.85	81.92
"tcruzi-699464"	399.62	459.26
"tcruzi-701048"	188.01	173.45
"tcruzi-701980"	510.21	498.16
"tcruzi-702841"	50.37	54.72
"tcruzi-703146"	71.35	87.18
"tcruzi-705260"	139.72	105.59
"tcruzi-708476"	109.09	109.01
"tcruzi-708559"	146.67	143.88
"tcruzi-709903"	232.33	299.54
"tcruzi-710448"	266	253.38
"tcruzi-710561"	1476.19	1395.54
"tcruzi-71087"	63.18	60
"tcruzi-711287"	140.92	134.57
"tcruzi-711455"	75.29	80.64
"tcruzi-71246"	49.52	54.45
"tcruzi-712933"	192.67	200.9
"tcruzi-713950"	134.23	136.9
"tcruzi-714209"	55.12	63.66
"tcruzi-714603"	337.3	348.33
"tcruzi-71506"	226.14	212.89
"tcruzi-715074"	62.88	43.82
"tcruzi-715965"	108.03	81.21
"tcruzi-716103"	73.23	95.35
"tcruzi-716173"	157.24	152.34
"tcruzi-717213"	1313.2	1265.15
"tcruzi-717278"	72.12	87.5
"tcruzi-718364"	115.8	146.67
"tcruzi-71874"	1930.37	2773.1
"tcruzi-720581"	635.53	164.08
"tcruzi-722409"	76.43	92.09
"tcruzi-723816"	126.43	87.88
"tcruzi-725295"	203.1	186.39
"tcruzi-726076"	101.84	141.34
"tcruzi-726409"	58.96	51.12
"tcruzi-728476"	1290.11	1365.1
"tcruzi-728837"	328.29	247.84
"tcruzi-729910"	347.33	326.58
"tcruzi-730374"	52.01	52.55
"tcruzi-730534"	99.69	145.22
"tcruzi-732582"	84.81	83.14
"tcruzi-733555"	130.75	120.52
"tcruzi-73419"	92.88	91.77
"tcruzi-735455"	57.35	65.59
"tcruzi-73607"	104.84	122.11
"tcruzi-737227"	1167.85	1102.49
"tcruzi-737472"	966.31	993.88
"tcruzi-737530"	132.5	123.34
"tcruzi-738525"	1102.49	1196.39
"tcruzi-740838"	124.38	138.61
"tcruzi-741178"	125.07	120.12
"tcruzi-741306"	344.95	1034.01
"tcruzi-741693"	60	57.84
"tcruzi-742558"	132.29	81.52
"tcruzi-742737"	226.34	243.51
"tcruzi-742839"	197.76	161.61
"tcruzi-744461"	669.9	571.14
"tcruzi-744582"	580.82	706.92
"tcruzi-745093"	182.19	115.16
"tcruzi-745533"	107.12	98.77
"tcruzi-746551"	141.96	126.92
"tcruzi-750806"	45.97	41.66
"tcruzi-750955"	287.2	235.72
"tcruzi-751928"	531.44	470.93
"tcruzi-752315"	70.51	71.5
"tcruzi-753154"	85.8	69.35
"tcruzi-753182"	127.42	115.73
"tcruzi-753372"	109.74	65.81
"tcruzi-754524"	129.04	105.69
"tcruzi-755050"	152.52	154.66
"tcruzi-756200"	129.21	133.16
"tcruzi-75685"	57.67	50.51
"tcruzi-756994"	87.61	86.44
"tcruzi-758083"	123.4	132.45
"tcruzi-75912"	157.34	144
"tcruzi-75913"	84.85	79.92
"tcruzi-76062"	58.21	65.72
"tcruzi-763334"	228.57	220.4
"tcruzi-763703"	132.77	121.69
"tcruzi-765339"	85.56	202.64
"tcruzi-76561"	100.39	150.67
"tcruzi-765777"	465.53	394.08
"tcruzi-766477"	255.63	276.12
"tcruzi-767416"	72.5	69.21
"tcruzi-768201"	285.17	290.19
"tcruzi-768650"	121.87	93.5
"tcruzi-770029"	151.98	133.73
"tcruzi-770108"	827.51	749
"tcruzi-770585"	67.35	55.68
"tcruzi-772083"	56.25	64.67
"tcruzi-772251"	69.08	75.18
"tcruzi-773138"	324.25	86
"tcruzi-773706"	196.34	182.07
"tcruzi-773875"	72.02	81.73
"tcruzi-774474"	81.39	73.08
"tcruzi-775444"	110.1	72.39
"tcruzi-776803"	638.15	665.73
"tcruzi-77711"	99.38	110.64
"tcruzi-777292"	81.52	103.96
"tcruzi-778664"	187.43	185.3
"tcruzi-778851"	118.4	143.31
"tcruzi-780226"	56.48	67.18
"tcruzi-780472"	2870.4	2486.84
"tcruzi-781039"	208.49	171.52
"tcruzi-781062"	384.47	376.35
"tcruzi-781661"	138.89	126.21
"tcruzi-781919"	68.57	77.89
"tcruzi-782966"	60.75	50.55
"tcruzi-783410"	84.76	78.94
"tcruzi-783657"	317.57	316.25
"tcruzi-78369"	68.84	67.48
"tcruzi-784273"	105.59	65.05
"tcruzi-785462"	116.88	127.01
"tcruzi-788936"	241.47	227.84
"tcruzi-789897"	204.59	149.35
"tcruzi-790716"	892.52	796.65
"tcruzi-791273"	695.37	827.51
"tcruzi-791771"	95.17	81.89
"tcruzi-792104"	202.04	114.71
"tcruzi-793610"	120.45	132.1
"tcruzi-795024"	60.88	69.04
"tcruzi-795713"	221.21	229.71
"tcruzi-796033"	2083.01	2118.56
"tcruzi-797369"	172.69	182.67
"tcruzi-797520"	107.31	91.82
"tcruzi-797674"	134.88	91.95
"tcruzi-799164"	920.98	917.66
"tcruzi-800738"	143	56.44
"tcruzi-801502"	101.2	117.45
"tcruzi-801835"	140.49	141.06
"tcruzi-802167"	79.68	85.5
"tcruzi-803139"	257.13	194.66
"tcruzi-804343"	83.44	92.83
"tcruzi-805816"	91.6	106.22
"tcruzi-806504"	216.63	180.71
"tcruzi-806707"	710.17	133.81
"tcruzi-807454"	63.12	61.97
"tcruzi-81215"	74.64	76.6
"tcruzi-812203"	107.6	89.91
"tcruzi-813094"	67.18	69.72
"tcruzi-813112"	88.13	75.63
"tcruzi-814944"	114.71	109.24
"tcruzi-815168"	225.65	154.55
"tcruzi-815465"	1597.23	1991.2
"tcruzi-815538"	98.9	106.13
"tcruzi-81751"	271.45	432.83
"tcruzi-81962"	112.41	112.38
"tcruzi-821245"	63.02	55.75
"tcruzi-821806"	258.91	286.54
"tcruzi-822195"	167.96	133.03
"tcruzi-822399"	70.81	82.47
"tcruzi-826609"	57.71	64.58
"tcruzi-827231"	281.68	247.41
"tcruzi-827353"	47.05	41.16
"tcruzi-828149"	462.39	428.05
"tcruzi-829498"	276.12	352.54
"tcruzi-830033"	85.51	49.2
"tcruzi-830062"	79.87	70.19
"tcruzi-830878"	122.04	116.35
"tcruzi-832378"	924.48	656.62
"tcruzi-832577"	817.79	904.02
"tcruzi-833325"	78.12	72.38
"tcruzi-833800"	941.46	955.78
"tcruzi-833946"	71.26	73.94
"tcruzi-834879"	90.11	106.91
"tcruzi-834928"	127.29	130.44
"tcruzi-835625"	57.44	59
"tcruzi-835661"	88.27	114.36
"tcruzi-835700"	104.66	190.7
"tcruzi-835820"	72.62	83.74
"tcruzi-836109"	58.42	48.2
"tcruzi-836636"	125.92	143.68
"tcruzi-836923"	150.44	123.78
"tcruzi-839412"	69.41	60.71
"tcruzi-842843"	278.71	287.69
"tcruzi-843878"	249.03	241.47
"tcruzi-843885"	438.94	462.39
"tcruzi-844349"	74.4	84.49
"tcruzi-844512"	947.64	1005.63
"tcruzi-8451"	90.06	94.38
"tcruzi-8453"	1123.25	1271.5
"tcruzi-8454"	356.11	335.71
"tcruzi-8457"	494.26	508.79
"tcruzi-8460"	663.67	871.67
"tcruzi-8461"	242.41	259.9
"tcruzi-846167"	413.22	474.8
"tcruzi-846409"	64.27	50.42
"tcruzi-848624"	246.21	207.9
"tcruzi-849220"	130.01	73.23
"tcruzi-849681"	67.01	57.27
"tcruzi-849698"	143.74	148.99
"tcruzi-8497"	263.16	286.91
"tcruzi-849801"	177.36	150.88
"tcruzi-850294"	58	59.49
"tcruzi-85073"	265.03	336.18
"tcruzi-850926"	253.53	255.86
"tcruzi-851129"	120.8	137.11
"tcruzi-852013"	769.84	752.22
"tcruzi-855208"	59.51	59.45
"tcruzi-855499"	65.1	60.85
"tcruzi-855809"	122.55	104.36
"tcruzi-856778"	70.23	88.55
"tcruzi-858343"	211.66	218.3
"tcruzi-860467"	45.73	48.53
"tcruzi-861121"	65.88	61.86
"tcruzi-861730"	63.5	68.98
"tcruzi-862875"	62.1	51.65
"tcruzi-863572"	46.95	49.72
"tcruzi-863969"	74.97	111.75
"tcruzi-864109"	59.95	49.85
"tcruzi-864569"	46.12	55.92
"tcruzi-86610"	56.71	62.75
"tcruzi-866409"	362.89	365.19
"tcruzi-867280"	1329.6	1163.33
"tcruzi-867281"	1615.92	1551.07
"tcruzi-867282"	1658.48	1876.36
"tcruzi-867283"	1337.83	1615.92
"tcruzi-867284"	2238.6	2416.18
"tcruzi-867286"	104.36	109.95
"tcruzi-867287"	457.59	452.26
"tcruzi-867533"	47.9	44.93
"tcruzi-867561"	70.35	64.58
"tcruzi-867646"	53.81	53.98
"tcruzi-867649"	81.54	72.17
"tcruzi-869391"	1111.52	934.31
"tcruzi-869422"	88.08	83.94
"tcruzi-869560"	103.25	96.8
"tcruzi-871282"	601.8	597.87
"tcruzi-871581"	170.76	173.88
"tcruzi-872555"	566.41	489.66
"tcruzi-876536"	334.66	413.22
"tcruzi-876681"	53.5	63.05
"tcruzi-87751"	97.2	86.77
"tcruzi-882337"	2045.32	1975.54
"tcruzi-883040"	117.95	132.77
"tcruzi-885610"	1492.91	1380.69
"tcruzi-886699"	78.09	57.37
"tcruzi-88689"	240.44	197.64
"tcruzi-887784"	318.31	182.94
"tcruzi-890634"	643.07	608.71
"tcruzi-892704"	173.59	163.6
"tcruzi-89340"	137.6	142.45
"tcruzi-893755"	162.45	91.04
"tcruzi-895663"	362.19	392.36
"tcruzi-89612"	113.41	134.23
"tcruzi-89675"	830.3	786.1
"tcruzi-898688"	507.46	491.87
"tcruzi-900587"	72.55	83.37
"tcruzi-901484"	178.85	201.6
"tcruzi-905074"	128.28	138.78
"tcruzi-906744"	141.34	118.83
"tcruzi-90692"	152.45	89.31
"tcruzi-907392"	79.78	84.41
"tcruzi-907827"	155.71	188.36
"tcruzi-907895"	54.38	66.07
"tcruzi-90808"	196.51	246.5
"tcruzi-909455"	420.75	483.31
"tcruzi-909892"	58.57	59.2
"tcruzi-910450"	107.83	121.29
"tcruzi-91086"	200.22	192.67
"tcruzi-913688"	47.73	56.75
"tcruzi-914067"	145.61	149.63
"tcruzi-915193"	84.48	236.15
"tcruzi-91796"	71.52	88.17
"tcruzi-918191"	366.42	357.79
"tcruzi-918672"	224.46	244.14
"tcruzi-918800"	254.1	301.34
"tcruzi-919419"	74.75	75.42
"tcruzi-919631"	40.22	48.27
"tcruzi-919750"	108.09	114.68
"tcruzi-920019"	86.47	95.54
"tcruzi-920085"	159.93	117.48
"tcruzi-92112"	483.68	410.83
"tcruzi-923964"	1133.5	1118.14
"tcruzi-924451"	117.2	123.99
"tcruzi-924562"	75.82	65.24
"tcruzi-925396"	614.66	465.53
"tcruzi-925648"	126.62	150.77
"tcruzi-925701"	82.88	78.15
"tcruzi-92795"	101.96	125.75
"tcruzi-928686"	120.9	141.44
"tcruzi-929590"	125.23	139.66
"tcruzi-930155"	107.9	92.15
"tcruzi-930441"	244.61	184.72
"tcruzi-930543"	67.07	64
"tcruzi-930853"	69.76	92.24
"tcruzi-931554"	59.68	58.79
"tcruzi-932567"	71.59	91.33
"tcruzi-933465"	463.25	546.19
"tcruzi-934350"	80.99	122.05
"tcruzi-934987"	73.48	68.13
"tcruzi-937298"	556.39	685.6
"tcruzi-937352"	60.64	69.41
"tcruzi-939002"	132.83	151.09
"tcruzi-939855"	595.72	564.68
"tcruzi-940394"	68.21	55.26
"tcruzi-941274"	226.84	118.51
"tcruzi-942193"	96.61	73.12
"tcruzi-942199"	99.03	89.78
"tcruzi-942807"	161.02	168.43
"tcruzi-943492"	51.83	60.8
"tcruzi-943678"	129.51	104.8
"tcruzi-945265"	75.67	83.14
"tcruzi-950434"	80.35	71.22
"tcruzi-95372"	136.39	138.72
"tcruzi-955019"	127.18	155.15
"tcruzi-957528"	64.56	71.75
"tcruzi-958298"	137.41	122.77
"tcruzi-960462"	455.7	552.81
"tcruzi-961076"	146.48	142.94
"tcruzi-961156"	95.99	79.2
"tcruzi-961296"	124.05	137.82
"tcruzi-961653"	296.56	294.32
"tcruzi-963367"	65.45	68.51
"tcruzi-964365"	115.8	105.06
"tcruzi-965570"	73.26	88
"tcruzi-966474"	76.17	87.56
"tcruzi-967105"	118.15	54.52
"tcruzi-967160"	99.95	110.58
"tcruzi-967228"	105.47	97.49
"tcruzi-969716"	104.7	97.67
"tcruzi-970131"	137.49	136.39
"tcruzi-970768"	106.64	98.37
"tcruzi-971006"	153.94	97.64
"tcruzi-971167"	127.52	156.89
"tcruzi-97124"	98.97	94.03
"tcruzi-971276"	122.61	98.08
"tcruzi-972172"	519.83	513.42
"tcruzi-972827"	272.19	282.22
"tcruzi-973"	461.3	492.91
"tcruzi-973457"	336.18	338.89
"tcruzi-973893"	78.41	74.23
"tcruzi-97405"	865.43	875.76
"tcruzi-97437"	899.68	766.73
"tcruzi-976262"	152.34	165.88
"tcruzi-976778"	241.73	211.55
"tcruzi-977113"	352.54	311.23
"tcruzi-978251"	320.34	287.2
"tcruzi-979112"	112.19	457.59
"tcruzi-979514"	77.73	113.81
"tcruzi-979946"	121.65	114.75
"tcruzi-982153"	91.7	96.18
"tcruzi-984441"	189.04	155.39
"tcruzi-984490"	157.71	150.4
"tcruzi-984569"	772.35	730.3
"tcruzi-984579"	103.86	76.63
"tcruzi-985728"	150.55	183.57
"tcruzi-985731"	153.28	173.21
"tcruzi-986709"	187.8	206.26
"tcruzi-988629"	93.39	82.5
"tcruzi-990212"	175.85	232.78
"tcruzi-990730"	103.51	109.88
"tcruzi-993929"	71.15	71.3
"tcruzi-994235"	237.34	163.49
"tcruzi-994568"	90.32	88
"tcruzi-994842"	93.84	113.93
"tcruzi-994926"	69.91	70.09
"tcruzi-995005"	58.33	68.32
"tcruzi-99594"	52.69	40.48
"tcruzi-996554"	56.25	66.3
"tcruzi-997567"	79.06	84.32
"tcruzi-998554"	61.52	42.26
"tcruzi-998823"	65.72	74.94
