"Reporter Name"	"US_PO_normalizedData_r1"	"US_PO_normalizedData_r2"
"tcruzi-545560"	859.79	611.76
"tcruzi-547106"	75.46	64.46
"tcruzi-547440"	87.93	92.16
"tcruzi-55058"	955.58	1158.67
"tcruzi-551394"	80.93	126.2
"tcruzi-551918"	70.44	58.34
"tcruzi-553195"	296.09	235.09
"tcruzi-553524"	193.38	172.61
"tcruzi-554259"	208	182.24
"tcruzi-554406"	268.09	236.86
"tcruzi-554736"	179.97	164.27
"tcruzi-555434"	99.38	82.19
"tcruzi-555845"	101.16	84.76
"tcruzi-558143"	2054.59	2243.56
"tcruzi-561038"	11526.83	12581.86
"tcruzi-56112"	193.94	163.95
"tcruzi-561297"	136.19	139.39
"tcruzi-561864"	74.54	94.1
"tcruzi-562187"	347.93	348.61
"tcruzi-56254"	374.86	426.11
"tcruzi-565792"	8018.87	8018.87
"tcruzi-567601"	135.1	131.59
"tcruzi-567738"	176.11	192.14
"tcruzi-568393"	214.1	203.43
"tcruzi-570165"	1906.97	2075.04
"tcruzi-572435"	167.48	302.08
"tcruzi-574963"	71.89	72.02
"tcruzi-575796"	78.59	89.4
"tcruzi-575800"	6661.89	7212.54
"tcruzi-576045"	85.16	126.52
"tcruzi-576835"	9365.34	9481.03
"tcruzi-577434"	17531.44	16936.92
"tcruzi-577456"	3703.94	4015.84
"tcruzi-578766"	485.78	537.89
"tcruzi-579053"	555.55	519.92
"tcruzi-579132"	4901.57	4512.92
"tcruzi-579265"	302.08	234.11
"tcruzi-579521"	30338.55	27409.66
"tcruzi-579522"	26500.95	27038.42
"tcruzi-579557"	27335.25	27583.82
"tcruzi-579562"	34506.11	33205.87
"tcruzi-579563"	26863.44	30089.3
"tcruzi-579737"	70.03	73.09
"tcruzi-579777"	152.69	126.06
"tcruzi-579975"	15803.11	16998.69
"tcruzi-579976"	31320.2	31734.54
"tcruzi-580623"	18743.47	19122.31
"tcruzi-58173"	318.02	297.18
"tcruzi-583217"	71.69	63.37
"tcruzi-58355"	161.71	203.71
"tcruzi-584814"	144.16	131.9
"tcruzi-584833"	127.75	130.07
"tcruzi-585970"	49.72	82.93
"tcruzi-587694"	103.56	112.96
"tcruzi-587811"	164.96	152.1
"tcruzi-588332"	173.19	165.75
"tcruzi-588625"	291.82	292.15
"tcruzi-589049"	5551.14	5830.3
"tcruzi-589178"	394.19	493.53
"tcruzi-590219"	63.67	67.54
"tcruzi-590383"	108.62	71.26
"tcruzi-593291"	31378.91	35159.38
"tcruzi-593486"	210.56	236.66
"tcruzi-595207"	62.11	49.92
"tcruzi-59587"	829.28	760.84
"tcruzi-596600"	262.97	275.83
"tcruzi-596826"	192.33	183.86
"tcruzi-596993"	86.92	140.05
"tcruzi-597083"	209.64	335.01
"tcruzi-597320"	164.65	168.15
"tcruzi-598166"	718.5	699.83
"tcruzi-599126"	5796.58	6260.49
"tcruzi-599647"	115.24	104.37
"tcruzi-600813"	473.25	382.79
"tcruzi-601037"	91.82	82.01
"tcruzi-602794"	332.59	217.95
"tcruzi-604297"	91.46	102.82
"tcruzi-604374"	285.31	267.81
"tcruzi-604401"	142.92	148.08
"tcruzi-604634"	67.75	63.91
"tcruzi-605266"	89.17	120.46
"tcruzi-606587"	143.52	176.11
"tcruzi-607193"	198.38	164.96
"tcruzi-609627"	114.48	125.57
"tcruzi-610155"	9397.82	10802.25
"tcruzi-61024"	295.3	292.77
"tcruzi-610691"	598.79	680.52
"tcruzi-61084"	205.2	193.69
"tcruzi-611154"	3136.52	2697.39
"tcruzi-613249"	40614.44	44060.23
"tcruzi-613975"	1155.64	1128.12
"tcruzi-614243"	105.49	95.46
"tcruzi-614705"	909.86	1238.46
"tcruzi-615365"	129.89	502.72
"tcruzi-615368"	72.07	99.2
"tcruzi-615424"	119.56	92.16
"tcruzi-615938"	221.94	169.1
"tcruzi-616339"	578.3	627.81
"tcruzi-616798"	103.75	59.25
"tcruzi-618195"	2119.49	2119.49
"tcruzi-621155"	305.68	221.58
"tcruzi-623483"	636.84	670.89
"tcruzi-623854"	269.2	311
"tcruzi-624110"	30741.82	33395.08
"tcruzi-624274"	37710.98	42432.87
"tcruzi-624719"	78.28	77.86
"tcruzi-626154"	323.16	398.36
"tcruzi-628140"	153.8	145.82
"tcruzi-62969"	337.69	302.84
"tcruzi-62994"	2466.45	2091.6
"tcruzi-630483"	291.32	400.55
"tcruzi-631107"	157.07	149.95
"tcruzi-632799"	278.98	219.84
"tcruzi-635402"	51.2	62.75
"tcruzi-636987"	124.52	103.47
"tcruzi-637136"	109.43	138.69
"tcruzi-637474"	60.81	67.54
"tcruzi-637798"	266.05	186.64
"tcruzi-638294"	83.17	119.6
"tcruzi-638996"	507.63	934.06
"tcruzi-640745"	193.19	279.26
"tcruzi-643068"	209.92	197.7
"tcruzi-643211"	480.72	346.62
"tcruzi-643313"	173.74	145.71
"tcruzi-643363"	165.68	153.57
"tcruzi-647851"	946.86	993.17
"tcruzi-648429"	320.08	282.96
"tcruzi-648644"	3151.43	2788.69
"tcruzi-648656"	80.2	54.28
"tcruzi-648762"	2771.99	2270.59
"tcruzi-648781"	8377.29	9541.6
"tcruzi-648782"	9805.58	11403.56
"tcruzi-648784"	11403.56	11446.46
"tcruzi-648785"	7526.76	6892.68
"tcruzi-648786"	9218.54	7814.74
"tcruzi-648983"	139.11	101.9
"tcruzi-649030"	200	214.1
"tcruzi-649548"	61.16	80.93
"tcruzi-649889"	158.01	134
"tcruzi-650024"	87.99	123.37
"tcruzi-651063"	280.81	447.61
"tcruzi-652508"	203.38	190.11
"tcruzi-65336"	183.61	178.93
"tcruzi-654161"	121.58	141.72
"tcruzi-656666"	100.09	69.39
"tcruzi-656805"	66.61	63.02
"tcruzi-659597"	73.14	95.21
"tcruzi-660569"	25431.11	25500.52
"tcruzi-662288"	533.84	592.34
"tcruzi-662375"	110.2	102.33
"tcruzi-662395"	152.75	152.75
"tcruzi-662808"	175.68	113.8
"tcruzi-665278"	189.18	242.26
"tcruzi-667001"	368.54	445.04
"tcruzi-667047"	458.07	442.4
"tcruzi-667137"	3653.64	3808.91
"tcruzi-668318"	291.32	299.78
"tcruzi-669057"	83.69	118.62
"tcruzi-669853"	158.11	159.6
"tcruzi-669939"	347.51	352.1
"tcruzi-670005"	111.71	114.7
"tcruzi-670242"	141.44	156.05
"tcruzi-67123"	1294.94	1459.4
"tcruzi-671852"	104.95	159.26
"tcruzi-672835"	2867.66	2904.82
"tcruzi-67285"	1049.14	1189.73
"tcruzi-67300"	1339.72	1583.78
"tcruzi-673146"	115.66	129.46
"tcruzi-673386"	1518.87	1543
"tcruzi-674898"	46783.5	44289.4
"tcruzi-678469"	74.61	80.26
"tcruzi-67860"	252.01	280.81
"tcruzi-680409"	1872.02	1381.46
"tcruzi-680947"	71.16	102.82
"tcruzi-681098"	819.92	709.97
"tcruzi-681203"	58.14	55.44
"tcruzi-681382"	294.68	274.01
"tcruzi-682546"	262.7	325.53
"tcruzi-682834"	79.33	92.41
"tcruzi-683142"	95.82	111.04
"tcruzi-684687"	854.59	451.2
"tcruzi-685392"	179.81	183.99
"tcruzi-685450"	167.72	186.1
"tcruzi-686026"	253.87	220.87
"tcruzi-686575"	214	201.26
"tcruzi-686813"	77.69	92.78
"tcruzi-6869"	267.59	278.57
"tcruzi-688188"	7060.91	5589.67
"tcruzi-688191"	11593.62	12170.18
"tcruzi-688226"	9674.54	6201.5
"tcruzi-688230"	10939.99	10118.45
"tcruzi-688233"	12937.94	12635.31
"tcruzi-688234"	13164.31	12937.94
"tcruzi-688235"	11880.99	12112.23
"tcruzi-688236"	9568.31	10526.19
"tcruzi-688240"	29304.28	27526.84
"tcruzi-688241"	17855.89	16705.8
"tcruzi-688242"	15981.11	16864.32
"tcruzi-688243"	30410.69	28856.22
"tcruzi-688396"	60.26	80.57
"tcruzi-690043"	288.92	311
"tcruzi-691587"	71.39	78.3
"tcruzi-692396"	122.04	72.28
"tcruzi-693169"	650.49	545.74
"tcruzi-693187"	24014.51	24615.68
"tcruzi-693438"	210.27	209.01
"tcruzi-694838"	84.25	95.46
"tcruzi-695738"	5465.2	10403.06
"tcruzi-696381"	117.13	108.52
"tcruzi-696589"	102.36	132.02
"tcruzi-696706"	250.32	312.64
"tcruzi-699417"	195.21	168.6
"tcruzi-699464"	388.1	362.18
"tcruzi-701048"	370.56	309.99
"tcruzi-701980"	720.64	1352.93
"tcruzi-702841"	79.41	71.39
"tcruzi-703146"	177.52	154.84
"tcruzi-705260"	87.78	79.18
"tcruzi-708476"	103.64	99.53
"tcruzi-708559"	191.73	176.9
"tcruzi-709903"	375.38	457.1
"tcruzi-710448"	654.48	798.8
"tcruzi-710561"	384.57	452.53
"tcruzi-71087"	106.15	126.13
"tcruzi-711287"	144.85	159.84
"tcruzi-711455"	2812.96	2987.03
"tcruzi-71246"	87.24	97.22
"tcruzi-712933"	205.8	151.72
"tcruzi-713950"	27526.84	26741.47
"tcruzi-714209"	143.19	152.18
"tcruzi-714603"	186.84	180.18
"tcruzi-71506"	1445.26	1518.87
"tcruzi-715074"	63.27	64.8
"tcruzi-715965"	255.05	177.62
"tcruzi-716103"	69.15	66.9
"tcruzi-716173"	198.68	261.38
"tcruzi-717213"	2827.8	2827.8
"tcruzi-717278"	120.46	129.35
"tcruzi-718364"	251.77	278.12
"tcruzi-71874"	765.36	864.64
"tcruzi-720581"	481.35	615.18
"tcruzi-722409"	96.58	129.72
"tcruzi-723816"	102.96	78.66
"tcruzi-725295"	324.15	334.11
"tcruzi-726076"	232.88	239.89
"tcruzi-726409"	94.69	85.02
"tcruzi-728476"	173.88	293.45
"tcruzi-728837"	249.54	209.49
"tcruzi-729910"	2916.3	2942.18
"tcruzi-730374"	61.11	60.97
"tcruzi-730534"	147.09	142.83
"tcruzi-732582"	365.68	472.72
"tcruzi-733555"	268.38	188.11
"tcruzi-73419"	82.64	91.18
"tcruzi-735455"	108.21	105.2
"tcruzi-73607"	312.09	158.17
"tcruzi-737227"	709.97	792.45
"tcruzi-737472"	140.52	135
"tcruzi-737530"	474.58	270.53
"tcruzi-738525"	2046.86	2130.73
"tcruzi-740838"	2253.01	1968.94
"tcruzi-741178"	158.7	128.84
"tcruzi-741306"	1533.73	1657.06
"tcruzi-741693"	76.99	112.65
"tcruzi-742558"	94.82	83.85
"tcruzi-742737"	3496.66	3593.14
"tcruzi-742839"	393.29	288.66
"tcruzi-744461"	680.52	887.12
"tcruzi-744582"	131.9	132.09
"tcruzi-745093"	248.15	179.28
"tcruzi-745533"	140.88	160.09
"tcruzi-746551"	16095.93	15803.11
"tcruzi-750806"	60.16	70.7
"tcruzi-750955"	563.59	486.28
"tcruzi-751928"	817.93	791.11
"tcruzi-752315"	213.31	192.01
"tcruzi-753154"	126.38	183.15
"tcruzi-753182"	232.41	289.83
"tcruzi-753372"	91.74	82.34
"tcruzi-754524"	86.48	87.12
"tcruzi-755050"	147.6	195.97
"tcruzi-756200"	565.85	512.86
"tcruzi-75685"	198.31	339.94
"tcruzi-756994"	109.06	89.4
"tcruzi-758083"	275.09	290.41
"tcruzi-75912"	22534.95	25183.32
"tcruzi-75913"	22621.78	23770.87
"tcruzi-76062"	166.5	148.92
"tcruzi-763334"	93.21	134.45
"tcruzi-763703"	211.95	196.38
"tcruzi-765339"	103.7	109.16
"tcruzi-76561"	19222.06	19222.06
"tcruzi-765777"	1311.54	1068.94
"tcruzi-766477"	727.19	829.28
"tcruzi-767416"	83.63	76.32
"tcruzi-768201"	191.62	202.51
"tcruzi-768650"	243.26	155.71
"tcruzi-770029"	1245.23	1339.72
"tcruzi-770108"	80.51	84.94
"tcruzi-770585"	83.96	78.47
"tcruzi-772083"	126.1	92.32
"tcruzi-772251"	100.36	101.83
"tcruzi-773138"	130.95	137.07
"tcruzi-773706"	117.93	130.24
"tcruzi-773875"	120.78	105.25
"tcruzi-774474"	97.13	108.41
"tcruzi-775444"	78.18	58.64
"tcruzi-776803"	265.08	254.49
"tcruzi-77711"	139.46	175.41
"tcruzi-777292"	152.59	133.3
"tcruzi-778664"	2846.83	4542.92
"tcruzi-778851"	3442.08	2720.63
"tcruzi-780226"	53.05	70.38
"tcruzi-780472"	319.26	320.08
"tcruzi-781039"	83.85	117.93
"tcruzi-781062"	592.34	771.83
"tcruzi-781661"	185.15	166.83
"tcruzi-781919"	194.55	172.71
"tcruzi-782966"	75.25	88.98
"tcruzi-783410"	55.56	77.66
"tcruzi-783657"	2270.59	2488.02
"tcruzi-78369"	70.59	63.27
"tcruzi-784273"	137.07	135.1
"tcruzi-785462"	165.32	142.35
"tcruzi-788936"	756.3	788.36
"tcruzi-789897"	301.26	339.35
"tcruzi-790716"	530.58	652.22
"tcruzi-791273"	748.3	712.78
"tcruzi-791771"	130.44	121.17
"tcruzi-792104"	372.73	435.36
"tcruzi-793610"	92.96	99.04
"tcruzi-795024"	163.2	124.95
"tcruzi-795713"	270.53	177.92
"tcruzi-796033"	169.83	207.26
"tcruzi-797369"	257.28	253.87
"tcruzi-797520"	224.95	204.17
"tcruzi-797674"	308.05	295.55
"tcruzi-799164"	11446.46	10609.7
"tcruzi-800738"	129.04	163.34
"tcruzi-801502"	254.49	206.9
"tcruzi-801835"	169.1	145.96
"tcruzi-802167"	110.91	123.46
"tcruzi-803139"	282.23	206.25
"tcruzi-804343"	231.11	199.16
"tcruzi-805816"	108.75	129.51
"tcruzi-806504"	211.78	222.77
"tcruzi-806707"	447.61	276.24
"tcruzi-807454"	1968.94	2563.07
"tcruzi-81215"	258.25	210.27
"tcruzi-812203"	213.1	212.53
"tcruzi-813094"	98.27	83.46
"tcruzi-813112"	90.97	118.5
"tcruzi-814944"	132.59	140.92
"tcruzi-815168"	81.9	100.36
"tcruzi-815465"	349.95	370.96
"tcruzi-815538"	115.14	165.42
"tcruzi-81751"	214.88	196.49
"tcruzi-81962"	168.25	208.8
"tcruzi-821245"	50.3	48.4
"tcruzi-821806"	1073.05	1387.94
"tcruzi-822195"	404.68	373.1
"tcruzi-822399"	672.99	703.54
"tcruzi-826609"	187.25	154.09
"tcruzi-827231"	690.32	1010.82
"tcruzi-827353"	42.1	57.12
"tcruzi-828149"	144.4	129.62
"tcruzi-829498"	88.5	111.83
"tcruzi-830033"	50.48	58.04
"tcruzi-830062"	145.48	175.79
"tcruzi-830878"	216.12	232.41
"tcruzi-832378"	697.8	662.11
"tcruzi-832577"	1204.19	1123.74
"tcruzi-833325"	4449.42	4449.42
"tcruzi-833800"	4104.82	4589.64
"tcruzi-833946"	86.92	64.67
"tcruzi-834879"	6637.28	7667.98
"tcruzi-834928"	196.38	214.88
"tcruzi-835625"	92.2	89.74
"tcruzi-835661"	190.11	209.64
"tcruzi-835700"	420.49	344.2
"tcruzi-835820"	92.83	96.41
"tcruzi-836109"	73.27	72.76
"tcruzi-836636"	166.2	147.04
"tcruzi-836923"	114.13	101.58
"tcruzi-839412"	93.3	69.19
"tcruzi-842843"	142.4	160.82
"tcruzi-843878"	1068.94	1149.62
"tcruzi-843885"	104.25	94.75
"tcruzi-844349"	25500.52	25431.11
"tcruzi-844512"	10683.84	9674.54
"tcruzi-8451"	5908.73	6154.62
"tcruzi-8453"	28991.39	27614.74
"tcruzi-8454"	27864.35	28565.29
"tcruzi-8457"	28463.76	30581.33
"tcruzi-8460"	31454.93	30892.41
"tcruzi-8461"	31028.78	29842.49
"tcruzi-846167"	894.73	923.52
"tcruzi-846409"	69.31	78.93
"tcruzi-848624"	172.41	161.79
"tcruzi-849220"	102.27	88.48
"tcruzi-849681"	67.1	62.14
"tcruzi-849698"	248.43	267.59
"tcruzi-8497"	418.48	333.08
"tcruzi-849801"	325.2	450.3
"tcruzi-850294"	84.34	89.87
"tcruzi-85073"	360.42	539.13
"tcruzi-850926"	333.08	353.01
"tcruzi-851129"	191.85	194.55
"tcruzi-852013"	160.76	139.11
"tcruzi-855208"	78.28	78.06
"tcruzi-855499"	107.91	95.12
"tcruzi-855809"	94.31	91
"tcruzi-856778"	84.09	69.53
"tcruzi-858343"	150.65	163.66
"tcruzi-860467"	44.16	46.57
"tcruzi-861121"	62.93	54.11
"tcruzi-861730"	61.98	50.57
"tcruzi-862875"	43.1	57.63
"tcruzi-863572"	900.44	119.34
"tcruzi-863969"	81.58	93.7
"tcruzi-864109"	55.06	55.85
"tcruzi-864569"	44.69	53.69
"tcruzi-86610"	74.83	61.11
"tcruzi-866409"	375.7	354.55
"tcruzi-867280"	39136.1	38464.93
"tcruzi-867281"	45146.44	46179.08
"tcruzi-867282"	47663.88	47185.54
"tcruzi-867283"	37785.7	34411.59
"tcruzi-867284"	38272.81	36090.31
"tcruzi-867286"	9905.38	11142.77
"tcruzi-867287"	18459.71	19714.86
"tcruzi-867533"	68.38	60.34
"tcruzi-867561"	113.39	149.47
"tcruzi-867646"	61.4	70.03
"tcruzi-867649"	487.65	725.41
"tcruzi-869391"	2336.31	2140.24
"tcruzi-869422"	549.14	465.73
"tcruzi-869560"	165.14	206.35
"tcruzi-871282"	80.82	83.22
"tcruzi-871581"	372.03	308.05
"tcruzi-872555"	351.73	393.29
"tcruzi-876536"	189.38	211.78
"tcruzi-876681"	67.49	73.7
"tcruzi-87751"	131.51	220.2
"tcruzi-882337"	165.5	217.37
"tcruzi-883040"	782.21	985.35
"tcruzi-885610"	382.79	375.7
"tcruzi-886699"	179.12	273.76
"tcruzi-88689"	436.4	535.36
"tcruzi-887784"	270.1	272.44
"tcruzi-890634"	506.01	596.04
"tcruzi-892704"	521.11	331.98
"tcruzi-89340"	488.84	638.44
"tcruzi-893755"	95.74	117.04
"tcruzi-895663"	84.63	116.02
"tcruzi-89612"	10290.45	10423.94
"tcruzi-89675"	42225.46	39232.53
"tcruzi-898688"	4606.26	4924.46
"tcruzi-900587"	120.93	107.2
"tcruzi-901484"	122.32	121.61
"tcruzi-905074"	1750.3	2450.17
"tcruzi-906744"	65.62	67.95
"tcruzi-90692"	528.82	79.44
"tcruzi-907392"	85.27	84.45
"tcruzi-907827"	353.8	421.84
"tcruzi-907895"	85.81	90.73
"tcruzi-90808"	222.77	252.01
"tcruzi-909455"	45448.85	39336.97
"tcruzi-909892"	60.02	63.67
"tcruzi-910450"	461.7	626.04
"tcruzi-91086"	1139.52	835.7
"tcruzi-913688"	120.29	114.77
"tcruzi-914067"	99.5	116.37
"tcruzi-915193"	115.02	153.37
"tcruzi-91796"	135.79	160.3
"tcruzi-918191"	108.03	100
"tcruzi-918672"	544.38	528.82
"tcruzi-918800"	443.7	437.45
"tcruzi-919419"	96.92	86.17
"tcruzi-919631"	55.7	55.56
"tcruzi-919750"	204.38	182.73
"tcruzi-920019"	107.46	98.5
"tcruzi-920085"	185.93	142.64
"tcruzi-92112"	199.42	191.62
"tcruzi-923964"	321.26	291.41
"tcruzi-924451"	79.48	75.97
"tcruzi-924562"	170.08	130.86
"tcruzi-925396"	2210.45	1666.6
"tcruzi-925648"	97.38	102.91
"tcruzi-925701"	156.62	147.81
"tcruzi-92795"	215.59	231.86
"tcruzi-928686"	1289.22	1526.41
"tcruzi-929590"	864.64	952.21
"tcruzi-930155"	282.96	320.48
"tcruzi-930441"	670.89	575.95
"tcruzi-930543"	151.04	484.97
"tcruzi-930853"	251.19	247.1
"tcruzi-931554"	66.2	77.37
"tcruzi-932567"	2743.25	2812.96
"tcruzi-933465"	1764.96	1794.41
"tcruzi-934350"	110.69	85.63
"tcruzi-934987"	78.42	82.24
"tcruzi-937298"	118.49	114.39
"tcruzi-937352"	1502.87	1775.54
"tcruzi-939002"	331.98	343.8
"tcruzi-939855"	1135.43	1112.9
"tcruzi-940394"	258.02	321.26
"tcruzi-941274"	194.87	213.34
"tcruzi-942193"	227.83	152.69
"tcruzi-942199"	271.06	247.85
"tcruzi-942807"	164.65	165.32
"tcruzi-943492"	137.65	106.72
"tcruzi-943678"	146.99	183.72
"tcruzi-945265"	128.89	134.34
"tcruzi-950434"	138.69	134.64
"tcruzi-95372"	204	223.59
"tcruzi-955019"	617.92	544.38
"tcruzi-957528"	141.22	120.98
"tcruzi-958298"	341.29	358.41
"tcruzi-960462"	127.47	125.21
"tcruzi-961076"	3070.69	2743.25
"tcruzi-961156"	2405.64	2210.45
"tcruzi-961296"	4542.92	4063.77
"tcruzi-961653"	277.74	283.59
"tcruzi-963367"	168.89	184.35
"tcruzi-964365"	124.04	122.17
"tcruzi-965570"	206.25	210.38
"tcruzi-966474"	119.22	139.55
"tcruzi-967105"	60.59	96.26
"tcruzi-967160"	198.88	248.43
"tcruzi-967228"	54.51	81.62
"tcruzi-969716"	82.93	98.44
"tcruzi-970131"	70.7	79.65
"tcruzi-970768"	1396.86	946.86
"tcruzi-971006"	4298.09	5620.53
"tcruzi-971167"	402.62	258.25
"tcruzi-97124"	85.63	95.65
"tcruzi-971276"	277.46	275.39
"tcruzi-972172"	180.3	124.57
"tcruzi-972827"	178.93	200.51
"tcruzi-973"	25015.65	23555.17
"tcruzi-973457"	1432.97	1284.95
"tcruzi-973893"	102.27	103.3
"tcruzi-97405"	105.59	150.36
"tcruzi-97437"	185.29	194.64
"tcruzi-976262"	150.29	125.28
"tcruzi-976778"	181.86	213.67
"tcruzi-977113"	233.67	232.67
"tcruzi-978251"	141.79	137.27
"tcruzi-979112"	333.67	338.33
"tcruzi-979514"	684.46	844.06
"tcruzi-979946"	100.28	110.73
"tcruzi-982153"	110.85	111.45
"tcruzi-984441"	5707.91	8057.26
"tcruzi-984490"	236.08	211.49
"tcruzi-984569"	168.75	167.27
"tcruzi-984579"	380.08	300.9
"tcruzi-985728"	168.04	203.38
"tcruzi-985731"	754.86	763.62
"tcruzi-986709"	216.51	174.17
"tcruzi-988629"	87.4	108.28
"tcruzi-990212"	187.92	156.5
"tcruzi-990730"	600.06	684.46
"tcruzi-993929"	2788.69	3334.56
"tcruzi-994235"	515.56	389.66
"tcruzi-994568"	512.86	214.67
"tcruzi-994842"	462.15	530.58
"tcruzi-994926"	84.45	80.88
"tcruzi-995005"	129.17	118.89
"tcruzi-99594"	49.28	50.88
"tcruzi-996554"	179.03	170.47
"tcruzi-997567"	86.74	103.04
"tcruzi-998554"	48.92	59.41
"tcruzi-998823"	148.37	56.47
