"Reporter Name"	"BR_PO_normalizedData_r1"	"BR_PO_normalizedData_r2"
"tcruzi-553524"	313.22	277.06
"tcruzi-554259"	80.26	91.68
"tcruzi-554406"	521.11	616.51
"tcruzi-554736"	160.45	158.36
"tcruzi-555434"	61.11	84.13
"tcruzi-555845"	104.02	107.15
"tcruzi-558143"	289.27	226.82
"tcruzi-561038"	3282.43	3282.43
"tcruzi-56112"	206.9	286.63
"tcruzi-561297"	143.52	143.52
"tcruzi-561864"	459.2	456.1
"tcruzi-562187"	419.89	417.39
"tcruzi-56254"	243.84	254.49
"tcruzi-565792"	19600.45	20092.68
"tcruzi-567601"	170.89	177.57
"tcruzi-567738"	163.81	152.69
"tcruzi-568393"	163.66	149.8
"tcruzi-570165"	1597.64	1715.17
"tcruzi-572435"	78.59	74.43
"tcruzi-574963"	81.58	81.9
"tcruzi-575796"	106.18	109.68
"tcruzi-575800"	32920.8	33000.83
"tcruzi-576045"	104.12	111.57
"tcruzi-576835"	7428.38	8018.87
"tcruzi-577434"	7180.76	7460.92
"tcruzi-577456"	7316.3	6591.95
"tcruzi-578766"	195.72	378.36
"tcruzi-579053"	96.33	104.95
"tcruzi-579132"	15803.11	16466.12
"tcruzi-579265"	139.46	154.89
"tcruzi-579521"	41847.14	31734.54
"tcruzi-579522"	34643.34	28909.02
"tcruzi-579557"	33125.21	30581.33
"tcruzi-579562"	42948.19	42948.19
"tcruzi-579563"	35217.13	34506.11
"tcruzi-579737"	58.94	64.42
"tcruzi-579777"	299.78	303.3
"tcruzi-579975"	27583.82	29908.39
"tcruzi-579976"	39843.92	41984.25
"tcruzi-580623"	20092.68	30944.24
"tcruzi-58173"	253.62	248.15
"tcruzi-583217"	89.94	88.77
"tcruzi-58355"	160.94	181.04
"tcruzi-584814"	94.62	135
"tcruzi-584833"	453.65	550.04
"tcruzi-585970"	53.69	62.26
"tcruzi-587694"	119.6	58.45
"tcruzi-587811"	117.93	101.97
"tcruzi-588332"	169.1	118.24
"tcruzi-588625"	1030.34	805.72
"tcruzi-589049"	13248.06	12112.23
"tcruzi-589178"	302.71	323.86
"tcruzi-590219"	70.59	77.18
"tcruzi-590383"	404.68	83.85
"tcruzi-593291"	23770.87	22102.13
"tcruzi-593486"	191.17	166.58
"tcruzi-595207"	61.16	83.17
"tcruzi-59587"	791.11	963.78
"tcruzi-596600"	560.85	629.9
"tcruzi-596826"	4901.57	4512.92
"tcruzi-596993"	167.96	143.73
"tcruzi-597083"	631.26	504.12
"tcruzi-597320"	191.79	212.68
"tcruzi-598166"	1014.91	829.28
"tcruzi-599126"	3020.7	2904.82
"tcruzi-599647"	209.64	174.67
"tcruzi-600813"	380.08	321.26
"tcruzi-601037"	132.59	123.92
"tcruzi-602794"	265.46	245.12
"tcruzi-604297"	135.83	129.04
"tcruzi-604374"	130.61	107.91
"tcruzi-604401"	165.68	214.3
"tcruzi-604634"	55.19	64.88
"tcruzi-605266"	366.64	401.38
"tcruzi-606587"	446.07	115.6
"tcruzi-607193"	356.67	487.65
"tcruzi-609627"	190.28	87.27
"tcruzi-610155"	18009.37	17531.44
"tcruzi-61024"	195.61	180.24
"tcruzi-610691"	1394.31	1001.06
"tcruzi-61084"	308.05	336.41
"tcruzi-611154"	2151.7	1817.81
"tcruzi-613249"	23005.74	26600.34
"tcruzi-613975"	826.41	282.51
"tcruzi-614243"	183.72	78.26
"tcruzi-614705"	1906.97	1721.27
"tcruzi-615365"	86.74	104.45
"tcruzi-615368"	62.58	60.18
"tcruzi-615424"	113.68	859.79
"tcruzi-615938"	107.46	110.69
"tcruzi-616339"	829.28	832.42
"tcruzi-616798"	79.93	81.69
"tcruzi-618195"	611.76	593.32
"tcruzi-621155"	152.25	149.63
"tcruzi-623483"	2508.16	2415.33
"tcruzi-623854"	475.59	374.15
"tcruzi-624110"	33267.2	33900
"tcruzi-624274"	16648.92	18095.26
"tcruzi-624719"	121.39	136.27
"tcruzi-626154"	150.2	153.37
"tcruzi-628140"	750.58	743.84
"tcruzi-62969"	380.57	461.7
"tcruzi-62994"	1526.41	1510.24
"tcruzi-630483"	769.54	876.93
"tcruzi-631107"	199.47	191.3
"tcruzi-632799"	335.51	311.61
"tcruzi-635402"	92.02	68.61
"tcruzi-636987"	92.52	69.94
"tcruzi-637136"	173.19	173.55
"tcruzi-637474"	138.39	66.96
"tcruzi-637798"	185.93	197.54
"tcruzi-638294"	98.38	85.4
"tcruzi-638996"	723.03	906.78
"tcruzi-640745"	228.86	239.89
"tcruzi-643068"	132.3	131.35
"tcruzi-643211"	776.96	928.01
"tcruzi-643313"	1588.95	1616.67
"tcruzi-643363"	142.7	144.16
"tcruzi-647851"	215.59	342.46
"tcruzi-648429"	913.22	1023.34
"tcruzi-648644"	22894.16	27242.43
"tcruzi-648656"	77.69	74.73
"tcruzi-648762"	26600.34	30089.3
"tcruzi-648781"	31603.27	35084.65
"tcruzi-648782"	35385.97	40142.1
"tcruzi-648784"	38548.33	37182.5
"tcruzi-648785"	33819.07	34803.92
"tcruzi-648786"	33741.51	28565.29
"tcruzi-648983"	169.97	182.61
"tcruzi-649030"	652.22	598.79
"tcruzi-649548"	166.58	118.11
"tcruzi-649889"	314	266.05
"tcruzi-650024"	101.03	120.98
"tcruzi-651063"	177.8	139.21
"tcruzi-652508"	188.63	178.15
"tcruzi-65336"	106.42	125.36
"tcruzi-654161"	127.21	114.42
"tcruzi-656666"	93.09	74.83
"tcruzi-656805"	72.8	61.11
"tcruzi-659597"	215	177.25
"tcruzi-660569"	36022.18	37404.91
"tcruzi-662288"	629.9	707.85
"tcruzi-662375"	115.02	106.58
"tcruzi-662395"	177.44	189.18
"tcruzi-662808"	280.05	191.73
"tcruzi-665278"	738.71	735.69
"tcruzi-667001"	848.85	1049.14
"tcruzi-667047"	71.69	96.53
"tcruzi-667137"	1252.68	624.84
"tcruzi-668318"	182.92	194.21
"tcruzi-669057"	164.27	190.11
"tcruzi-669853"	149.47	165.5
"tcruzi-669939"	319.52	328.49
"tcruzi-670005"	120.35	117.31
"tcruzi-670242"	138.88	154.79
"tcruzi-67123"	485.78	515.09
"tcruzi-671852"	311.61	333.08
"tcruzi-672835"	1284.95	1359.51
"tcruzi-67285"	1245.23	967.44
"tcruzi-67300"	385.53	360.42
"tcruzi-673146"	141.19	139.55
"tcruzi-673386"	844.06	1014.91
"tcruzi-674898"	47800.79	46906.64
"tcruzi-678469"	107.32	103.34
"tcruzi-67860"	169.32	222.51
"tcruzi-680409"	2488.02	1825.7
"tcruzi-680947"	74.09	74.9
"tcruzi-681098"	573.54	668.43
"tcruzi-681203"	121.33	158.22
"tcruzi-681382"	373.1	742.04
"tcruzi-682546"	993.17	516.71
"tcruzi-682834"	82.9	94.22
"tcruzi-683142"	106.11	115.44
"tcruzi-684687"	382.01	603.97
"tcruzi-685392"	212.34	185.04
"tcruzi-685450"	269.2	298.18
"tcruzi-686026"	231.11	262.7
"tcruzi-686575"	266.31	279.26
"tcruzi-686813"	274.01	229.87
"tcruzi-6869"	138.61	164.32
"tcruzi-688188"	6201.5	7003.01
"tcruzi-688191"	13910.44	15803.11
"tcruzi-688226"	19019.67	19543.6
"tcruzi-688230"	17904.68	16605.14
"tcruzi-688233"	15562.39	15421.72
"tcruzi-688234"	16998.69	15939.21
"tcruzi-688235"	16160.25	17275.21
"tcruzi-688236"	14812.39	16327.77
"tcruzi-688240"	37115.14	37956.77
"tcruzi-688241"	14282.86	14353.89
"tcruzi-688242"	22944.48	26863.44
"tcruzi-688243"	39996.44	40949.59
"tcruzi-688396"	83	136.42
"tcruzi-690043"	1222.74	1222.74
"tcruzi-691587"	96.04	88.29
"tcruzi-692396"	2104.29	2046.86
"tcruzi-693169"	282.23	388.78
"tcruzi-693187"	17195.16	17627.42
"tcruzi-693438"	161.14	166.11
"tcruzi-694838"	218.55	229.31
"tcruzi-695738"	586.13	654.48
"tcruzi-696381"	133.1	104.65
"tcruzi-696589"	286.91	318.3
"tcruzi-696706"	532.11	524.31
"tcruzi-699417"	87.95	108.62
"tcruzi-699464"	670.89	634.3
"tcruzi-701048"	335.01	386.59
"tcruzi-701980"	1853.85	495.45
"tcruzi-702841"	94.31	88.02
"tcruzi-703146"	91.51	77.46
"tcruzi-705260"	116.67	126.52
"tcruzi-708476"	132.59	168.89
"tcruzi-708559"	268.38	389.23
"tcruzi-709903"	137.58	137.21
"tcruzi-710448"	1311.54	1502.87
"tcruzi-710561"	1473.03	1487.78
"tcruzi-71087"	95.27	114.09
"tcruzi-711287"	172.71	163.45
"tcruzi-711455"	729.81	915.65
"tcruzi-71246"	49.92	69.47
"tcruzi-712933"	129.04	129.82
"tcruzi-713950"	4948.75	4629.46
"tcruzi-714209"	125.09	204.17
"tcruzi-714603"	261.38	256.51
"tcruzi-71506"	675.24	754.86
"tcruzi-715074"	47.53	42.72
"tcruzi-715965"	118.62	120.08
"tcruzi-716103"	87.44	146.03
"tcruzi-716173"	153.74	199.84
"tcruzi-717213"	1739.41	426.11
"tcruzi-717278"	200.75	162.23
"tcruzi-718364"	130.33	187.77
"tcruzi-71874"	427.6	400.55
"tcruzi-720581"	481.35	327.05
"tcruzi-722409"	91.36	111.16
"tcruzi-723816"	81.16	81.42
"tcruzi-725295"	507.04	443.28
"tcruzi-726076"	95.42	131.51
"tcruzi-726409"	75.46	64.56
"tcruzi-728476"	2405.64	1968.94
"tcruzi-728837"	220.87	167.06
"tcruzi-729910"	254.13	198.31
"tcruzi-730374"	62.36	62.81
"tcruzi-730534"	108.62	115.14
"tcruzi-732582"	94.52	123.54
"tcruzi-733555"	318.02	237.73
"tcruzi-73419"	1229.61	1348.09
"tcruzi-735455"	621.81	560.85
"tcruzi-73607"	211.78	202.74
"tcruzi-737227"	1359.51	979.58
"tcruzi-737472"	240.87	227.06
"tcruzi-737530"	186.24	206.73
"tcruzi-738525"	821.66	952.21
"tcruzi-740838"	254.49	290.84
"tcruzi-741178"	329.5	358.94
"tcruzi-741306"	4490.92	4542.92
"tcruzi-741693"	56.23	75.46
"tcruzi-742558"	83.75	87.85
"tcruzi-742737"	703.54	748.3
"tcruzi-742839"	1502.87	1629.85
"tcruzi-744461"	1204.19	1123.74
"tcruzi-744582"	115.84	165.68
"tcruzi-745093"	104.85	105.59
"tcruzi-745533"	111.83	114.62
"tcruzi-746551"	20783.63	25691.27
"tcruzi-750806"	91.18	54.11
"tcruzi-750955"	382.79	395.24
"tcruzi-751928"	985.35	939.66
"tcruzi-752315"	122.42	154.99
"tcruzi-753154"	154.09	102.64
"tcruzi-753182"	145.17	111.04
"tcruzi-753372"	71.61	91.18
"tcruzi-754524"	89.69	88.33
"tcruzi-755050"	6341.04	5386.22
"tcruzi-756200"	312.09	427.6
"tcruzi-75685"	133.53	220.13
"tcruzi-756994"	57.22	82.01
"tcruzi-758083"	1155.64	991.02
"tcruzi-75912"	35038.88	36371.32
"tcruzi-75913"	27614.74	30468.94
"tcruzi-76062"	302.71	279.66
"tcruzi-763334"	423.18	317.75
"tcruzi-763703"	203.38	200.94
"tcruzi-765339"	110.85	124.82
"tcruzi-76561"	640.45	894.73
"tcruzi-765777"	1968.94	2104.29
"tcruzi-766477"	876.93	771.83
"tcruzi-767416"	183.86	186.97
"tcruzi-768201"	943.82	838.01
"tcruzi-768650"	180.63	180.88
"tcruzi-770029"	535.36	551.56
"tcruzi-770108"	98.91	68.29
"tcruzi-770585"	97.62	100.48
"tcruzi-772083"	78.35	80.26
"tcruzi-772251"	438.59	447.61
"tcruzi-773138"	300.18	243.26
"tcruzi-773706"	221.44	236.66
"tcruzi-773875"	142.83	142.3
"tcruzi-774474"	208.3	212.21
"tcruzi-775444"	98.08	135.4
"tcruzi-776803"	693.82	638.44
"tcruzi-77711"	238.24	249.54
"tcruzi-777292"	154.89	168.75
"tcruzi-778664"	277.89	373.46
"tcruzi-778851"	201.1	246.56
"tcruzi-780226"	54.28	65.41
"tcruzi-780472"	1440.78	1112.9
"tcruzi-781039"	231.86	201.43
"tcruzi-781062"	1276.22	1189.73
"tcruzi-781661"	447.61	413.61
"tcruzi-781919"	138.46	122.68
"tcruzi-782966"	69.94	72.86
"tcruzi-783410"	117.52	101.74
"tcruzi-783657"	3298.43	3632.14
"tcruzi-78369"	76.03	83.69
"tcruzi-784273"	179.97	126.75
"tcruzi-785462"	78	136.62
"tcruzi-788936"	431.97	533.84
"tcruzi-789897"	151.72	196.49
"tcruzi-790716"	286.63	459.2
"tcruzi-791273"	1027.21	720.64
"tcruzi-791771"	296.65	324.15
"tcruzi-792104"	232.14	257.75
"tcruzi-793610"	184.15	204.38
"tcruzi-795024"	62.81	68.49
"tcruzi-795713"	132.15	142.64
"tcruzi-796033"	149.67	195.3
"tcruzi-797369"	420.49	441.24
"tcruzi-797520"	551.56	163.11
"tcruzi-797674"	137.38	173.66
"tcruzi-799164"	19897.16	21887.7
"tcruzi-800738"	104.98	95.89
"tcruzi-801502"	111.51	155.6
"tcruzi-801835"	923.52	1149.62
"tcruzi-802167"	115.31	150.87
"tcruzi-803139"	563.59	662.11
"tcruzi-804343"	1197.06	854.59
"tcruzi-805816"	97.89	155.8
"tcruzi-806504"	208.48	150.08
"tcruzi-806707"	287.83	268.68
"tcruzi-807454"	1318.51	1185.68
"tcruzi-81215"	185.77	167.48
"tcruzi-812203"	110.14	98.98
"tcruzi-813094"	62.7	67.75
"tcruzi-813112"	80.82	84.89
"tcruzi-814944"	257.01	223.42
"tcruzi-815168"	95.89	102.96
"tcruzi-815465"	2091.6	1416.05
"tcruzi-815538"	71.77	147.37
"tcruzi-81751"	544.38	584.82
"tcruzi-81962"	278.98	319.52
"tcruzi-821245"	54.96	65.08
"tcruzi-821806"	421.84	409.47
"tcruzi-822195"	4063.77	4298.09
"tcruzi-822399"	118.47	135.1
"tcruzi-826609"	85.77	93.75
"tcruzi-827231"	173.66	191.4
"tcruzi-827353"	101.56	46.17
"tcruzi-828149"	569.42	521.92
"tcruzi-829498"	92.2	104.02
"tcruzi-830033"	59.08	58.77
"tcruzi-830062"	381.22	343.8
"tcruzi-830878"	253.02	274.01
"tcruzi-832378"	245.67	292.15
"tcruzi-832577"	126.75	151.04
"tcruzi-833325"	150.51	157.62
"tcruzi-833800"	519.92	314.45
"tcruzi-833946"	244.92	100.09
"tcruzi-834879"	2665.79	2720.63
"tcruzi-834928"	230.58	225.66
"tcruzi-835625"	94.13	69.86
"tcruzi-835661"	96.41	106.64
"tcruzi-835700"	187.25	210.38
"tcruzi-835820"	76.24	68.77
"tcruzi-836109"	47.32	56.23
"tcruzi-836636"	204.78	213.37
"tcruzi-836923"	115.72	118.47
"tcruzi-839412"	91.68	109.9
"tcruzi-842843"	247.1	251.19
"tcruzi-843878"	817.93	767.53
"tcruzi-843885"	374.5	210.56
"tcruzi-844349"	3151.43	3206.47
"tcruzi-844512"	2336.31	3380.47
"tcruzi-8451"	7212.54	7611.26
"tcruzi-8453"	37785.7	36636.33
"tcruzi-8454"	36090.31	32091.33
"tcruzi-8457"	36371.32	37710.98
"tcruzi-8460"	37472.96	35889.09
"tcruzi-8461"	36886.26	37275.98
"tcruzi-846167"	100.9	107.46
"tcruzi-846409"	51.97	57.99
"tcruzi-848624"	252.01	316.32
"tcruzi-849220"	149.6	148.44
"tcruzi-849681"	90.46	57.63
"tcruzi-849698"	164.17	209.49
"tcruzi-8497"	1167.4	1139.52
"tcruzi-849801"	846.72	814.88
"tcruzi-850294"	47.86	51.77
"tcruzi-85073"	467.77	545.74
"tcruzi-850926"	1098.32	809.16
"tcruzi-851129"	159.48	169.69
"tcruzi-852013"	346.09	397.01
"tcruzi-855208"	193.69	281.48
"tcruzi-855499"	119.22	83.63
"tcruzi-855809"	176.75	211.62
"tcruzi-856778"	210.38	216.12
"tcruzi-858343"	344.64	264.45
"tcruzi-860467"	43.44	49.92
"tcruzi-861121"	67.15	68.18
"tcruzi-861730"	66.96	62.43
"tcruzi-862875"	49.52	49.13
"tcruzi-863572"	78.69	86.13
"tcruzi-863969"	100.7	71.94
"tcruzi-864109"	60.14	70.28
"tcruzi-864569"	67.75	52.44
"tcruzi-86610"	63.37	66.66
"tcruzi-866409"	251.77	233.67
"tcruzi-867280"	35628.13	36090.31
"tcruzi-867281"	46510.8	44510.88
"tcruzi-867282"	44510.88	43927.05
"tcruzi-867283"	44678.56	43502.93
"tcruzi-867284"	41062.1	37618.92
"tcruzi-867286"	304.01	225.08
"tcruzi-867287"	17389.86	16705.8
"tcruzi-867533"	114.77	76.24
"tcruzi-867561"	216.95	235.09
"tcruzi-867646"	77.18	70.74
"tcruzi-867649"	220.13	297.18
"tcruzi-869391"	3334.56	3496.66
"tcruzi-869422"	330.1	380.57
"tcruzi-869560"	137.9	164.96
"tcruzi-871282"	1073.05	846.72
"tcruzi-871581"	1700.97	1984.59
"tcruzi-872555"	521.92	690.32
"tcruzi-876536"	397.01	314
"tcruzi-876681"	53.36	77.62
"tcruzi-87751"	167.62	289.27
"tcruzi-882337"	493.53	502.72
"tcruzi-883040"	238.61	215
"tcruzi-885610"	213.34	198.88
"tcruzi-886699"	145.02	160.3
"tcruzi-88689"	428.7	408.6
"tcruzi-887784"	168.25	158.85
"tcruzi-890634"	372.03	340.46
"tcruzi-892704"	108.28	126.32
"tcruzi-89340"	516.71	579.54
"tcruzi-893755"	148.92	124.62
"tcruzi-895663"	634.3	993.17
"tcruzi-89612"	3240.82	3773.54
"tcruzi-89675"	18543.51	20851.91
"tcruzi-898688"	346.62	228.57
"tcruzi-900587"	85.63	77.04
"tcruzi-901484"	139.94	164.52
"tcruzi-905074"	154.24	161.62
"tcruzi-906744"	111.31	155.17
"tcruzi-90692"	72.52	86.9
"tcruzi-907392"	81.9	105.33
"tcruzi-907827"	208.71	151.86
"tcruzi-907895"	172.29	111.94
"tcruzi-90808"	903.75	1128.12
"tcruzi-909455"	24562.74	24957.87
"tcruzi-909892"	53.85	50.3
"tcruzi-910450"	172.61	165.81
"tcruzi-91086"	600.83	670.89
"tcruzi-913688"	67.27	68.13
"tcruzi-914067"	240.38	277.74
"tcruzi-915193"	179.92	210.27
"tcruzi-91796"	119.05	124.72
"tcruzi-918191"	227.12	134.68
"tcruzi-918672"	583.24	570.69
"tcruzi-918800"	367.41	275.09
"tcruzi-919419"	301.44	394.19
"tcruzi-919631"	88.41	66.76
"tcruzi-919750"	334.53	371.58
"tcruzi-920019"	147.65	166.39
"tcruzi-920085"	2963.96	3240.82
"tcruzi-92112"	465.73	547.45
"tcruzi-923964"	101.4	92.45
"tcruzi-924451"	78.73	87.57
"tcruzi-924562"	88.77	93.5
"tcruzi-925396"	1416.05	1381.46
"tcruzi-925648"	416.65	418.26
"tcruzi-925701"	127.83	115.9
"tcruzi-92795"	3038.88	3001.85
"tcruzi-928686"	712.78	872.46
"tcruzi-929590"	374.5	358.41
"tcruzi-930155"	801.25	237.94
"tcruzi-930441"	2771.99	3020.7
"tcruzi-930543"	180.3	231.11
"tcruzi-930853"	154.6	127.21
"tcruzi-931554"	63.13	69.02
"tcruzi-932567"	3845.29	3096.99
"tcruzi-933465"	220.27	186.84
"tcruzi-934350"	102.3	149.47
"tcruzi-934987"	93.87	94.65
"tcruzi-937298"	118.83	111.67
"tcruzi-937352"	102.54	125.09
"tcruzi-939002"	200.94	275.39
"tcruzi-939855"	2054.59	1853.85
"tcruzi-940394"	124.18	121.72
"tcruzi-941274"	351.22	430.21
"tcruzi-942193"	127.75	152.22
"tcruzi-942199"	89.74	105.07
"tcruzi-942807"	210.16	284.61
"tcruzi-943492"	72.46	79.15
"tcruzi-943678"	99.53	113.12
"tcruzi-945265"	111.2	104.16
"tcruzi-950434"	85.24	90.05
"tcruzi-95372"	298.18	335.94
"tcruzi-955019"	174.03	169.44
"tcruzi-957528"	105.07	107.2
"tcruzi-958298"	394.19	517.51
"tcruzi-960462"	597.61	613.61
"tcruzi-961076"	683.2	776.96
"tcruzi-961156"	245.35	270.1
"tcruzi-961296"	1832.61	1929.53
"tcruzi-961653"	410.24	380.08
"tcruzi-963367"	150.76	184.61
"tcruzi-964365"	98.44	97.22
"tcruzi-965570"	136.38	145.96
"tcruzi-966474"	179.48	132.3
"tcruzi-967105"	133.4	61.4
"tcruzi-967160"	133.92	150.24
"tcruzi-967228"	109.9	88.41
"tcruzi-969716"	93.59	137.62
"tcruzi-970131"	85.55	69.39
"tcruzi-970768"	324.15	352.1
"tcruzi-971006"	1432.97	1497.45
"tcruzi-971167"	113.84	151.36
"tcruzi-97124"	110.69	137.78
"tcruzi-971276"	127.66	121.58
"tcruzi-972172"	84.78	87.93
"tcruzi-972827"	411.14	452.89
"tcruzi-973"	46179.08	45654.06
"tcruzi-973457"	615.18	658.81
"tcruzi-973893"	74.61	117.52
"tcruzi-97405"	200.47	212.34
"tcruzi-97437"	156.12	155.29
"tcruzi-976262"	186.52	172.52
"tcruzi-976778"	473.25	526.38
"tcruzi-977113"	293.45	291.82
"tcruzi-978251"	435.36	330.1
"tcruzi-979112"	146.12	227.24
"tcruzi-979514"	108.37	107.06
"tcruzi-979946"	507.63	339.94
"tcruzi-982153"	80.71	93.3
"tcruzi-984441"	204.91	179.65
"tcruzi-984490"	131.26	257.01
"tcruzi-984569"	202.51	195.97
"tcruzi-984579"	173.55	185.77
"tcruzi-985728"	114	156.5
"tcruzi-985731"	310.79	338.33
"tcruzi-986709"	264.06	275.83
"tcruzi-988629"	197.7	215.45
"tcruzi-990212"	93.96	128.79
"tcruzi-990730"	140.37	154.09
"tcruzi-993929"	1578.81	1264.44
"tcruzi-994235"	297.47	444.42
"tcruzi-994568"	134.81	138.69
"tcruzi-994842"	189.86	205.65
"tcruzi-994926"	80.45	67.1
"tcruzi-995005"	71.26	90.68
"tcruzi-99594"	52.44	61.34
"tcruzi-996554"	70.28	75.69
"tcruzi-997567"	157.62	80.75
"tcruzi-998554"	75.01	53.49
"tcruzi-998823"	74.28	94.82
