"Reporter Name"	"CO_PO_normalizedData_r1"	"CO_PO_normalizedData_r2"
"tcruzi-55058"	304.01	528.08
"tcruzi-551394"	124.45	124.72
"tcruzi-551918"	65.08	67.95
"tcruzi-553195"	345.6	248.68
"tcruzi-553524"	321.52	308.05
"tcruzi-554259"	171.21	180.3
"tcruzi-554406"	332.59	444.42
"tcruzi-554736"	245.51	201.43
"tcruzi-555434"	76.18	84.34
"tcruzi-555845"	105.83	132.95
"tcruzi-558143"	54.96	65.78
"tcruzi-561038"	14282.86	21392.89
"tcruzi-56112"	169.83	212.92
"tcruzi-561297"	375.7	353.01
"tcruzi-561864"	213.75	183.48
"tcruzi-562187"	138.14	144.09
"tcruzi-56254"	241.73	419.89
"tcruzi-565792"	470.72	431.97
"tcruzi-567601"	179.65	188.7
"tcruzi-567738"	890.95	1939.52
"tcruzi-568393"	154.24	211.78
"tcruzi-570165"	3020.7	5980.13
"tcruzi-572435"	78.1	65.14
"tcruzi-574963"	91.93	103.04
"tcruzi-575796"	59.14	57.63
"tcruzi-575800"	27409.66	26450.76
"tcruzi-576045"	117.79	129.93
"tcruzi-576835"	8695.35	15020.26
"tcruzi-577434"	11403.56	537.89
"tcruzi-577456"	2075.04	2625.89
"tcruzi-578766"	335.01	293.04
"tcruzi-579053"	99.86	65.48
"tcruzi-579132"	2987.03	2091.6
"tcruzi-579265"	203.43	223.32
"tcruzi-579521"	39136.1	40418.15
"tcruzi-579522"	41847.14	38697.11
"tcruzi-579557"	39232.53	37915.57
"tcruzi-579562"	38272.81	38606.08
"tcruzi-579563"	45026.73	39996.44
"tcruzi-579737"	80.88	68.29
"tcruzi-579777"	443.28	557.29
"tcruzi-579975"	25431.11	2222.42
"tcruzi-579976"	30468.94	2827.8
"tcruzi-580623"	15350.31	21060.33
"tcruzi-58173"	199.47	266.18
"tcruzi-583217"	97.22	77.73
"tcruzi-58355"	280.81	859.79
"tcruzi-584814"	120.46	152.03
"tcruzi-584833"	158.22	118.89
"tcruzi-585970"	67.66	48.92
"tcruzi-587694"	92.93	101.16
"tcruzi-587811"	135.87	164.96
"tcruzi-588332"	196.49	214.3
"tcruzi-588625"	151.26	201.98
"tcruzi-589049"	17389.86	17195.16
"tcruzi-589178"	206.73	265.79
"tcruzi-590219"	50.88	69.73
"tcruzi-590383"	152.72	170.89
"tcruzi-593291"	24140.05	29407.38
"tcruzi-593486"	138.3	136.34
"tcruzi-595207"	82.28	61.11
"tcruzi-59587"	1359.51	1264.44
"tcruzi-596600"	102.71	155.17
"tcruzi-596826"	192.71	206.35
"tcruzi-596993"	154.09	99.72
"tcruzi-597083"	1093.91	105.1
"tcruzi-597320"	137.94	156.62
"tcruzi-598166"	189.27	102.91
"tcruzi-599126"	1222.74	311.21
"tcruzi-599647"	93.96	122.52
"tcruzi-600813"	1676.8	1197.06
"tcruzi-601037"	148.56	88.5
"tcruzi-602794"	163.11	181.86
"tcruzi-604297"	606.98	586.13
"tcruzi-604374"	259.47	416.65
"tcruzi-604401"	164.96	87.57
"tcruzi-604634"	66.02	50.57
"tcruzi-605266"	191.3	184.89
"tcruzi-606587"	105.41	77.53
"tcruzi-607193"	370.56	212.68
"tcruzi-609627"	88.02	112.72
"tcruzi-610155"	2165.1	1984.59
"tcruzi-61024"	232.67	368.3
"tcruzi-610691"	1510.24	1245.23
"tcruzi-61084"	225.66	491.25
"tcruzi-611154"	3593.14	7526.76
"tcruzi-613249"	40774.77	40725.73
"tcruzi-613975"	454.83	576.82
"tcruzi-614243"	78.26	91.36
"tcruzi-614705"	809.16	913.22
"tcruzi-615365"	181.34	169.32
"tcruzi-615368"	80.35	68.18
"tcruzi-615424"	139.78	149.6
"tcruzi-615938"	293.97	266.56
"tcruzi-616339"	552.43	654.48
"tcruzi-616798"	72.22	88.46
"tcruzi-618195"	650.49	167.72
"tcruzi-621155"	357.85	215.59
"tcruzi-623483"	235.44	262.7
"tcruzi-623854"	136.62	86.81
"tcruzi-624110"	18634.22	186.24
"tcruzi-624274"	35385.97	38898.06
"tcruzi-624719"	2916.3	3334.56
"tcruzi-626154"	476.13	231.86
"tcruzi-628140"	144.16	112.24
"tcruzi-62969"	296.48	396.4
"tcruzi-62994"	6390.43	15350.31
"tcruzi-630483"	478.38	456.1
"tcruzi-631107"	261.38	126.1
"tcruzi-632799"	156.62	58.94
"tcruzi-635402"	84.99	74.14
"tcruzi-636987"	215	172.71
"tcruzi-637136"	112.65	97.22
"tcruzi-637474"	62.5	63.64
"tcruzi-637798"	550.04	560.85
"tcruzi-638294"	137.65	129.72
"tcruzi-638996"	632.73	636.84
"tcruzi-640745"	170.89	149.54
"tcruzi-643068"	133.1	158.11
"tcruzi-643211"	1629.85	2210.45
"tcruzi-643313"	138.79	138.79
"tcruzi-643363"	140.37	150.98
"tcruzi-647851"	2963.96	7212.54
"tcruzi-648429"	493.53	616.51
"tcruzi-648644"	16864.32	18938.33
"tcruzi-648656"	91.68	83.08
"tcruzi-648762"	19969.46	13591.59
"tcruzi-648781"	39424.39	40674.55
"tcruzi-648782"	44618.64	25015.65
"tcruzi-648784"	41498.33	22944.48
"tcruzi-648785"	33000.83	36133.79
"tcruzi-648786"	31182.84	33900
"tcruzi-648983"	198.48	265.46
"tcruzi-649030"	142.3	187.92
"tcruzi-649548"	84.13	99.77
"tcruzi-649889"	110.02	168.46
"tcruzi-650024"	114.62	92.96
"tcruzi-651063"	140.61	204.91
"tcruzi-652508"	176.75	201.26
"tcruzi-65336"	245.51	435.36
"tcruzi-654161"	120.29	85.77
"tcruzi-656666"	89.14	86.66
"tcruzi-656805"	54.46	54.73
"tcruzi-659597"	364.12	377.7
"tcruzi-660569"	32638.58	34218.68
"tcruzi-662288"	295.02	339.35
"tcruzi-662375"	75.86	67.83
"tcruzi-662395"	903.75	993.17
"tcruzi-662808"	153.57	108.16
"tcruzi-665278"	374.15	323.86
"tcruzi-667001"	185.65	152.59
"tcruzi-667047"	97.45	84.72
"tcruzi-667137"	6661.89	6799.8
"tcruzi-668318"	248.43	83.56
"tcruzi-669057"	143.52	94.34
"tcruzi-669853"	133.7	94.4
"tcruzi-669939"	197.7	363.07
"tcruzi-670005"	81.9	79.37
"tcruzi-670242"	198.88	136.53
"tcruzi-67123"	262.26	2942.18
"tcruzi-671852"	167.35	142.4
"tcruzi-672835"	765.36	1258.34
"tcruzi-67285"	391.96	915.65
"tcruzi-67300"	1284.95	2362.29
"tcruzi-673146"	140.76	121.04
"tcruzi-673386"	418.05	454.83
"tcruzi-674898"	9397.82	3151.43
"tcruzi-678469"	144	123.26
"tcruzi-67860"	621.81	604.91
"tcruzi-680409"	1882.65	1757.24
"tcruzi-680947"	78.79	79.58
"tcruzi-681098"	869.13	760.84
"tcruzi-681203"	103.2	76.7
"tcruzi-681382"	172.52	206.54
"tcruzi-682546"	211.32	216.51
"tcruzi-682834"	87.47	87.66
"tcruzi-683142"	1860.87	1666.6
"tcruzi-684687"	291.22	103.44
"tcruzi-685392"	92.78	101.65
"tcruzi-685450"	8263.65	10895.7
"tcruzi-686026"	272.55	305.91
"tcruzi-686575"	245.94	573.54
"tcruzi-686813"	95.89	88.61
"tcruzi-6869"	4542.92	4866.86
"tcruzi-688188"	1533.73	1252.68
"tcruzi-688191"	14353.89	20851.91
"tcruzi-688226"	9365.34	12735.84
"tcruzi-688230"	7974.96	11446.46
"tcruzi-688233"	10403.06	13770.17
"tcruzi-688234"	10239.53	16160.25
"tcruzi-688235"	9770.66	14556.34
"tcruzi-688236"	7611.26	13443.19
"tcruzi-688240"	21717.3	27409.66
"tcruzi-688241"	12735.84	17275.21
"tcruzi-688242"	28463.76	32524.15
"tcruzi-688243"	27038.42	31133.34
"tcruzi-688396"	75.17	99.53
"tcruzi-690043"	330.1	441.88
"tcruzi-691587"	54.28	60.53
"tcruzi-692396"	248.01	125.89
"tcruzi-693169"	487.65	583.24
"tcruzi-693187"	15853.29	493.53
"tcruzi-693438"	111.94	121.39
"tcruzi-694838"	154.94	199
"tcruzi-695738"	277.89	316.77
"tcruzi-696381"	206.35	251.19
"tcruzi-696589"	352.45	377.15
"tcruzi-696706"	792.45	872.46
"tcruzi-699417"	159.26	135.46
"tcruzi-699464"	319.26	246.56
"tcruzi-701048"	222.77	268.91
"tcruzi-701980"	2522.7	2867.66
"tcruzi-702841"	199.16	149.27
"tcruzi-703146"	92.83	86.74
"tcruzi-705260"	90.01	98.82
"tcruzi-708476"	121.58	96.41
"tcruzi-708559"	220.87	250.09
"tcruzi-709903"	208.55	174.61
"tcruzi-710448"	477.37	420.49
"tcruzi-710561"	2008.48	2270.59
"tcruzi-71087"	49.28	100.75
"tcruzi-711287"	119.34	112.35
"tcruzi-711455"	265.79	248.01
"tcruzi-71246"	82.82	64.8
"tcruzi-712933"	269.52	394.91
"tcruzi-713950"	23280.32	18095.26
"tcruzi-714209"	170.08	88.8
"tcruzi-714603"	183.61	195.46
"tcruzi-71506"	756.3	369.83
"tcruzi-715074"	69.94	55.06
"tcruzi-715965"	570.69	238.24
"tcruzi-716103"	96.99	110.14
"tcruzi-716173"	253.62	275.09
"tcruzi-717213"	2886.66	4727.39
"tcruzi-717278"	118.35	157.62
"tcruzi-718364"	209.92	193.19
"tcruzi-71874"	1616.67	334.11
"tcruzi-720581"	1062.49	813.03
"tcruzi-722409"	94.49	97.45
"tcruzi-723816"	83.91	93.09
"tcruzi-725295"	256.09	211.62
"tcruzi-726076"	107.2	117.13
"tcruzi-726409"	251.19	75.92
"tcruzi-728476"	202.04	164.38
"tcruzi-728837"	210.06	161.79
"tcruzi-729910"	201.26	150.87
"tcruzi-730374"	78.73	62.36
"tcruzi-730534"	264.71	205.51
"tcruzi-732582"	173.06	195.3
"tcruzi-733555"	217.95	258.86
"tcruzi-73419"	3410.15	3808.91
"tcruzi-735455"	268.68	250.32
"tcruzi-73607"	1588.95	1629.85
"tcruzi-737227"	436.4	343.8
"tcruzi-737472"	513.89	697.8
"tcruzi-737530"	148.44	153.21
"tcruzi-738525"	386.1	611.76
"tcruzi-740838"	626.04	627.81
"tcruzi-741178"	216.12	319.26
"tcruzi-741306"	2432.51	2165.1
"tcruzi-741693"	300.9	270.1
"tcruzi-742558"	88.98	82.37
"tcruzi-742737"	955.58	2075.04
"tcruzi-742839"	1526.41	1616.67
"tcruzi-744461"	353.01	306.63
"tcruzi-744582"	223.42	196.65
"tcruzi-745093"	150.76	208.51
"tcruzi-745533"	203.3	225.08
"tcruzi-746551"	16705.8	24850.07
"tcruzi-750806"	54.38	65.98
"tcruzi-750955"	2188.31	3136.52
"tcruzi-751928"	171.98	132.15
"tcruzi-752315"	202.21	198.68
"tcruzi-753154"	131.35	129.72
"tcruzi-753182"	199.36	196.85
"tcruzi-753372"	80.82	113.68
"tcruzi-754524"	84.21	68.05
"tcruzi-755050"	80.71	196.38
"tcruzi-756200"	215.24	262.26
"tcruzi-75685"	361.33	330.1
"tcruzi-756994"	113.12	88.02
"tcruzi-758083"	212.68	133.65
"tcruzi-75912"	32740.42	1348.09
"tcruzi-75913"	28565.29	16864.32
"tcruzi-76062"	158.5	223.87
"tcruzi-763334"	91.36	66.28
"tcruzi-763703"	2597.74	3206.47
"tcruzi-765339"	677.37	476.13
"tcruzi-76561"	1497.45	5228.85
"tcruzi-765777"	289.27	143.83
"tcruzi-766477"	1276.22	1394.31
"tcruzi-767416"	117.7	109.56
"tcruzi-768201"	229.52	199.57
"tcruzi-768650"	156.05	225.28
"tcruzi-770029"	337.94	449.1
"tcruzi-770108"	382.01	450.3
"tcruzi-770585"	84.89	95.35
"tcruzi-772083"	99.2	58.14
"tcruzi-772251"	155.6	165.68
"tcruzi-773138"	107.71	106.01
"tcruzi-773706"	184.81	165.6
"tcruzi-773875"	215.83	302.08
"tcruzi-774474"	135.58	113.44
"tcruzi-775444"	122.32	138.69
"tcruzi-776803"	497.57	360.42
"tcruzi-77711"	164.59	165.81
"tcruzi-777292"	106.55	93.09
"tcruzi-778664"	305.91	255.77
"tcruzi-778851"	189.18	204.17
"tcruzi-780226"	64.99	63.85
"tcruzi-780472"	267.3	221.76
"tcruzi-781039"	6520.07	7033.97
"tcruzi-781062"	388.78	564.5
"tcruzi-781661"	80.51	69.53
"tcruzi-781919"	207.26	155.29
"tcruzi-782966"	64.67	80.88
"tcruzi-783410"	122.68	118.56
"tcruzi-783657"	1657.06	412.7
"tcruzi-78369"	63.78	71.39
"tcruzi-784273"	88.77	82.53
"tcruzi-785462"	143.92	117.13
"tcruzi-788936"	1179.44	1440.78
"tcruzi-789897"	206.54	319.52
"tcruzi-790716"	183.36	210.82
"tcruzi-791273"	4104.82	3496.66
"tcruzi-791771"	116.78	88.41
"tcruzi-792104"	106.11	126.75
"tcruzi-793610"	112.96	84.48
"tcruzi-795024"	73.14	69.94
"tcruzi-795713"	154.79	164.59
"tcruzi-796033"	186.1	185.65
"tcruzi-797369"	294.68	440.35
"tcruzi-797520"	114.18	84.06
"tcruzi-797674"	224.46	349.95
"tcruzi-799164"	6892.68	9129.79
"tcruzi-800738"	98.04	124.07
"tcruzi-801502"	310.79	273.12
"tcruzi-801835"	120.22	123.37
"tcruzi-802167"	232.14	227.12
"tcruzi-803139"	219.38	317.75
"tcruzi-804343"	81.62	77.62
"tcruzi-805816"	129.35	169.97
"tcruzi-806504"	206.9	234.31
"tcruzi-806707"	900.44	829.28
"tcruzi-807454"	101.32	66.76
"tcruzi-81215"	3548.27	5949.26
"tcruzi-812203"	123.92	133.23
"tcruzi-813094"	93.73	78.63
"tcruzi-813112"	72.4	96.12
"tcruzi-814944"	225.28	275.39
"tcruzi-815168"	141.72	123.64
"tcruzi-815465"	112.88	135.21
"tcruzi-815538"	219.08	184.15
"tcruzi-81751"	238.72	680.52
"tcruzi-81962"	389.23	215.24
"tcruzi-821245"	246.18	188.63
"tcruzi-821806"	1245.23	1478.04
"tcruzi-822195"	267.59	342.46
"tcruzi-822399"	355.2	153.94
"tcruzi-826609"	130.2	130.95
"tcruzi-827231"	7264.3	9855.1
"tcruzi-827353"	51.4	46.57
"tcruzi-828149"	304.98	370.56
"tcruzi-829498"	108.93	105.75
"tcruzi-830033"	72.62	70.03
"tcruzi-830062"	211.95	112.88
"tcruzi-830878"	181.04	215.45
"tcruzi-832378"	263.69	293.45
"tcruzi-832577"	170.47	165.27
"tcruzi-833325"	285.51	238.96
"tcruzi-833800"	701.48	640.45
"tcruzi-833946"	110.57	92.02
"tcruzi-834879"	1372.49	1497.45
"tcruzi-834928"	339.94	734.24
"tcruzi-835625"	215.45	139.3
"tcruzi-835661"	136.34	99.2
"tcruzi-835700"	132.51	146.99
"tcruzi-835820"	1114.65	1473.03
"tcruzi-836109"	48.4	81.16
"tcruzi-836636"	147.37	174.03
"tcruzi-836923"	80.62	107.1
"tcruzi-839412"	74.9	78.86
"tcruzi-842843"	383.5	293.97
"tcruzi-843878"	299.78	233.67
"tcruzi-843885"	81.25	104.56
"tcruzi-844349"	92.11	81.07
"tcruzi-844512"	507.63	387.68
"tcruzi-8451"	11362.79	544.38
"tcruzi-8453"	20694.42	30338.55
"tcruzi-8454"	17714.22	25078.7
"tcruzi-8457"	26203.46	33661.87
"tcruzi-8460"	33462.27	36886.26
"tcruzi-8461"	31084.85	35159.38
"tcruzi-846167"	67.49	85.4
"tcruzi-846409"	82.93	106.76
"tcruzi-848624"	309.99	290.84
"tcruzi-849220"	102.23	99.04
"tcruzi-849681"	142.4	63.13
"tcruzi-849698"	533.84	769.54
"tcruzi-8497"	2210.45	2037.6
"tcruzi-849801"	157.07	126.2
"tcruzi-850294"	51.56	45.38
"tcruzi-85073"	226.15	212.21
"tcruzi-850926"	791.11	677.37
"tcruzi-851129"	331.59	397.99
"tcruzi-852013"	127.94	82.04
"tcruzi-855208"	137.21	132.59
"tcruzi-855499"	185.04	166.2
"tcruzi-855809"	101.83	118.22
"tcruzi-856778"	79.18	71.02
"tcruzi-858343"	260.18	309.99
"tcruzi-860467"	48.55	43.89
"tcruzi-861121"	69.81	68.38
"tcruzi-861730"	74.43	66.5
"tcruzi-862875"	48.22	59.08
"tcruzi-863572"	76.32	56.59
"tcruzi-863969"	125.83	84.89
"tcruzi-864109"	68.55	61.69
"tcruzi-864569"	62.07	66.09
"tcruzi-86610"	50.07	72.33
"tcruzi-866409"	399.97	402.93
"tcruzi-867280"	37182.5	39927.47
"tcruzi-867281"	43324	46300.86
"tcruzi-867282"	46300.86	46510.8
"tcruzi-867283"	42552.72	42432.87
"tcruzi-867284"	22894.16	32354.03
"tcruzi-867286"	400.55	484.97
"tcruzi-867287"	3653.64	7060.91
"tcruzi-867533"	126.38	114.77
"tcruzi-867561"	117.43	171.82
"tcruzi-867646"	83.91	68.13
"tcruzi-867649"	164.46	141.19
"tcruzi-869391"	3576.76	504.97
"tcruzi-869422"	199.84	162.06
"tcruzi-869560"	176.22	336.82
"tcruzi-871282"	90.2	65.84
"tcruzi-871581"	993.17	1306.29
"tcruzi-872555"	452.53	593.32
"tcruzi-876536"	169.32	198.48
"tcruzi-876681"	92.02	82.46
"tcruzi-87751"	716.84	517.51
"tcruzi-882337"	149.54	174.5
"tcruzi-883040"	6721.06	228.13
"tcruzi-885610"	457.1	632.73
"tcruzi-886699"	150.44	145.6
"tcruzi-88689"	385.05	959.05
"tcruzi-887784"	186.24	210.27
"tcruzi-890634"	1052.88	1302.96
"tcruzi-892704"	238.96	198.24
"tcruzi-89340"	1218.66	1919.92
"tcruzi-893755"	97.68	91.93
"tcruzi-895663"	186.74	223.11
"tcruzi-89612"	304.61	3442.08
"tcruzi-89675"	41343.14	41305.34
"tcruzi-898688"	480.72	418.05
"tcruzi-900587"	227.43	460.92
"tcruzi-901484"	185.51	204.38
"tcruzi-905074"	200.51	224.26
"tcruzi-906744"	112.24	62.58
"tcruzi-90692"	127.34	118.47
"tcruzi-907392"	139.25	165.5
"tcruzi-907827"	250.84	141.72
"tcruzi-907895"	131.12	126.62
"tcruzi-90808"	227.24	186.43
"tcruzi-909455"	37564.29	39843.92
"tcruzi-909892"	61.11	53.85
"tcruzi-910450"	261.96	325.2
"tcruzi-91086"	3739.8	5140.78
"tcruzi-913688"	63.45	60.14
"tcruzi-914067"	227	246.06
"tcruzi-915193"	111.57	126.1
"tcruzi-91796"	321.79	287.83
"tcruzi-918191"	128.25	90.77
"tcruzi-918672"	489.91	707.85
"tcruzi-918800"	368.3	304.61
"tcruzi-919419"	115.66	104.77
"tcruzi-919631"	64.32	54.96
"tcruzi-919750"	723.03	552.43
"tcruzi-920019"	206.25	213.31
"tcruzi-920085"	4030.77	7105.6
"tcruzi-92112"	646.63	1080.22
"tcruzi-923964"	1298.28	1445.26
"tcruzi-924451"	92.45	116.02
"tcruzi-924562"	82.64	95.12
"tcruzi-925396"	557.29	433.13
"tcruzi-925648"	85.63	118.42
"tcruzi-925701"	243.26	224.04
"tcruzi-92795"	551.56	1179.44
"tcruzi-928686"	13629.13	22534.95
"tcruzi-929590"	5641.73	3070.69
"tcruzi-930155"	1825.7	1533.73
"tcruzi-930441"	4901.57	5551.14
"tcruzi-930543"	306.63	331.59
"tcruzi-930853"	727.19	1045.82
"tcruzi-931554"	94.62	123.86
"tcruzi-932567"	41132.78	28721.57
"tcruzi-933465"	12884.26	1775.54
"tcruzi-934350"	148.08	163.11
"tcruzi-934987"	77.77	92.32
"tcruzi-937298"	65.94	86.29
"tcruzi-937352"	130.73	157.07
"tcruzi-939002"	151.36	159.08
"tcruzi-939855"	126.75	116.27
"tcruzi-940394"	174.61	155.39
"tcruzi-941274"	232.88	289.38
"tcruzi-942193"	68.55	72.8
"tcruzi-942199"	74.28	79.73
"tcruzi-942807"	88.33	116.9
"tcruzi-943492"	62.58	71.56
"tcruzi-943678"	122.22	119.86
"tcruzi-945265"	177.8	155.89
"tcruzi-950434"	98.91	101.65
"tcruzi-95372"	1027.21	1238.46
"tcruzi-955019"	223.87	250.61
"tcruzi-957528"	89.63	104.25
"tcruzi-958298"	126.89	157.72
"tcruzi-960462"	89.57	135.68
"tcruzi-961076"	312.09	302.58
"tcruzi-961156"	160.09	132.02
"tcruzi-961296"	157.85	195.66
"tcruzi-961653"	229.12	197.86
"tcruzi-963367"	98.23	110.33
"tcruzi-964365"	113.59	142.64
"tcruzi-965570"	107.8	160.82
"tcruzi-966474"	135.4	109.9
"tcruzi-967105"	71.98	76.03
"tcruzi-967160"	148.7	154.44
"tcruzi-967228"	75.59	114.7
"tcruzi-969716"	72.14	64.32
"tcruzi-970131"	52.31	102.23
"tcruzi-970768"	553.9	397.01
"tcruzi-971006"	481.35	2904.82
"tcruzi-971167"	248.15	415.87
"tcruzi-97124"	341.94	91.18
"tcruzi-971276"	134.34	174.36
"tcruzi-972172"	59.08	85.86
"tcruzi-972827"	187.45	160.09
"tcruzi-973"	33267.2	37785.7
"tcruzi-973457"	545.74	592.34
"tcruzi-973893"	183.03	193.59
"tcruzi-97405"	194.78	220.27
"tcruzi-97437"	114.39	146.75
"tcruzi-976262"	77.09	137.98
"tcruzi-976778"	1280.9	1339.72
"tcruzi-977113"	346.62	307.08
"tcruzi-978251"	424.35	511.61
"tcruzi-979112"	189.65	251.36
"tcruzi-979514"	180.06	253.62
"tcruzi-979946"	181.51	147.51
"tcruzi-982153"	122.52	130.76
"tcruzi-984441"	712.78	846.72
"tcruzi-984490"	289.49	255.47
"tcruzi-984569"	329.04	299.78
"tcruzi-984579"	276.24	244.37
"tcruzi-985728"	144.69	159.26
"tcruzi-985731"	212.79	154.09
"tcruzi-986709"	201.84	172.8
"tcruzi-988629"	92.41	121.17
"tcruzi-990212"	113.74	89.42
"tcruzi-990730"	872.46	8227.29
"tcruzi-993929"	2313.79	2758.58
"tcruzi-994235"	3096.99	2846.83
"tcruzi-994568"	168.15	147.37
"tcruzi-994842"	212.21	308.81
"tcruzi-994926"	76.99	81.31
"tcruzi-995005"	202.74	172.88
"tcruzi-99594"	51.2	60.34
"tcruzi-996554"	94.99	78.76
"tcruzi-997567"	88.82	111.1
"tcruzi-998554"	66.09	85.24
"tcruzi-998823"	60.26	92.52
