"Reporter Name"	"CO_NE_normalizedData_r1"	"CO_NE_normalizedData_r2"
"tcruzi-600813"	289.29	316.25
"tcruzi-601037"	108.21	101.39
"tcruzi-602794"	275.45	148.56
"tcruzi-604297"	156.11	125.45
"tcruzi-604374"	375.62	356.11
"tcruzi-604401"	80.91	101.26
"tcruzi-604634"	55.28	47.81
"tcruzi-605266"	101.37	119.71
"tcruzi-606587"	70.56	86.49
"tcruzi-607193"	166.1	254.1
"tcruzi-609627"	72.5	100.81
"tcruzi-610155"	606.58	836.98
"tcruzi-61024"	85.94	125.86
"tcruzi-610691"	353.91	502.61
"tcruzi-61084"	306.44	857.89
"tcruzi-611154"	142.45	89.15
"tcruzi-613249"	1176.24	1271.5
"tcruzi-613975"	167.31	213.28
"tcruzi-614243"	77.77	87.75
"tcruzi-614705"	193.09	268.08
"tcruzi-615365"	398.44	603.87
"tcruzi-615368"	47.05	59.68
"tcruzi-615424"	1240.67	1079.56
"tcruzi-615938"	276.12	449.9
"tcruzi-616339"	635.53	569.51
"tcruzi-616798"	77.38	67.85
"tcruzi-618195"	899.68	1014.84
"tcruzi-621155"	76.58	111.65
"tcruzi-623483"	1476.19	1913.24
"tcruzi-623854"	123.78	143.49
"tcruzi-624110"	327.73	206.26
"tcruzi-624274"	133.96	124.88
"tcruzi-624719"	97.92	234.36
"tcruzi-626154"	183.62	232.11
"tcruzi-628140"	187.74	286.54
"tcruzi-62969"	256.48	313.45
"tcruzi-62994"	158.15	185.67
"tcruzi-630483"	351.41	451.21
"tcruzi-631107"	138.78	316.69
"tcruzi-632799"	264.82	347.33
"tcruzi-635402"	72.85	135.01
"tcruzi-636987"	65.83	58.79
"tcruzi-637136"	82.14	103.63
"tcruzi-637474"	62.26	61.46
"tcruzi-637798"	125.04	138.4
"tcruzi-638294"	78.6	75.63
"tcruzi-638996"	262.43	329.63
"tcruzi-640745"	251.36	191.33
"tcruzi-643068"	157.94	138.97
"tcruzi-643211"	421.88	595.72
"tcruzi-643313"	840.5	610.38
"tcruzi-643363"	108.35	133.25
"tcruzi-647851"	601.8	404.26
"tcruzi-648429"	189.35	212.56
"tcruzi-648644"	158.24	263.52
"tcruzi-648656"	74.05	77.3
"tcruzi-648762"	148.52	163.76
"tcruzi-648781"	152.12	142.03
"tcruzi-648782"	150.36	185.44
"tcruzi-648784"	175.03	182.94
"tcruzi-648785"	295.05	300.77
"tcruzi-648786"	371.65	390.11
"tcruzi-648983"	106.52	103.67
"tcruzi-649030"	250.05	237.91
"tcruzi-649548"	61.52	96.41
"tcruzi-649889"	218.78	258.05
"tcruzi-650024"	175.55	164.49
"tcruzi-651063"	150.26	134.27
"tcruzi-652508"	422.53	372.32
"tcruzi-65336"	147.42	119.66
"tcruzi-654161"	76.83	76.58
"tcruzi-656666"	157.73	274.12
"tcruzi-656805"	53.04	52.32
"tcruzi-659597"	158.69	69.85
"tcruzi-660569"	173.88	159.33
"tcruzi-662288"	363.35	130.54
"tcruzi-662375"	273.34	463.25
"tcruzi-662395"	2186.31	1322.65
"tcruzi-662808"	99.69	114.71
"tcruzi-665278"	3323.6	2520
"tcruzi-667001"	167.22	108.09
"tcruzi-667047"	65.66	76.19
"tcruzi-667137"	993.88	177.9
"tcruzi-668318"	117.02	164.96
"tcruzi-669057"	114.88	110.07
"tcruzi-669853"	92.34	129.84
"tcruzi-669939"	161.74	114.24
"tcruzi-670005"	173.21	106.72
"tcruzi-670242"	120.2	108.96
"tcruzi-67123"	295.79	341.45
"tcruzi-671852"	189.66	222.29
"tcruzi-672835"	306.92	161.61
"tcruzi-67285"	262.15	113.18
"tcruzi-67300"	232.11	323.55
"tcruzi-673146"	102.21	90.76
"tcruzi-673386"	235.97	73.62
"tcruzi-674898"	638.15	379.49
"tcruzi-678469"	205.56	71.13
"tcruzi-67860"	235.72	309.81
"tcruzi-680409"	222.09	350.01
"tcruzi-680947"	77.89	73.38
"tcruzi-681098"	127.99	141.88
"tcruzi-681203"	70.48	96.68
"tcruzi-681382"	286.54	437.37
"tcruzi-682546"	1894.69	1811.05
"tcruzi-682834"	75	63.1
"tcruzi-683142"	69.97	54.38
"tcruzi-684687"	59.9	68.57
"tcruzi-685392"	114.71	91.89
"tcruzi-685450"	107.26	117.66
"tcruzi-686026"	3753.96	3874.66
"tcruzi-686575"	110.17	78.74
"tcruzi-686813"	230.05	238.76
"tcruzi-6869"	84.32	59.74
"tcruzi-688188"	426.5	201.75
"tcruzi-688191"	587.17	635.53
"tcruzi-688226"	158.78	219.02
"tcruzi-688230"	177.9	211.39
"tcruzi-688233"	641.51	640.4
"tcruzi-688234"	181.12	236.48
"tcruzi-688235"	162.56	219.45
"tcruzi-688236"	277.76	376.35
"tcruzi-688240"	1167.85	1034.01
"tcruzi-688241"	205.99	165.47
"tcruzi-688242"	216.93	283.73
"tcruzi-688243"	338.28	301.34
"tcruzi-688396"	75.38	59
"tcruzi-690043"	1290.11	1450.59
"tcruzi-691587"	53.44	80.95
"tcruzi-692396"	79.86	57
"tcruzi-693169"	186.99	160.38
"tcruzi-693187"	164.61	176.41
"tcruzi-693438"	85.13	75.79
"tcruzi-694838"	96.7	105.65
"tcruzi-695738"	3699.57	1584.89
"tcruzi-696381"	84.25	126.21
"tcruzi-696589"	5252.2	4288.09
"tcruzi-696706"	217.61	270.23
"tcruzi-699417"	135.97	82.47
"tcruzi-699464"	552.81	454.97
"tcruzi-701048"	410.25	220.4
"tcruzi-701980"	490.58	772.35
"tcruzi-702841"	65.83	85.17
"tcruzi-703146"	879.02	728
"tcruzi-705260"	92.48	74.17
"tcruzi-708476"	91.75	128.75
"tcruzi-708559"	172.14	205.03
"tcruzi-709903"	227.47	194.69
"tcruzi-710448"	477.96	564.68
"tcruzi-710561"	844.76	1154.33
"tcruzi-71087"	62.22	89.36
"tcruzi-711287"	88.13	169.82
"tcruzi-711455"	156.6	81.73
"tcruzi-71246"	49.52	46.81
"tcruzi-712933"	81.96	109.74
"tcruzi-713950"	81.43	71.07
"tcruzi-714209"	57.84	64.92
"tcruzi-714603"	84.55	78.41
"tcruzi-71506"	140.49	140.08
"tcruzi-715074"	48.53	55.73
"tcruzi-715965"	99.31	108.32
"tcruzi-716103"	74.86	61.88
"tcruzi-716173"	169.76	118.08
"tcruzi-717213"	13585.88	13585.88
"tcruzi-717278"	70.06	69.62
"tcruzi-718364"	129.96	213
"tcruzi-71874"	153.49	191.65
"tcruzi-720581"	620.99	594.74
"tcruzi-722409"	84.95	94.71
"tcruzi-723816"	84.22	94.74
"tcruzi-725295"	172.58	159.93
"tcruzi-726076"	85.7	80.46
"tcruzi-726409"	80.06	77.26
"tcruzi-728476"	314.83	421.88
"tcruzi-728837"	377.67	591.74
"tcruzi-729910"	358.65	665.73
"tcruzi-730374"	67.4	44.04
"tcruzi-730534"	242.99	95.9
"tcruzi-732582"	118.81	138.89
"tcruzi-733555"	247.84	270.46
"tcruzi-73419"	685.6	699.16
"tcruzi-735455"	100.81	127.91
"tcruzi-73607"	206.85	168.43
"tcruzi-737227"	367.33	500.85
"tcruzi-737472"	398.97	487.96
"tcruzi-737530"	178.34	217.87
"tcruzi-738525"	287.69	477.96
"tcruzi-740838"	247.07	349.34
"tcruzi-741178"	132.94	133.43
"tcruzi-741306"	254.6	362.89
"tcruzi-741693"	52.14	53.73
"tcruzi-742558"	68.77	88.16
"tcruzi-742737"	2870.4	3632.64
"tcruzi-742839"	385.54	454.04
"tcruzi-744461"	1034.01	2016
"tcruzi-744582"	414.99	1145.08
"tcruzi-745093"	96.18	106.45
"tcruzi-745533"	7230.82	3499.26
"tcruzi-746551"	133.73	121.87
"tcruzi-750806"	54.84	51.29
"tcruzi-750955"	654.58	628.91
"tcruzi-751928"	438.94	1102.49
"tcruzi-752315"	132.29	171.68
"tcruzi-753154"	76.71	95.37
"tcruzi-753182"	93.62	91.22
"tcruzi-753372"	78.21	103.42
"tcruzi-754524"	72.12	67.72
"tcruzi-755050"	223.59	279.9
"tcruzi-756200"	3820.77	3446.09
"tcruzi-75685"	81.78	128.86
"tcruzi-756994"	64.78	61.46
"tcruzi-758083"	303.16	99.72
"tcruzi-75912"	976.54	993.88
"tcruzi-75913"	288.48	492.91
"tcruzi-76062"	6379.96	5662.65
"tcruzi-763334"	235.13	252.14
"tcruzi-763703"	228.34	168.8
"tcruzi-765339"	66.96	66.68
"tcruzi-76561"	147.01	66.3
"tcruzi-765777"	2963.33	2352.84
"tcruzi-766477"	263.78	491.87
"tcruzi-767416"	73.65	82.67
"tcruzi-768201"	268.41	338.89
"tcruzi-768650"	97.07	124.16
"tcruzi-770029"	163.4	217.42
"tcruzi-770108"	123.19	189.66
"tcruzi-770585"	100.12	86.94
"tcruzi-772083"	78.94	84
"tcruzi-772251"	107.75	151.24
"tcruzi-773138"	464.12	183.77
"tcruzi-773706"	137.21	97.66
"tcruzi-773875"	74.05	100.25
"tcruzi-774474"	130.01	139.39
"tcruzi-775444"	69.04	84.73
"tcruzi-776803"	320.34	428.05
"tcruzi-77711"	198.2	271.45
"tcruzi-777292"	134.41	187.43
"tcruzi-778664"	248.61	99.24
"tcruzi-778851"	175.85	117.31
"tcruzi-780226"	47.38	49.65
"tcruzi-780472"	227.84	290.19
"tcruzi-781039"	261.22	359.13
"tcruzi-781062"	198.68	172.29
"tcruzi-781661"	92.57	162.18
"tcruzi-781919"	151.09	118.87
"tcruzi-782966"	40.68	50.42
"tcruzi-783410"	85.48	91.1
"tcruzi-783657"	301.34	410.25
"tcruzi-78369"	62	60.8
"tcruzi-784273"	131.6	178.05
"tcruzi-785462"	134.63	84.53
"tcruzi-788936"	294.54	383.34
"tcruzi-789897"	184.13	247.61
"tcruzi-790716"	357.47	662.58
"tcruzi-791273"	4691.48	4801.9
"tcruzi-791771"	141.64	122.07
"tcruzi-792104"	559.24	966.31
"tcruzi-793610"	113.9	152.72
"tcruzi-795024"	72.21	64.92
"tcruzi-795713"	865.43	732.04
"tcruzi-796033"	207.54	135.28
"tcruzi-797369"	184.97	246.01
"tcruzi-797520"	83.07	82.61
"tcruzi-797674"	142.34	200.5
"tcruzi-799164"	871.67	1344.02
"tcruzi-800738"	81.5	86
"tcruzi-801502"	188.9	71.24
"tcruzi-801835"	102.12	158.44
"tcruzi-802167"	122.17	225.46
"tcruzi-803139"	127.29	156.11
"tcruzi-804343"	80.46	81.09
"tcruzi-805816"	83.53	117.45
"tcruzi-806504"	166.71	238.25
"tcruzi-806707"	148.12	89.1
"tcruzi-807454"	96.21	103.53
"tcruzi-81215"	68.84	94.97
"tcruzi-812203"	75.82	113.78
"tcruzi-813094"	66.16	59.16
"tcruzi-813112"	69.41	68.46
"tcruzi-814944"	142.03	205.14
"tcruzi-815168"	356.8	255.63
"tcruzi-815465"	528.07	1059.1
"tcruzi-815538"	160.81	125.23
"tcruzi-81751"	119.26	121.97
"tcruzi-81962"	86.49	63.92
"tcruzi-821245"	111.16	93.18
"tcruzi-821806"	345.52	321.94
"tcruzi-822195"	109.52	118.31
"tcruzi-822399"	116.03	127.25
"tcruzi-826609"	47.57	54.14
"tcruzi-827231"	1502.65	1759.18
"tcruzi-827353"	51.12	49.85
"tcruzi-828149"	209.88	246.78
"tcruzi-829498"	156.38	109.09
"tcruzi-830033"	62.17	99.55
"tcruzi-830062"	111.91	157.71
"tcruzi-830878"	169.65	93.99
"tcruzi-832378"	431.32	414.28
"tcruzi-832577"	101.84	73.87
"tcruzi-833325"	88.23	75.73
"tcruzi-833800"	304.86	383.91
"tcruzi-833946"	57.5	64.64
"tcruzi-834879"	2918.4	917.66
"tcruzi-834928"	116.73	96.5
"tcruzi-835625"	50.26	82.33
"tcruzi-835661"	93.3	95.4
"tcruzi-835700"	100.3	125.75
"tcruzi-835820"	64.35	88.03
"tcruzi-836109"	47.45	49.52
"tcruzi-836636"	362.89	208.49
"tcruzi-836923"	80.87	83.92
"tcruzi-839412"	56.14	73.65
"tcruzi-842843"	297.08	432.83
"tcruzi-843878"	470.93	166.14
"tcruzi-843885"	89.05	215.68
"tcruzi-844349"	56.71	70.95
"tcruzi-844512"	372.32	125.18
"tcruzi-8451"	262.86	273.71
"tcruzi-8453"	1597.23	1516.79
"tcruzi-8454"	1041.43	1329.6
"tcruzi-8457"	821.09	634.24
"tcruzi-8460"	1571.34	1182.87
"tcruzi-8461"	955.78	941.46
"tcruzi-846167"	153.28	205.32
"tcruzi-846409"	46.81	48.53
"tcruzi-848624"	151.91	113.53
"tcruzi-849220"	98.37	79.92
"tcruzi-849681"	62.8	59.64
"tcruzi-849698"	210.55	125.3
"tcruzi-8497"	1079.56	884.49
"tcruzi-849801"	130.25	114.75
"tcruzi-850294"	47.73	65.5
"tcruzi-85073"	187.85	135.23
"tcruzi-850926"	556.39	532.8
"tcruzi-851129"	167.14	90.27
"tcruzi-852013"	129.1	104.08
"tcruzi-855208"	68.88	66.03
"tcruzi-855499"	114.61	165.94
"tcruzi-855809"	77.82	133.37
"tcruzi-856778"	55.8	60.75
"tcruzi-858343"	143.08	100.37
"tcruzi-860467"	102.31	36.76
"tcruzi-861121"	50.26	77.98
"tcruzi-861730"	63.14	69.69
"tcruzi-862875"	62.53	46.71
"tcruzi-863572"	63.09	66.11
"tcruzi-863969"	93.99	75.38
"tcruzi-864109"	57.24	56.37
"tcruzi-864569"	52.37	47.57
"tcruzi-86610"	63.59	48.71
"tcruzi-866409"	245.24	266
"tcruzi-867280"	682.66	440.04
"tcruzi-867281"	2097.09	2453.96
"tcruzi-867282"	2486.84	3323.6
"tcruzi-867283"	2168.93	3279.73
"tcruzi-867284"	630.17	755.22
"tcruzi-867286"	74.49	129.04
"tcruzi-867287"	278.3	435.01
"tcruzi-867533"	48.8	60.23
"tcruzi-867561"	200.33	288.84
"tcruzi-867646"	119.71	58.42
"tcruzi-867649"	92.11	132.94
"tcruzi-869391"	548.91	892.52
"tcruzi-869422"	109.09	110.02
"tcruzi-869560"	84.12	78.3
"tcruzi-871282"	79.86	89.5
"tcruzi-871581"	648.18	467.06
"tcruzi-872555"	161.91	154.24
"tcruzi-876536"	103.78	163.9
"tcruzi-876681"	66.74	231.57
"tcruzi-87751"	92.3	95.56
"tcruzi-882337"	161.02	169.82
"tcruzi-883040"	147.23	150.97
"tcruzi-885610"	290.81	398.44
"tcruzi-886699"	91.33	136.94
"tcruzi-88689"	920.98	1537.28
"tcruzi-887784"	291.18	125.11
"tcruzi-890634"	515.18	645.59
"tcruzi-892704"	92.85	120.24
"tcruzi-89340"	269.23	426.5
"tcruzi-893755"	274.97	284.91
"tcruzi-895663"	130.12	173.59
"tcruzi-89612"	1913.24	262.43
"tcruzi-89675"	384.89	310.79
"tcruzi-898688"	83	146.78
"tcruzi-900587"	67.12	66.16
"tcruzi-901484"	159.33	139.61
"tcruzi-905074"	133.89	80.68
"tcruzi-906744"	92.19	254.6
"tcruzi-90692"	228.73	413.22
"tcruzi-907392"	70.6	145.38
"tcruzi-907827"	165.47	149.55
"tcruzi-907895"	117.18	170.69
"tcruzi-90808"	177.23	78.54
"tcruzi-909455"	1380.69	1476.19
"tcruzi-909892"	60.52	58.96
"tcruzi-910450"	87.42	101.45
"tcruzi-91086"	156.84	142.26
"tcruzi-913688"	59.95	87.29
"tcruzi-914067"	99.2	144.6
"tcruzi-915193"	75.46	116.77
"tcruzi-91796"	62.99	74.9
"tcruzi-918191"	1681.72	1634.44
"tcruzi-918672"	416.97	127.99
"tcruzi-918800"	256.91	182.58
"tcruzi-919419"	927.04	904.02
"tcruzi-919631"	66.8	55.26
"tcruzi-919750"	92.72	128.58
"tcruzi-920019"	89.57	84.32
"tcruzi-920085"	92.42	77.2
"tcruzi-92112"	573.2	802.91
"tcruzi-923964"	69.69	62.22
"tcruzi-924451"	83.65	100.09
"tcruzi-924562"	56.52	68.13
"tcruzi-925396"	132.6	83.58
"tcruzi-925648"	96.36	106.37
"tcruzi-925701"	109.99	132.77
"tcruzi-92795"	96.28	97.41
"tcruzi-928686"	118.15	353.91
"tcruzi-929590"	132.1	167.14
"tcruzi-930155"	121.92	87.72
"tcruzi-930441"	432.83	533.96
"tcruzi-930543"	65.05	69.98
"tcruzi-930853"	117.68	92.06
"tcruzi-931554"	74.37	60.88
"tcruzi-932567"	95.32	81.89
"tcruzi-933465"	355.27	271.98
"tcruzi-934350"	79.35	112.19
"tcruzi-934987"	54.03	71.02
"tcruzi-937298"	102.84	170.44
"tcruzi-937352"	88.98	86.32
"tcruzi-939002"	145.1	80.78
"tcruzi-939855"	245.7	226.64
"tcruzi-940394"	88.6	85.02
"tcruzi-941274"	134.23	170.27
"tcruzi-942193"	87.47	88.52
"tcruzi-942199"	57.98	86.66
"tcruzi-942807"	152.24	129.4
"tcruzi-943492"	62.58	61.38
"tcruzi-943678"	67.8	73.28
"tcruzi-945265"	105.67	78.81
"tcruzi-950434"	175.71	83.44
"tcruzi-95372"	201.75	297.7
"tcruzi-955019"	274.12	173.72
"tcruzi-957528"	167.51	370.97
"tcruzi-958298"	96.65	95.12
"tcruzi-960462"	348.75	459.26
"tcruzi-961076"	143.68	72.39
"tcruzi-961156"	74.64	97.46
"tcruzi-961296"	985.18	163.9
"tcruzi-961653"	153.21	109.14
"tcruzi-963367"	86.44	105.08
"tcruzi-964365"	117.23	105.84
"tcruzi-965570"	231.08	278.71
"tcruzi-966474"	68.44	84.9
"tcruzi-967105"	51.65	49.72
"tcruzi-967160"	105.59	84.07
"tcruzi-967228"	80.01	128.28
"tcruzi-969716"	71.58	64.05
"tcruzi-970131"	199.47	49.09
"tcruzi-970768"	131.83	217.61
"tcruzi-971006"	854.57	123.09
"tcruzi-971167"	108.57	80.14
"tcruzi-97124"	83.74	122.4
"tcruzi-971276"	90.99	78.25
"tcruzi-972172"	64.5	58.85
"tcruzi-972827"	220.04	326.58
"tcruzi-973"	947.64	1876.36
"tcruzi-973457"	176.41	164.84
"tcruzi-973893"	60.71	82.24
"tcruzi-97405"	171.68	202.31
"tcruzi-97437"	157.12	190
"tcruzi-976262"	109.01	133.03
"tcruzi-976778"	1210.59	1216.6
"tcruzi-977113"	199.09	91.38
"tcruzi-978251"	2301.94	888.78
"tcruzi-979112"	211.19	147.72
"tcruzi-979514"	119.55	127.7
"tcruzi-979946"	140.03	116.41
"tcruzi-982153"	90.77	76.34
"tcruzi-984441"	1313.2	934.31
"tcruzi-984490"	170.23	483.68
"tcruzi-984569"	169.43	183.36
"tcruzi-984579"	79.02	106.25
"tcruzi-985728"	80.95	94.03
"tcruzi-985731"	184.82	109.19
"tcruzi-986709"	163.95	149.74
"tcruzi-988629"	74.22	107.48
"tcruzi-990212"	115.08	73.33
"tcruzi-990730"	88.35	90.89
"tcruzi-993929"	159.44	72.74
"tcruzi-994235"	195.11	206.65
"tcruzi-994568"	86.06	91.89
"tcruzi-994842"	114.13	95
"tcruzi-994926"	83.24	60.85
"tcruzi-995005"	140.82	121.04
"tcruzi-99594"	49.29	44.56
"tcruzi-996554"	99.24	72.03
"tcruzi-997567"	71.2	129.51
"tcruzi-998554"	122.61	98.3
"tcruzi-998823"	63.8	67.31
