"Reporter Name"	"BR_NE_normalizedData_r1"	"BR_NE_normalizedData_r2"
"tcruzi-599647"	136.03	207.05
"tcruzi-600813"	346.09	308.09
"tcruzi-601037"	86.96	66.53
"tcruzi-602794"	106.08	147.23
"tcruzi-604297"	82.33	116.55
"tcruzi-604374"	89.95	83.24
"tcruzi-604401"	154.8	174.34
"tcruzi-604634"	45.31	43.82
"tcruzi-605266"	91.95	125.7
"tcruzi-606587"	214.53	159.4
"tcruzi-607193"	105.32	119.26
"tcruzi-609627"	67.9	68.17
"tcruzi-610155"	250.05	320.34
"tcruzi-61024"	86.06	106.72
"tcruzi-610691"	253.81	210.21
"tcruzi-61084"	146.78	232.59
"tcruzi-611154"	143	119.85
"tcruzi-613249"	193.55	203.3
"tcruzi-613975"	1648.13	2636.44
"tcruzi-614243"	69.24	79.68
"tcruzi-614705"	1196.39	1551.07
"tcruzi-615365"	105.59	94.34
"tcruzi-615368"	69.45	65.19
"tcruzi-615424"	88.52	97.46
"tcruzi-615938"	220.04	288.19
"tcruzi-616339"	1300.58	1597.23
"tcruzi-616798"	64.24	60.73
"tcruzi-618195"	452.96	497.06
"tcruzi-621155"	134.41	176.11
"tcruzi-623483"	223.3	218.78
"tcruzi-623854"	144.78	423.94
"tcruzi-624110"	461.3	367.33
"tcruzi-624274"	216.42	206.26
"tcruzi-624719"	74.75	69.33
"tcruzi-626154"	125.49	134.15
"tcruzi-628140"	111.61	155.96
"tcruzi-62969"	191.86	184.34
"tcruzi-62994"	116.73	144.08
"tcruzi-630483"	562.31	745.08
"tcruzi-631107"	291.76	594.74
"tcruzi-632799"	164.96	197.76
"tcruzi-635402"	63.75	83.94
"tcruzi-636987"	78.9	92.74
"tcruzi-637136"	126.75	147.5
"tcruzi-637474"	54.99	53.24
"tcruzi-637798"	232.78	201.07
"tcruzi-638294"	129.86	68.4
"tcruzi-638996"	235.13	164.08
"tcruzi-640745"	138.48	146.48
"tcruzi-643068"	94.74	105.56
"tcruzi-643211"	1210.59	473.75
"tcruzi-643313"	274.97	308.39
"tcruzi-643363"	202.64	217.01
"tcruzi-647851"	174.17	157.02
"tcruzi-648429"	492.91	570.32
"tcruzi-648644"	213.5	213.91
"tcruzi-648656"	68.62	51.9
"tcruzi-648762"	139.2	234.61
"tcruzi-648781"	142.94	299.54
"tcruzi-648782"	268.08	272.46
"tcruzi-648784"	168.1	256.48
"tcruzi-648785"	366.42	516.47
"tcruzi-648786"	468.14	671.91
"tcruzi-648983"	136.74	160.98
"tcruzi-649030"	315.24	365.97
"tcruzi-649548"	215.97	377.67
"tcruzi-649889"	140.64	114.11
"tcruzi-650024"	89.55	75.13
"tcruzi-651063"	140.17	172.14
"tcruzi-652508"	170.23	204.7
"tcruzi-65336"	113.47	116
"tcruzi-654161"	76	65.66
"tcruzi-656666"	80.8	81.89
"tcruzi-656805"	54.45	51.39
"tcruzi-659597"	93.87	75.18
"tcruzi-660569"	1216.6	892.52
"tcruzi-662288"	271.98	190.31
"tcruzi-662375"	77.64	95.15
"tcruzi-662395"	109.83	97.64
"tcruzi-662808"	97.2	86.81
"tcruzi-665278"	246.78	245.24
"tcruzi-667001"	158.87	129.4
"tcruzi-667047"	88.16	76.25
"tcruzi-667137"	1097.81	414.99
"tcruzi-668318"	212.89	285.87
"tcruzi-669057"	94.63	62.37
"tcruzi-669853"	142.29	159.01
"tcruzi-669939"	85.65	69.17
"tcruzi-670005"	155.82	59.45
"tcruzi-670242"	87.18	122.46
"tcruzi-67123"	1188.3	2016
"tcruzi-671852"	124.14	123.73
"tcruzi-672835"	309.29	157.21
"tcruzi-67285"	366.86	146.55
"tcruzi-67300"	135.74	206.65
"tcruzi-673146"	249.24	296.23
"tcruzi-673386"	196.34	99.72
"tcruzi-674898"	9777.65	10344.94
"tcruzi-678469"	56.95	66.11
"tcruzi-67860"	175.22	223.48
"tcruzi-680409"	985.18	1210.59
"tcruzi-680947"	53.84	58.05
"tcruzi-681098"	79.96	84.19
"tcruzi-681203"	370.97	387.23
"tcruzi-681382"	288.48	394.83
"tcruzi-682546"	559.24	577.19
"tcruzi-682834"	107.75	79.96
"tcruzi-683142"	107.12	96.02
"tcruzi-684687"	408.54	454.04
"tcruzi-685392"	87.7	105.91
"tcruzi-685450"	1434.3	993.88
"tcruzi-686026"	116.41	142.55
"tcruzi-686575"	141.34	90.15
"tcruzi-686813"	79.84	78.37
"tcruzi-6869"	90.21	72.63
"tcruzi-688188"	1571.34	500.85
"tcruzi-688191"	1445.77	1290.11
"tcruzi-688226"	830.3	1425.11
"tcruzi-688230"	789.44	1067.23
"tcruzi-688233"	489.66	840.5
"tcruzi-688234"	920.98	1041.43
"tcruzi-688235"	854.57	1216.6
"tcruzi-688236"	734.86	941.46
"tcruzi-688240"	740.48	444.67
"tcruzi-688241"	1145.08	1107.74
"tcruzi-688242"	1041.43	1026.15
"tcruzi-688243"	1344.02	1558.03
"tcruzi-688396"	67.45	71.5
"tcruzi-690043"	848.89	1073.91
"tcruzi-691587"	78.11	129.84
"tcruzi-692396"	102.17	97.87
"tcruzi-693169"	160.81	177.76
"tcruzi-693187"	440.75	74.86
"tcruzi-693438"	137.21	88.6
"tcruzi-694838"	180.71	156.11
"tcruzi-695738"	399.62	251.68
"tcruzi-696381"	72.67	72.24
"tcruzi-696589"	125.18	130.01
"tcruzi-696706"	270.77	372.32
"tcruzi-699417"	91.74	97.14
"tcruzi-699464"	511.67	715.82
"tcruzi-701048"	371.65	382.52
"tcruzi-701980"	2131.06	258.29
"tcruzi-702841"	87.78	94.92
"tcruzi-703146"	78.41	54.31
"tcruzi-705260"	103.14	88.42
"tcruzi-708476"	121.9	130.48
"tcruzi-708559"	879.02	619.45
"tcruzi-709903"	189.04	143.21
"tcruzi-710448"	723	656.62
"tcruzi-710561"	182.07	233.83
"tcruzi-71087"	91.5	83.47
"tcruzi-711287"	98.53	89.12
"tcruzi-711455"	3874.66	3057.3
"tcruzi-71246"	50.06	43.35
"tcruzi-712933"	528.07	630.17
"tcruzi-713950"	104.13	91.6
"tcruzi-714209"	67.54	60.47
"tcruzi-714603"	118.15	95.82
"tcruzi-71506"	138.17	93.74
"tcruzi-715074"	53.18	48.14
"tcruzi-715965"	106.86	100.3
"tcruzi-716103"	87.75	69.4
"tcruzi-716173"	205.32	562.31
"tcruzi-717213"	993.88	794.75
"tcruzi-717278"	64.24	82.37
"tcruzi-718364"	133.48	143.88
"tcruzi-71874"	367.98	404.26
"tcruzi-720581"	357.13	395.61
"tcruzi-722409"	74.97	69.17
"tcruzi-723816"	76.56	76.14
"tcruzi-725295"	299.54	299.06
"tcruzi-726076"	70.06	72
"tcruzi-726409"	34.33	50.42
"tcruzi-728476"	121.29	149.74
"tcruzi-728837"	197.12	327.73
"tcruzi-729910"	137.6	162.56
"tcruzi-730374"	54.31	46.45
"tcruzi-730534"	120.65	127.21
"tcruzi-732582"	134.23	110.91
"tcruzi-733555"	556.39	523.42
"tcruzi-73419"	245.48	212.48
"tcruzi-735455"	113.11	103.08
"tcruzi-73607"	146.55	145.85
"tcruzi-737227"	3010.07	4194.06
"tcruzi-737472"	236.48	191.4
"tcruzi-737530"	233.59	440.75
"tcruzi-738525"	1894.69	726.08
"tcruzi-740838"	766.73	786.1
"tcruzi-741178"	233.38	127.1
"tcruzi-741306"	1137.15	796.65
"tcruzi-741693"	61.24	55.05
"tcruzi-742558"	68.46	58.01
"tcruzi-742737"	237.34	225.65
"tcruzi-742839"	236.79	213.72
"tcruzi-744461"	3182.74	5252.2
"tcruzi-744582"	194.72	224.79
"tcruzi-745093"	111.35	144.88
"tcruzi-745533"	83.14	91.66
"tcruzi-746551"	745.08	1271.5
"tcruzi-750806"	44.45	45.73
"tcruzi-750955"	238.76	306.92
"tcruzi-751928"	661.16	141.15
"tcruzi-752315"	82.22	86.59
"tcruzi-753154"	68.98	82.17
"tcruzi-753182"	64.56	80.71
"tcruzi-753372"	100.8	79.78
"tcruzi-754524"	66.11	67.6
"tcruzi-755050"	100.34	182.67
"tcruzi-756200"	266.25	290.99
"tcruzi-75685"	46.16	56.18
"tcruzi-756994"	113.18	68.75
"tcruzi-758083"	532.8	146
"tcruzi-75912"	185.44	322.98
"tcruzi-75913"	98.15	159.13
"tcruzi-76062"	65.14	56.18
"tcruzi-763334"	92.42	118.78
"tcruzi-763703"	110.95	135.28
"tcruzi-765339"	77.26	64.59
"tcruzi-76561"	118.73	102.95
"tcruzi-765777"	1176.24	1842.78
"tcruzi-766477"	465.53	391.57
"tcruzi-767416"	96.41	96.25
"tcruzi-768201"	141.56	159.48
"tcruzi-768650"	335.06	334.66
"tcruzi-770029"	312.24	405.16
"tcruzi-770108"	64.35	69.69
"tcruzi-770585"	77.95	84.93
"tcruzi-772083"	55.53	72.74
"tcruzi-772251"	174.74	164.84
"tcruzi-773138"	184.82	85.85
"tcruzi-773706"	111.22	126.26
"tcruzi-773875"	80.19	63.5
"tcruzi-774474"	200.33	199.09
"tcruzi-775444"	59.79	65.28
"tcruzi-776803"	380.64	431.32
"tcruzi-77711"	145.78	170.59
"tcruzi-777292"	126.07	162.45
"tcruzi-778664"	234.61	133.73
"tcruzi-778851"	106.4	101.02
"tcruzi-780226"	86.54	56.35
"tcruzi-780472"	794.75	1005.63
"tcruzi-781039"	142.45	137.32
"tcruzi-781062"	156.11	136.9
"tcruzi-781661"	307.55	419.87
"tcruzi-781919"	81.98	84.49
"tcruzi-782966"	57.84	56.95
"tcruzi-783410"	59.68	51.97
"tcruzi-783657"	1827.13	1942.2
"tcruzi-78369"	47.9	68.64
"tcruzi-784273"	93.3	72.5
"tcruzi-785462"	253.38	236.79
"tcruzi-788936"	322.38	272.19
"tcruzi-789897"	68.15	79.29
"tcruzi-790716"	438.94	459.26
"tcruzi-791273"	2963.33	3572.73
"tcruzi-791771"	72.5	105.32
"tcruzi-792104"	296.56	470.93
"tcruzi-793610"	73.24	72.78
"tcruzi-795024"	62.8	66.91
"tcruzi-795713"	380.12	367.98
"tcruzi-796033"	149.24	129.66
"tcruzi-797369"	796.65	1188.3
"tcruzi-797520"	208.14	283.73
"tcruzi-797674"	108.35	106.67
"tcruzi-799164"	2016	2486.84
"tcruzi-800738"	80.58	74.23
"tcruzi-801502"	135.81	84.37
"tcruzi-801835"	181.63	137.15
"tcruzi-802167"	112.59	131.69
"tcruzi-803139"	210.73	171.24
"tcruzi-804343"	196.03	207.69
"tcruzi-805816"	94.41	115.16
"tcruzi-806504"	169.89	220.25
"tcruzi-806707"	326.58	155.11
"tcruzi-807454"	71.1	60.3
"tcruzi-81215"	141.22	186.58
"tcruzi-812203"	67.56	76.06
"tcruzi-813094"	63.91	176.5
"tcruzi-813112"	65.74	59.58
"tcruzi-814944"	165.47	246.21
"tcruzi-815168"	78.25	61.31
"tcruzi-815465"	160.72	121.62
"tcruzi-815538"	93.5	132.23
"tcruzi-81751"	127.79	81.8
"tcruzi-81962"	97.14	90.06
"tcruzi-821245"	49.2	55.8
"tcruzi-821806"	212.08	242.67
"tcruzi-822195"	115.8	203.01
"tcruzi-822399"	85.07	133.16
"tcruzi-826609"	53.84	51.16
"tcruzi-827231"	90.56	112.81
"tcruzi-827353"	43.03	46.09
"tcruzi-828149"	83.33	126.11
"tcruzi-829498"	114.27	60.52
"tcruzi-830033"	41.16	53.11
"tcruzi-830062"	418.36	626.8
"tcruzi-830878"	157.24	134.88
"tcruzi-832378"	83.7	79.4
"tcruzi-832577"	92.09	107.48
"tcruzi-833325"	75	75.8
"tcruzi-833800"	314.51	254.1
"tcruzi-833946"	75.09	67.74
"tcruzi-834879"	69.95	113.41
"tcruzi-834928"	344.95	302.57
"tcruzi-835625"	78.81	96.8
"tcruzi-835661"	84.6	78.96
"tcruzi-835700"	237.91	245.48
"tcruzi-835820"	65.37	82.31
"tcruzi-836109"	47.45	53.66
"tcruzi-836636"	317.11	337.77
"tcruzi-836923"	81.23	75.67
"tcruzi-839412"	61.14	78.03
"tcruzi-842843"	669.9	1228.51
"tcruzi-843878"	1172.39	255.63
"tcruzi-843885"	67.64	161.79
"tcruzi-844349"	77.8	76.63
"tcruzi-844512"	409.52	135.01
"tcruzi-8451"	223.69	228.57
"tcruzi-8453"	323.88	338.89
"tcruzi-8454"	179.4	203.1
"tcruzi-8457"	175.03	240.44
"tcruzi-8460"	597.87	617.64
"tcruzi-8461"	601.8	712.4
"tcruzi-846167"	156.17	202.85
"tcruzi-846409"	51.9	51.65
"tcruzi-848624"	112.41	101.99
"tcruzi-849220"	70.51	70.48
"tcruzi-849681"	41.39	54.52
"tcruzi-849698"	106.64	91.22
"tcruzi-8497"	1271.5	280.85
"tcruzi-849801"	462.39	96.41
"tcruzi-850294"	69.83	72.12
"tcruzi-85073"	350.01	142.14
"tcruzi-850926"	354.79	351.41
"tcruzi-851129"	131.32	107.09
"tcruzi-852013"	72.98	73.08
"tcruzi-855208"	84.6	73.26
"tcruzi-855499"	75.59	85.44
"tcruzi-855809"	153.21	163.08
"tcruzi-856778"	78.37	74.56
"tcruzi-858343"	293.44	172.45
"tcruzi-860467"	57.27	50.65
"tcruzi-861121"	52.37	65.6
"tcruzi-861730"	51.19	62.45
"tcruzi-862875"	42.42	52.37
"tcruzi-863572"	66.05	61.6
"tcruzi-863969"	48.06	66.39
"tcruzi-864109"	95.64	94.85
"tcruzi-864569"	60.37	61.76
"tcruzi-86610"	61.11	53.86
"tcruzi-866409"	423.23	318.31
"tcruzi-867280"	675.11	1079.56
"tcruzi-867281"	654.58	1102.49
"tcruzi-867282"	499.56	907.35
"tcruzi-867283"	443.82	799.62
"tcruzi-867284"	405.16	573.2
"tcruzi-867286"	125.3	194.34
"tcruzi-867287"	419.16	426.5
"tcruzi-867533"	56.71	61.14
"tcruzi-867561"	99.84	105.03
"tcruzi-867646"	61.6	64.5
"tcruzi-867649"	84.92	101.45
"tcruzi-869391"	314.83	243.71
"tcruzi-869422"	177.12	173.36
"tcruzi-869560"	117.82	122.88
"tcruzi-871282"	94.99	139.12
"tcruzi-871581"	184.72	214.44
"tcruzi-872555"	183.62	130.92
"tcruzi-876536"	145.85	146.36
"tcruzi-876681"	54.38	48.37
"tcruzi-87751"	106.57	96.02
"tcruzi-882337"	1634.44	1672.63
"tcruzi-883040"	133.16	121.26
"tcruzi-885610"	247.84	205.09
"tcruzi-886699"	127.21	141.68
"tcruzi-88689"	730.3	766.73
"tcruzi-887784"	226.64	150.55
"tcruzi-890634"	158.03	179.3
"tcruzi-892704"	69.98	141.06
"tcruzi-89340"	1714.01	2253.43
"tcruzi-893755"	78.87	72.6
"tcruzi-895663"	96.65	95.49
"tcruzi-89612"	6626.94	2453.96
"tcruzi-89675"	193.13	185.3
"tcruzi-898688"	135.5	146.78
"tcruzi-900587"	58.21	75.38
"tcruzi-901484"	312.54	397.21
"tcruzi-905074"	156.6	99.69
"tcruzi-906744"	84.45	75.63
"tcruzi-90692"	83.9	70.86
"tcruzi-907392"	88.39	75.8
"tcruzi-907827"	264.26	164.23
"tcruzi-907895"	60.78	98.29
"tcruzi-90808"	198.96	107.83
"tcruzi-909455"	247.07	251.13
"tcruzi-909892"	83.62	83.08
"tcruzi-910450"	96.97	108.25
"tcruzi-91086"	374.09	321.49
"tcruzi-913688"	43.66	71.3
"tcruzi-914067"	215.23	302.23
"tcruzi-915193"	258.05	266.25
"tcruzi-91796"	72.38	65.72
"tcruzi-918191"	91.66	77.34
"tcruzi-918672"	136.9	127.52
"tcruzi-918800"	156.84	151.09
"tcruzi-919419"	110.21	87.68
"tcruzi-919631"	78.63	85.39
"tcruzi-919750"	104.36	96.74
"tcruzi-920019"	75.89	94.08
"tcruzi-920085"	151.24	125.53
"tcruzi-92112"	141.96	153.9
"tcruzi-923964"	75.42	74.1
"tcruzi-924451"	77.23	68.32
"tcruzi-924562"	104.17	100.84
"tcruzi-925396"	238.25	100
"tcruzi-925648"	110.68	117.02
"tcruzi-925701"	63.38	71.16
"tcruzi-92795"	326.24	241.73
"tcruzi-928686"	160.04	137.45
"tcruzi-929590"	207.05	186.01
"tcruzi-930155"	110.3	114.14
"tcruzi-930441"	445.96	234.12
"tcruzi-930543"	53.93	73.23
"tcruzi-930853"	76.06	88.92
"tcruzi-931554"	70.19	53.81
"tcruzi-932567"	142.03	145.42
"tcruzi-933465"	119.89	132.5
"tcruzi-934350"	86.77	92.87
"tcruzi-934987"	81.73	67.09
"tcruzi-937298"	71.46	80.82
"tcruzi-937352"	73.24	80.62
"tcruzi-939002"	140.95	87.87
"tcruzi-939855"	106.86	90.21
"tcruzi-940394"	78.17	85.56
"tcruzi-941274"	144.93	247.41
"tcruzi-942193"	87.13	84.63
"tcruzi-942199"	127.59	121.95
"tcruzi-942807"	275.78	216.81
"tcruzi-943492"	69.87	61.01
"tcruzi-943678"	90.96	99.16
"tcruzi-945265"	74.45	82.58
"tcruzi-950434"	78.49	67.8
"tcruzi-95372"	266	330.82
"tcruzi-955019"	135.35	130.54
"tcruzi-957528"	123.09	86.44
"tcruzi-958298"	128.75	86.36
"tcruzi-960462"	154.55	207.9
"tcruzi-961076"	3699.57	4288.09
"tcruzi-961156"	81.69	97.03
"tcruzi-961296"	5894.16	848.89
"tcruzi-961653"	118.43	78.81
"tcruzi-963367"	87.7	86.49
"tcruzi-964365"	83.65	117.12
"tcruzi-965570"	128.32	76.46
"tcruzi-966474"	101.27	145.78
"tcruzi-967105"	52.47	52.69
"tcruzi-967160"	95.37	90.96
"tcruzi-967228"	84.25	95.1
"tcruzi-969716"	73.62	67.88
"tcruzi-970131"	46.71	62.9
"tcruzi-970768"	140.82	160.72
"tcruzi-971006"	4500.9	390.11
"tcruzi-971167"	81.44	106.29
"tcruzi-97124"	164.2	298.21
"tcruzi-971276"	112.02	65.96
"tcruzi-972172"	93.15	67.35
"tcruzi-972827"	2636.44	2520
"tcruzi-973"	431.92	481.64
"tcruzi-973457"	416.97	680.28
"tcruzi-973893"	72.08	89.99
"tcruzi-97405"	115.8	146.18
"tcruzi-97437"	155.19	202.48
"tcruzi-976262"	79.48	87.29
"tcruzi-976778"	517.18	83.28
"tcruzi-977113"	158.5	111.77
"tcruzi-978251"	100.72	77.38
"tcruzi-979112"	176.88	161.39
"tcruzi-979514"	1049.82	1434.3
"tcruzi-979946"	93.15	112.95
"tcruzi-982153"	78.3	72.55
"tcruzi-984441"	168.29	197.27
"tcruzi-984490"	196.51	306.44
"tcruzi-984569"	130.2	134.23
"tcruzi-984579"	147.33	122.28
"tcruzi-985728"	136.39	74.02
"tcruzi-985731"	573.2	495.89
"tcruzi-986709"	199.66	207.28
"tcruzi-988629"	126.92	195.11
"tcruzi-990212"	94.92	81.21
"tcruzi-990730"	88.03	82.53
"tcruzi-993929"	77.89	74.56
"tcruzi-994235"	315.85	457.59
"tcruzi-994568"	101.72	108.73
"tcruzi-994842"	139.5	92.8
"tcruzi-994926"	47.73	53.59
"tcruzi-995005"	88.16	132.7
"tcruzi-99594"	49.85	54.38
"tcruzi-996554"	67.03	75.53
"tcruzi-997567"	72.12	58.64
"tcruzi-998554"	49.75	54.99
"tcruzi-998823"	85.75	98.68
