"Reporter Name"	"MX_PO_normalizedData_r1"	"MX_PO_normalizedData_r2"
"tcruzi-547440"	133.92	264.71
"tcruzi-55058"	10475.48	14282.86
"tcruzi-551394"	72.46	110.94
"tcruzi-551918"	87.21	83.72
"tcruzi-553195"	140.37	130.95
"tcruzi-553524"	5486.47	7974.96
"tcruzi-554259"	124.45	117.62
"tcruzi-554406"	344.64	308.43
"tcruzi-554736"	156.5	203.71
"tcruzi-555434"	738.71	1052.88
"tcruzi-555845"	65.59	127.56
"tcruzi-558143"	636.84	909.86
"tcruzi-561038"	6892.68	10423.94
"tcruzi-56112"	126.52	222.09
"tcruzi-561297"	310.64	392.52
"tcruzi-561864"	157.54	161.56
"tcruzi-562187"	119.75	197.99
"tcruzi-56254"	665.55	725.41
"tcruzi-565792"	5386.22	7667.98
"tcruzi-567601"	118.47	159.9
"tcruzi-567738"	126.1	158.98
"tcruzi-568393"	186.64	156.09
"tcruzi-570165"	1333.88	1939.52
"tcruzi-572435"	75.33	82.53
"tcruzi-574963"	108.1	114.48
"tcruzi-575796"	66.76	72.83
"tcruzi-575800"	36413.21	39232.53
"tcruzi-576045"	104.02	110.85
"tcruzi-576835"	872.46	1333.88
"tcruzi-577434"	8138.43	439.55
"tcruzi-577456"	3298.43	5949.26
"tcruzi-578766"	221.24	364.51
"tcruzi-579053"	210.56	141.44
"tcruzi-579132"	3282.43	4606.26
"tcruzi-579265"	133.65	173.19
"tcruzi-579521"	38337.1	38606.08
"tcruzi-579522"	19714.86	25940.49
"tcruzi-579557"	25078.7	29760.89
"tcruzi-579562"	36886.26	40142.1
"tcruzi-579563"	28277.02	25343.95
"tcruzi-579737"	814.88	232.14
"tcruzi-579777"	240.87	304.01
"tcruzi-579975"	6000.86	293.45
"tcruzi-579976"	31028.78	346.62
"tcruzi-580623"	9905.38	13336.31
"tcruzi-58173"	399.36	615.18
"tcruzi-583217"	88.56	115.44
"tcruzi-58355"	200.19	238.24
"tcruzi-584814"	110.91	97.13
"tcruzi-584833"	213.1	229.75
"tcruzi-585970"	54.73	75.44
"tcruzi-587694"	122.26	82.19
"tcruzi-587811"	158.5	124.13
"tcruzi-588332"	186.43	178.93
"tcruzi-588625"	142.3	221.58
"tcruzi-589049"	12735.84	17767.13
"tcruzi-589178"	440.67	616.51
"tcruzi-590219"	51.2	53.69
"tcruzi-590383"	89.38	80.75
"tcruzi-593291"	47185.54	42432.87
"tcruzi-593486"	474.58	189.96
"tcruzi-595207"	96.33	57.47
"tcruzi-59587"	3794.62	2243.56
"tcruzi-596600"	301.44	443.28
"tcruzi-596826"	167.06	222.29
"tcruzi-596993"	133.75	168.04
"tcruzi-597083"	254.49	113.88
"tcruzi-597320"	189.86	204.17
"tcruzi-598166"	202.28	136.7
"tcruzi-599126"	542.3	510.35
"tcruzi-599647"	103.75	111.51
"tcruzi-600813"	593.32	485.78
"tcruzi-601037"	130.99	138.61
"tcruzi-602794"	172.07	202.11
"tcruzi-604297"	151.6	150.71
"tcruzi-604374"	253.62	298.18
"tcruzi-604401"	165.32	104.77
"tcruzi-604634"	50.48	48.4
"tcruzi-605266"	93.24	405.53
"tcruzi-606587"	170.83	87.78
"tcruzi-607193"	963.78	456.1
"tcruzi-609627"	244.15	236.86
"tcruzi-610155"	3070.69	3474.52
"tcruzi-61024"	372.03	255.05
"tcruzi-610691"	467.77	624.84
"tcruzi-61084"	302.84	225.45
"tcruzi-611154"	1114.65	1840.28
"tcruzi-613249"	50113.04	48645.58
"tcruzi-613975"	727.19	716.84
"tcruzi-614243"	83.63	92.52
"tcruzi-614705"	670.89	859.79
"tcruzi-615365"	210.06	95.65
"tcruzi-615368"	47.86	58.25
"tcruzi-615424"	277.06	129.35
"tcruzi-615938"	923.52	1075.79
"tcruzi-616339"	532.11	330.1
"tcruzi-616798"	85.4	82.97
"tcruzi-618195"	214.46	152.69
"tcruzi-621155"	262.7	265.46
"tcruzi-623483"	537.89	654.48
"tcruzi-623854"	169.21	184.35
"tcruzi-624110"	10290.45	373.46
"tcruzi-624274"	36287.97	42492.45
"tcruzi-624719"	78.06	76.76
"tcruzi-626154"	1872.02	584.82
"tcruzi-628140"	190.28	181.34
"tcruzi-62969"	330.1	388.78
"tcruzi-62994"	1583.78	264.06
"tcruzi-630483"	17457.78	18095.26
"tcruzi-631107"	168.6	105.33
"tcruzi-632799"	1052.88	118.44
"tcruzi-635402"	88.31	78.42
"tcruzi-636987"	106.18	97.62
"tcruzi-637136"	123.37	110.4
"tcruzi-637474"	70.03	54.96
"tcruzi-637798"	189.02	213.75
"tcruzi-638294"	125.09	106.97
"tcruzi-638996"	579.54	429.29
"tcruzi-640745"	218.74	180.63
"tcruzi-643068"	144.16	151.6
"tcruzi-643211"	654.48	542.3
"tcruzi-643313"	677.37	817.93
"tcruzi-643363"	107.91	115.6
"tcruzi-647851"	453.24	848.85
"tcruzi-648429"	374.15	402.31
"tcruzi-648644"	46685.53	12112.23
"tcruzi-648656"	80.71	60.53
"tcruzi-648762"	38964.14	11403.56
"tcruzi-648781"	42432.87	44397.93
"tcruzi-648782"	52217.34	41132.78
"tcruzi-648784"	45393.5	40371.12
"tcruzi-648785"	51180.4	45318.86
"tcruzi-648786"	38697.11	40418.15
"tcruzi-648983"	139.7	117.4
"tcruzi-649030"	1289.22	2270.59
"tcruzi-649548"	140.05	134
"tcruzi-649889"	139.18	185.51
"tcruzi-650024"	121.72	130.24
"tcruzi-651063"	165.42	205.37
"tcruzi-652508"	182.53	154.79
"tcruzi-65336"	136.96	164.96
"tcruzi-654161"	7358.72	13443.19
"tcruzi-656666"	205.51	182.46
"tcruzi-656805"	51.4	73.27
"tcruzi-659597"	394.58	413.61
"tcruzi-660569"	26378.44	28991.39
"tcruzi-662288"	246.88	281.76
"tcruzi-662375"	91.82	95.27
"tcruzi-662395"	202.74	278.01
"tcruzi-662808"	267.59	344.2
"tcruzi-665278"	2037.6	3886.04
"tcruzi-667001"	515.56	229.52
"tcruzi-667047"	3845.29	127.21
"tcruzi-667137"	427.6	457.1
"tcruzi-668318"	124.88	127.66
"tcruzi-669057"	80.26	106.55
"tcruzi-669853"	373.46	451.2
"tcruzi-669939"	277.89	375.7
"tcruzi-670005"	86.13	86.03
"tcruzi-670242"	142.64	197.7
"tcruzi-67123"	887.12	496.75
"tcruzi-671852"	214.3	278.57
"tcruzi-672835"	496.08	600.83
"tcruzi-67285"	1163.02	379.82
"tcruzi-67300"	544.38	418.92
"tcruzi-673146"	222.89	278.98
"tcruzi-673386"	420.49	1264.44
"tcruzi-674898"	7180.76	3993.87
"tcruzi-678469"	92.52	90.77
"tcruzi-67860"	363.07	460.92
"tcruzi-680409"	1004.02	1359.51
"tcruzi-680947"	84.45	73.81
"tcruzi-681098"	216.12	646.63
"tcruzi-681203"	404.68	332.59
"tcruzi-681382"	424.35	824.2
"tcruzi-682546"	331.19	212.68
"tcruzi-682834"	211.95	209.92
"tcruzi-683142"	160.38	161.56
"tcruzi-684687"	393.29	915.65
"tcruzi-685392"	135.63	112.35
"tcruzi-685450"	991.02	1284.95
"tcruzi-686026"	106.64	246.88
"tcruzi-686575"	985.35	1158.67
"tcruzi-686813"	161.29	138.14
"tcruzi-6869"	312.09	190.28
"tcruzi-688188"	1464.15	1666.6
"tcruzi-688191"	821.66	1143.06
"tcruzi-688226"	658.81	813.03
"tcruzi-688230"	391.96	540.13
"tcruzi-688233"	441.24	648.76
"tcruzi-688234"	470.72	668.43
"tcruzi-688235"	623.42	537.89
"tcruzi-688236"	441.88	535.36
"tcruzi-688240"	13164.31	14864.06
"tcruzi-688241"	1367.39	1657.06
"tcruzi-688242"	7886.76	11526.83
"tcruzi-688243"	23050.37	28075.53
"tcruzi-688396"	69.25	78.1
"tcruzi-690043"	547.45	913.22
"tcruzi-691587"	79.48	102.96
"tcruzi-692396"	117.4	88.82
"tcruzi-693169"	340.46	589.8
"tcruzi-693187"	8788.83	292.77
"tcruzi-693438"	144.4	193.3
"tcruzi-694838"	327.74	1289.22
"tcruzi-695738"	4901.57	6520.07
"tcruzi-696381"	86.81	143.52
"tcruzi-696589"	133.46	122.32
"tcruzi-696706"	253.26	293.97
"tcruzi-699417"	85.24	136.08
"tcruzi-699464"	170.21	253.02
"tcruzi-701048"	367.41	386.59
"tcruzi-701980"	1030.34	1306.29
"tcruzi-702841"	101.32	133.53
"tcruzi-703146"	132.59	76.24
"tcruzi-705260"	88.8	92.2
"tcruzi-708476"	158.01	227.83
"tcruzi-708559"	167.84	324.15
"tcruzi-709903"	152.1	226.41
"tcruzi-710448"	446.87	526.38
"tcruzi-710561"	596.04	718.5
"tcruzi-71087"	223.59	55.7
"tcruzi-711287"	558.72	946.86
"tcruzi-711455"	3136.52	4490.92
"tcruzi-71246"	80.09	65.66
"tcruzi-712933"	120.87	160.3
"tcruzi-713950"	11362.79	19360.85
"tcruzi-714209"	103.34	70.03
"tcruzi-714603"	124.79	145.48
"tcruzi-71506"	1607.4	321.79
"tcruzi-715074"	50.88	54.28
"tcruzi-715965"	141.72	90.2
"tcruzi-716103"	80.51	91.51
"tcruzi-716173"	231.63	294.42
"tcruzi-717213"	4490.92	7460.92
"tcruzi-717278"	99.34	232.88
"tcruzi-718364"	187.77	243.26
"tcruzi-71874"	331.59	167.62
"tcruzi-720581"	993.17	1276.22
"tcruzi-722409"	120.32	99.79
"tcruzi-723816"	193.19	183.03
"tcruzi-725295"	549.14	697.8
"tcruzi-726076"	103.96	95.12
"tcruzi-726409"	162.06	168.6
"tcruzi-728476"	461.7	660.84
"tcruzi-728837"	302.58	248.15
"tcruzi-729910"	410.24	327.05
"tcruzi-730374"	46.57	50.88
"tcruzi-730534"	219.08	211.62
"tcruzi-732582"	142.4	139.3
"tcruzi-733555"	1597.64	2222.42
"tcruzi-73419"	499.97	263.69
"tcruzi-735455"	2174.18	3863.91
"tcruzi-73607"	2026.98	1721.27
"tcruzi-737227"	3240.82	632.73
"tcruzi-737472"	1222.74	1068.94
"tcruzi-737530"	415.87	899.03
"tcruzi-738525"	570.69	1001.06
"tcruzi-740838"	258.86	295.3
"tcruzi-741178"	312.39	391.96
"tcruzi-741306"	350.78	512.86
"tcruzi-741693"	98.44	96.26
"tcruzi-742558"	89.69	100.25
"tcruzi-742737"	295.02	121.9
"tcruzi-742839"	430.21	406.81
"tcruzi-744461"	1049.14	1173.42
"tcruzi-744582"	220.54	152.85
"tcruzi-745093"	206.25	272.18
"tcruzi-745533"	87.93	116.9
"tcruzi-746551"	20851.91	26450.76
"tcruzi-750806"	101.24	89.52
"tcruzi-750955"	327.5	398.36
"tcruzi-751928"	167.48	135.87
"tcruzi-752315"	150.2	144.72
"tcruzi-753154"	90.94	85.53
"tcruzi-753182"	138.22	89.69
"tcruzi-753372"	89.87	112.72
"tcruzi-754524"	103.47	85.48
"tcruzi-755050"	188.7	231.63
"tcruzi-756200"	397.01	391.38
"tcruzi-75685"	502.72	446.87
"tcruzi-756994"	113.68	147.85
"tcruzi-758083"	169.83	243.84
"tcruzi-75912"	33205.87	959.05
"tcruzi-75913"	19969.46	5465.2
"tcruzi-76062"	88.56	101.1
"tcruzi-763334"	103.83	67.49
"tcruzi-763703"	220.13	234.64
"tcruzi-765339"	478.38	684.46
"tcruzi-76561"	2563.07	4390.31
"tcruzi-765777"	200.94	186.52
"tcruzi-766477"	774.09	552.43
"tcruzi-767416"	183.26	121.39
"tcruzi-768201"	476.7	240.66
"tcruzi-768650"	192.36	254.13
"tcruzi-770029"	481.35	872.46
"tcruzi-770108"	139.46	153.26
"tcruzi-770585"	72.14	83.77
"tcruzi-772083"	53.49	63.78
"tcruzi-772251"	2788.69	4667.25
"tcruzi-773138"	121.85	106.8
"tcruzi-773706"	197.86	170.47
"tcruzi-773875"	156.62	161.37
"tcruzi-774474"	196.49	159.38
"tcruzi-775444"	82.53	92.72
"tcruzi-776803"	513.89	586.13
"tcruzi-77711"	153.07	117.13
"tcruzi-777292"	119.68	128.89
"tcruzi-778664"	756.3	617.92
"tcruzi-778851"	405.53	385.53
"tcruzi-780226"	67.66	59.08
"tcruzi-780472"	404.02	573.54
"tcruzi-781039"	124.79	102.19
"tcruzi-781062"	247.68	381.22
"tcruzi-781661"	300.18	92.78
"tcruzi-781919"	2054.59	2037.6
"tcruzi-782966"	65.22	71.56
"tcruzi-783410"	89.44	82.01
"tcruzi-783657"	879.11	658.81
"tcruzi-78369"	85.31	85.63
"tcruzi-784273"	109.48	131.83
"tcruzi-785462"	96.92	109.48
"tcruzi-788936"	515.09	688.26
"tcruzi-789897"	801.25	634.3
"tcruzi-790716"	876.93	2313.79
"tcruzi-791273"	1497.45	2210.45
"tcruzi-791771"	705.97	993.17
"tcruzi-792104"	1073.05	1149.62
"tcruzi-793610"	200.19	116.02
"tcruzi-795024"	54.96	54.84
"tcruzi-795713"	88.31	96.18
"tcruzi-796033"	703.54	565.85
"tcruzi-797369"	399.97	714.92
"tcruzi-797520"	102.86	86.13
"tcruzi-797674"	144.66	289.83
"tcruzi-799164"	2867.66	5265.52
"tcruzi-800738"	100.16	91.4
"tcruzi-801502"	148.17	257.28
"tcruzi-801835"	246.18	233.18
"tcruzi-802167"	1387.94	1636.87
"tcruzi-803139"	290.84	286.3
"tcruzi-804343"	227	259.74
"tcruzi-805816"	101.16	129.48
"tcruzi-806504"	243.84	197.86
"tcruzi-806707"	527.33	765.36
"tcruzi-807454"	81.25	82.64
"tcruzi-81215"	915.65	216.51
"tcruzi-812203"	118.89	99.3
"tcruzi-813094"	80.66	83.08
"tcruzi-813112"	85.63	107.46
"tcruzi-814944"	208.48	212.79
"tcruzi-815168"	168.75	393.29
"tcruzi-815465"	346.09	331.19
"tcruzi-815538"	177.62	172.57
"tcruzi-81751"	292.55	204.78
"tcruzi-81962"	154.89	134.19
"tcruzi-821245"	58.94	58.14
"tcruzi-821806"	906.78	1139.52
"tcruzi-822195"	242.97	437.45
"tcruzi-822399"	102.78	105.59
"tcruzi-826609"	83.96	76.76
"tcruzi-827231"	498.66	699.83
"tcruzi-827353"	48.92	46.85
"tcruzi-828149"	421.84	734.24
"tcruzi-829498"	138.69	78
"tcruzi-830033"	58.45	75.1
"tcruzi-830062"	195.97	196.14
"tcruzi-830878"	249.17	281.48
"tcruzi-832378"	826.41	985.35
"tcruzi-832577"	174.61	173.06
"tcruzi-833325"	6849.22	9568.31
"tcruzi-833800"	1218.66	2450.17
"tcruzi-833946"	91.97	94.58
"tcruzi-834879"	809.16	894.73
"tcruzi-834928"	241.73	419.89
"tcruzi-835625"	87.4	79.48
"tcruzi-835661"	141.44	86.29
"tcruzi-835700"	183.61	248.68
"tcruzi-835820"	94	90.28
"tcruzi-836109"	55.94	57.03
"tcruzi-836636"	139.78	218.55
"tcruzi-836923"	106.64	98.82
"tcruzi-839412"	94.08	106.88
"tcruzi-842843"	395.24	515.56
"tcruzi-843878"	361.33	570.69
"tcruzi-843885"	154.09	221.24
"tcruzi-844349"	288.66	241.95
"tcruzi-844512"	1572.38	1280.9
"tcruzi-8451"	1775.54	557.29
"tcruzi-8453"	20942.74	23192.52
"tcruzi-8454"	23136.86	24298.46
"tcruzi-8457"	23555.17	31262.66
"tcruzi-8460"	21228.78	24686.41
"tcruzi-8461"	21947.33	24140.05
"tcruzi-846167"	443.7	368.99
"tcruzi-846409"	85.16	103.26
"tcruzi-848624"	204.38	213.1
"tcruzi-849220"	81.46	80.03
"tcruzi-849681"	73.7	63.02
"tcruzi-849698"	219.84	356.15
"tcruzi-8497"	2488.02	1163.02
"tcruzi-849801"	1683.38	4948.75
"tcruzi-850294"	75.46	57.77
"tcruzi-85073"	247.1	256.66
"tcruzi-850926"	5465.2	7212.54
"tcruzi-851129"	411.14	504.97
"tcruzi-852013"	129.04	155.29
"tcruzi-855208"	190.58	238.72
"tcruzi-855499"	105.07	114.13
"tcruzi-855809"	112.24	119.05
"tcruzi-856778"	183.72	99.04
"tcruzi-858343"	253.02	227.64
"tcruzi-860467"	51.68	45.25
"tcruzi-861121"	76.62	76.44
"tcruzi-861730"	96.81	72.62
"tcruzi-862875"	58.77	42.72
"tcruzi-863572"	347.93	353.8
"tcruzi-863969"	69.86	72.4
"tcruzi-864109"	96.02	108.75
"tcruzi-864569"	66.96	74.09
"tcruzi-86610"	162.23	51.4
"tcruzi-866409"	295.92	313.22
"tcruzi-867280"	21526.26	31133.34
"tcruzi-867281"	31454.93	44866.13
"tcruzi-867282"	33741.51	41660.24
"tcruzi-867283"	25748.37	37182.5
"tcruzi-867284"	11183.68	22041.03
"tcruzi-867286"	188.41	252.5
"tcruzi-867287"	718.5	1073.05
"tcruzi-867533"	57.52	52.78
"tcruzi-867561"	101.4	88.61
"tcruzi-867646"	767.53	425.13
"tcruzi-867649"	1197.06	214.67
"tcruzi-869391"	1526.41	906.78
"tcruzi-869422"	163.9	155.09
"tcruzi-869560"	208.8	275.09
"tcruzi-871282"	59.25	79.33
"tcruzi-871581"	894.73	1238.46
"tcruzi-872555"	4063.77	1087.69
"tcruzi-876536"	144.89	162.35
"tcruzi-876681"	58.34	92.02
"tcruzi-87751"	207.11	180.12
"tcruzi-882337"	177.52	122.47
"tcruzi-883040"	11880.99	1588.95
"tcruzi-885610"	242.68	330.62
"tcruzi-886699"	240.38	265.79
"tcruzi-88689"	506.01	939.66
"tcruzi-887784"	318.81	317.75
"tcruzi-890634"	2075.04	3845.29
"tcruzi-892704"	213.31	108.52
"tcruzi-89340"	398.36	743.84
"tcruzi-893755"	100.54	122.04
"tcruzi-895663"	117.75	114.09
"tcruzi-89612"	5551.14	8138.43
"tcruzi-89675"	39738.19	39544.5
"tcruzi-898688"	382.01	476.7
"tcruzi-900587"	233.95	257.75
"tcruzi-901484"	187.25	160.45
"tcruzi-905074"	192.01	215
"tcruzi-906744"	89.44	143.88
"tcruzi-90692"	134.81	89.74
"tcruzi-907392"	216.29	224.46
"tcruzi-907827"	213.37	188.41
"tcruzi-907895"	66.28	89.14
"tcruzi-90808"	166.01	270.75
"tcruzi-909455"	45739	47800.79
"tcruzi-909892"	57.22	49.21
"tcruzi-910450"	445.04	494.76
"tcruzi-91086"	3632.14	2046.86
"tcruzi-913688"	74.12	72.07
"tcruzi-914067"	111.48	162.06
"tcruzi-915193"	76.18	153.37
"tcruzi-91796"	156.21	103.38
"tcruzi-918191"	127.83	627.81
"tcruzi-918672"	608.66	1123.74
"tcruzi-918800"	318.02	611.76
"tcruzi-919419"	552.43	2743.25
"tcruzi-919631"	73.45	131.18
"tcruzi-919750"	217.79	256.09
"tcruzi-920019"	452.53	513.89
"tcruzi-920085"	90.28	126.52
"tcruzi-92112"	784.85	613.61
"tcruzi-923964"	100.48	69.7
"tcruzi-924451"	119.43	80.68
"tcruzi-924562"	82.01	84.89
"tcruzi-925396"	6591.95	8497.16
"tcruzi-925648"	268.09	151.96
"tcruzi-925701"	170.83	119.68
"tcruzi-92795"	292.15	519.92
"tcruzi-928686"	7611.26	9770.66
"tcruzi-929590"	1968.94	1578.81
"tcruzi-930155"	328.49	375.38
"tcruzi-930441"	2597.74	2616.85
"tcruzi-930543"	157.85	204.56
"tcruzi-930853"	600.83	979.58
"tcruzi-931554"	137.38	96.02
"tcruzi-932567"	6226.58	8404.92
"tcruzi-933465"	1158.67	156.69
"tcruzi-934350"	139.3	134.95
"tcruzi-934987"	84.8	90.36
"tcruzi-937298"	97.5	104.33
"tcruzi-937352"	119.05	171.38
"tcruzi-939002"	167.31	202.74
"tcruzi-939855"	186.1	208.3
"tcruzi-940394"	92.37	129.72
"tcruzi-941274"	270.1	169.69
"tcruzi-942193"	197.54	100.36
"tcruzi-942199"	91.24	109.16
"tcruzi-942807"	159.96	280.81
"tcruzi-943492"	122.89	223.11
"tcruzi-943678"	125.36	100.79
"tcruzi-945265"	96.41	157.72
"tcruzi-950434"	85.57	73.7
"tcruzi-95372"	1473.03	2140.24
"tcruzi-955019"	1189.73	1860.87
"tcruzi-957528"	204.56	200.51
"tcruzi-958298"	212.92	252.77
"tcruzi-960462"	716.84	292.55
"tcruzi-961076"	3703.94	4339.64
"tcruzi-961156"	139.11	151.04
"tcruzi-961296"	3182.84	3773.54
"tcruzi-961653"	137.07	112.06
"tcruzi-963367"	150.65	192.01
"tcruzi-964365"	99.77	100.9
"tcruzi-965570"	85.68	148.88
"tcruzi-966474"	100.03	127.75
"tcruzi-967105"	63.13	81.58
"tcruzi-967160"	326.19	118.89
"tcruzi-967228"	64.67	85.77
"tcruzi-969716"	104.23	81.62
"tcruzi-970131"	58.04	54.73
"tcruzi-970768"	160.58	167.27
"tcruzi-971006"	3739.8	10735
"tcruzi-971167"	103.93	158.64
"tcruzi-97124"	179.65	47.86
"tcruzi-971276"	121.58	192.36
"tcruzi-972172"	72.33	86.81
"tcruzi-972827"	204.91	258.56
"tcruzi-973"	7750.45	10403.06
"tcruzi-973457"	2289.36	3298.43
"tcruzi-973893"	100.28	106.35
"tcruzi-97405"	512.86	149.67
"tcruzi-97437"	939.66	105.96
"tcruzi-976262"	203.3	130.81
"tcruzi-976778"	236.37	265.08
"tcruzi-977113"	211.1	195.72
"tcruzi-978251"	153.57	249.86
"tcruzi-979112"	116.1	191.79
"tcruzi-979514"	320.97	384.57
"tcruzi-979946"	220.27	268.68
"tcruzi-982153"	119.34	131.35
"tcruzi-984441"	135.87	236.66
"tcruzi-984490"	368.54	1049.14
"tcruzi-984569"	178.32	288.24
"tcruzi-984579"	173.06	214.46
"tcruzi-985728"	135	138.46
"tcruzi-985731"	341.94	295.02
"tcruzi-986709"	174.88	214.3
"tcruzi-988629"	155.17	162.72
"tcruzi-990212"	104.45	138.22
"tcruzi-990730"	123.46	151.36
"tcruzi-993929"	586.13	742.04
"tcruzi-994235"	311.21	425.88
"tcruzi-994568"	117.62	154.24
"tcruzi-994842"	287.36	270.53
"tcruzi-994926"	76.82	126.89
"tcruzi-995005"	344.2	588.55
"tcruzi-99594"	42.1	59.25
"tcruzi-996554"	63.72	55.44
"tcruzi-997567"	79.09	104.56
"tcruzi-998554"	54.11	60.97
"tcruzi-998823"	79.15	81.16
